case, max torque roll, max torque pitch, max torque yaw, max unstable torque pitch, max unstable torque yaw, max torque roll prop, max torque pitch prop, max torque yaw prop, max unstable torque pitch prop, max unstable torque yaw prop, max average roll torque all, max average pitch torque all, max average yaw torque all, max roll torque all, max pitch torque all, max yaw torque all
CIV-Fr0-Sf80, 0.00001444, 0.00007623, 0.00002949, 0.00007345, 0.00002088, 0.00001480, 0.00007939, 0.00002672, 0.00007658, 0.00001812, 0.00000023, 0.00000030, 0.00000003, 0.00025839, 0.00047409, 0.00007082 
CIV-Fr30-Sf80, 0.00001534, 0.00008485, 0.00002495, 0.00007952, 0.00001811, 0.00001570, 0.00008847, 0.00002218, 0.00008284, 0.00001534, 0.00000027, 0.00000027, 0.00000003, 0.00031405, 0.00043361, 0.00005827 
CIV-Fr60-Sf80, 0.00001539, 0.00008520, 0.00001960, 0.00008379, 0.00001668, 0.00001575, 0.00008887, 0.00001684, 0.00008742, 0.00001392, 0.00000029, 0.00000021, 0.00000003, 0.00034637, 0.00034020, 0.00005848 
CIV-Fr90-Sf80, 0.00001538, 0.00008610, 0.00001798, 0.00008490, 0.00001654, 0.00001574, 0.00008968, 0.00001522, 0.00008846, 0.00001378, 0.00000029, 0.00000019, 0.00000002, 0.00033749, 0.00022349, 0.00005729 
absolute maximums
0.00001539, 0.00008610, 0.00002949, 0.00008490, 0.00002088, 0.00001575, 0.00008968, 0.00002672, 0.00008846, 0.00001812, 0.00000029, 0.00000030, 0.00000030, 0.00034637, 0.00047409, 0.00007082 
