case, max torque roll, max torque pitch, max torque yaw, max unstable torque pitch, max unstable torque yaw, max torque roll prop, max torque pitch prop, max torque yaw prop, max unstable torque pitch prop, max unstable torque yaw prop, max average roll torque all, max average pitch torque all, max average yaw torque all, max roll torque all, max pitch torque all, max yaw torque all
CIV-Fr0-Sf83, 0.00001429, 0.00007628, 0.00002902, 0.00007355, 0.00002086, 0.00001466, 0.00007945, 0.00002626, 0.00007667, 0.00001809, 0.00000022, 0.00000030, 0.00000003, 0.00025023, 0.00047352, 0.00007014 
CIV-Fr30-Sf83, 0.00001519, 0.00008490, 0.00002467, 0.00007962, 0.00001815, 0.00001556, 0.00008853, 0.00002190, 0.00008294, 0.00001538, 0.00000026, 0.00000027, 0.00000003, 0.00030589, 0.00043215, 0.00005513 
CIV-Fr60-Sf83, 0.00001525, 0.00008526, 0.00001933, 0.00008389, 0.00001683, 0.00001561, 0.00008892, 0.00001657, 0.00008752, 0.00001407, 0.00000029, 0.00000021, 0.00000003, 0.00034028, 0.00033828, 0.00005564 
CIV-Fr90-Sf83, 0.00001523, 0.00008615, 0.00001767, 0.00008500, 0.00001652, 0.00001559, 0.00008974, 0.00001491, 0.00008856, 0.00001375, 0.00000029, 0.00000019, 0.00000002, 0.00033610, 0.00022204, 0.00005446 
absolute maximums
0.00001525, 0.00008615, 0.00002902, 0.00008500, 0.00002086, 0.00001561, 0.00008974, 0.00002626, 0.00008856, 0.00001809, 0.00000029, 0.00000030, 0.00000030, 0.00034028, 0.00047352, 0.00007014 
