,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel,eff_f_side,eff_r_side,eff_back
10,10,4717321.627624058,4717349.85540775,80014.01454974637,-66.07371639428679,-65.02107874274235,7728.87200754313,50.5,6671799.878126516,1,0.0008699998902495042,0.7854730693250794,0,0.0003443709607065571,0,0,0,0
11,11,4717252.38819036,4717281.668592524,87742.83112861926,-72.40513551365967,-71.35253645603498,7728.759421300276,50.5,6671799.866354308,1,0.0008699998902495042,0.7854877447174506,0,0.0003443663125505295,0,0,0,0
12,12,4717176.817385427,4717207.150366763,95471.52993456805,-78.73645744722454,-77.68389839629015,7728.636461721291,50.5,6671799.854582269,1,0.0008699998902495042,0.7855037618068118,0,0.00034436123630546283,0,0,0,0
13,13,4717094.915310694,4717126.300830488,103200.10059433799,-85.06767369725219,-84.01515606572495,7728.503128971228,50.5,6671799.842810409,1,0.0008699998902495042,0.7855211205072109,0,0.00034435573201699245,0,0,0,0
14,14,4717006.682076093,4717039.120092221,110928.53273484632,-91.39877576615537,-90.34630096669653,7728.359423229058,50.5,6671799.831038746,1,0.0008699998902495042,0.7855398207255035,0,0.0003443497997345817,0,0,0,0
15,15,4716912.117800054,4716945.608268977,118656.81598319621,-97.72975515650015,-96.67732460171348,7728.205344687678,50.5,6671799.8192672925,1,0.0008699998902495042,0.7855598623613568,0,0.00034434343951150097,0,0,0,0
16,16,4716811.222609505,4716845.765486272,126384.93996669071,-104.06060337101731,-103.00821847344719,7728.040893553904,50.5,6671799.807496061,1,0.0008699998902495042,0.7855812453072512,0,0.000344336651404903,0,0,0,0
17,17,4716703.99663987,4716739.591878117,134112.89431284665,-110.39131191261379,-109.3389740847433,7727.866070048477,50.5,6671799.795725071,1,0.0008699998902495042,0.7856039694484835,0,0.0003443294354757181,0,0,0,0
18,18,4716590.44003507,4716627.087587021,141840.66864940853,-116.72187228438405,-115.66958293863311,7727.680874406056,50.5,6671799.783954335,1,0.0008699998902495042,0.7856280346631692,0,0.0003443217917887436,0,0,0,0
19,19,4716470.552947524,4716508.252763991,149568.25260436247,-123.05227598962149,-122.00003653834496,7727.485306875225,50.5,6671799.772183865,1,0.0008699998902495042,0.7856534408222468,0,0.0003443137204126292,0,0,0,0
20,20,4716344.335538146,4716383.087568529,157295.63580595018,-129.38251453182988,-128.3303263873156,7727.279367718486,50.5,6671799.760413684,1,0.0008699998902495042,0.7856801877894802,0,0.0003443052214197783,0,0,0,0
21,21,4716211.787976347,4716251.592168633,165022.8078826828,-135.7125794147347,-134.66044398920172,7727.063057212263,50.5,6671799.748643801,1,0.0008699998902495042,0.7857082754214615,0,0.0003442962948864934,0,0,0,0
22,22,4716072.910440035,4716113.766740798,172749.75846335484,-142.04246214229462,-140.99038084789117,7726.836375646897,50.5,6671799.736874226,1,0.0008699998902495042,0.7857377035676163,0,0.00034428694089287773,0,0,0,0
23,23,4715927.703115613,4715969.611470017,180476.47717705814,-148.37215421871284,-147.32012846751454,7726.599323326654,50.5,6671799.725104981,1,0.0008699998902495042,0.7857684720702066,0,0.00034427715952286913,0,0,0,0
24,24,4715776.16619798,4715819.126549775,188202.95365319576,-154.70164714844853,-153.64967835245642,7726.351900569715,50.5,6671799.713336073,1,0.0008699998902495042,0.785800580764335,0,0.0003442669508642101,0,0,0,0
25,25,4715618.29989053,4715662.312182055,195929.17752149588,-161.03093243622826,-159.9790220073669,7726.0941077081825,50.5,6671799.701567525,1,0.0008699998902495042,0.7858340294779481,0,0.00034425631500849,0,0,0,0
26,26,4715454.104405154,4715499.168577335,203655.13841202576,-167.3600015870573,-166.30815093717294,7725.825945088076,50.5,6671799.689799347,1,0.0008699998902495042,0.7858688180318423,0,0.0003442452520511142,0,0,0,0
27,27,4715283.579962234,4715329.695954587,211380.82595520566,-173.6888461062311,-172.6370566470898,7725.547413069334,50.5,6671799.678031559,1,0.0008699998902495042,0.7859049462396672,0,0.0003442337620912626,0,0,0,0
28,28,4715106.72679065,4715153.894541279,219106.22978182268,-180.0174574993467,-178.96573064263234,7725.25851202581,50.5,6671799.666264166,1,0.0008699998902495042,0.7859424139079313,0,0.00034422184523203315,0,0,0,0
29,29,4714923.5451277755,4714971.764573372,226831.3395230448,-186.34582727231412,-185.29416442962656,7724.959242345279,50.5,6671799.654497188,1,0.0008699998902495042,0.7859812208360057,0,0.00034420950158024673,0,0,0,0
30,30,4714734.035219477,4714783.306295321,234556.14481043466,-192.67394693136774,-191.6223495142209,7724.649604429428,50.5,6671799.642730645,1,0.0008699998902495042,0.7860213668161303,0,0.00034419673124658424,0,0,0,0
31,31,4714538.197320115,4714588.519960076,242280.6352759636,-199.00180798307764,-197.95027740289765,7724.329598693863,50.5,6671799.630964536,1,0.0008699998902495042,0.7860628516334186,0,0.00034418353434553594,0,0,0,0
32,32,4714336.031692544,4714387.4058290785,250004.8005520255,-205.32940193436113,-204.27793960248442,7723.999225568104,50.5,6671799.619198892,1,0.0008699998902495042,0.7861056750658629,0,0.00034416991099536645,0,0,0,0
33,33,4714127.5386081105,4714179.964172265,257728.63027145073,-211.65672029249413,-210.60532762016553,7723.6584854955845,50.5,6671799.607433723,1,0.0008699998902495042,0.7861498368843406,0,0.00034415586131820953,0,0,0,0
34,34,4713912.718346654,4713966.195268063,265452.1140675201,-217.98375456512244,-216.93243296349326,7723.307378933656,50.5,6671799.595669036,1,0.0008699998902495042,0.7861953368526193,0,0.0003441413854399762,0,0,0,0
35,35,4713691.571196507,4713746.099403393,273175.2415739785,-224.31049626027328,-223.25924714039942,7722.94590635358,50.5,6671799.583904852,1,0.0008699998902495042,0.7862421747273634,0,0.000344126483490367,0,0,0,0
36,36,4713464.09745449,4713519.676873668,280898.0024250494,-230.6369368863666,-229.58576165920672,7722.574068240533,50.5,6671799.572141188,1,0.0008699998902495042,0.7862903502581399,0,0.00034411115560293334,0,0,0,0
37,37,4713230.29742592,4713286.927982791,288620.3862554481,-236.96306795222654,-235.91196802864008,7722.191865093603,50.5,6671799.560378052,1,0.0008699998902495042,0.7863398631874248,0,0.00034409540191496327,0,0,0,0
38,38,4712990.171424602,4713047.853043158,296342.3827003961,-243.28888096709272,-242.2378577578381,7721.7992974257895,50.5,6671799.548615466,1,0.0008699998902495042,0.7863907132506095,0,0.00034407922256759197,0,0,0,0
39,39,4712743.7197728325,4712802.452375652,304063.9813956349,-249.6143674406318,-248.56342235636444,7721.396365764003,50.5,6671799.536853434,1,0.0008699998902495042,0.7864429001760078,0,0.00034406261770573683,0,0,0,0
40,40,4712490.942801397,4712550.7263096515,311785.1719774396,-255.9395188829488,-254.8886533342192,7720.983070649066,50.5,6671799.525091979,1,0.0008699998902495042,0.7864964236848624,0,0.0003440455874781094,0,0,0,0
41,41,4712231.840849573,4712292.6751830205,319505.94408263336,-262.26432680459834,-261.21354220185043,7720.559412635707,50.5,6671799.513331114,1,0.0008699998902495042,0.7865512834913525,0,0.0003440281320372212,0,0,0,0
