,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel,eff_f_side,eff_r_side,eff_r_back
0,0,-0.3295027167980104,6671799.123098456,3420.6755923,-0.7445509255239386,-3.9629288300544543,7729.42693691862,53.099999999999994,6671799.9951166855,0,9.632678208704709e-05,1.570796376182276,0,0.0003394094062316335,0,4.938737923768913e-08,0.0042252147651909485,0.9977908073761625
1,1,-1.0740532543364165,6671790.682814419,11150.09850141377,-0.7445499830001808,-12.917637354641704,7729.417152270885,53.099999999999994,6671799.98408213,0,9.632666022704019e-05,1.570796487778927,0,0.00033940900774056013,0,1.6098403044704169e-07,0.0012135470612052411,0.9993928661258035
2,2,-1.8186023496932644,6671773.287829529,18879.506438768578,-0.7445480411611449,-21.872328534118417,7729.396993404055,53.099999999999994,6671799.973047592,0,9.632640907992548e-05,1.570796599375362,0,0.00033940818706996426,0,2.725804654956734e-07,-0.01393774117415131,0.9997882580835281
3,3,-2.563149003554468,6671746.938167139,26608.88903015772,-0.744545100009439,-30.826990349739077,7729.366460345204,53.099999999999994,6671799.962013096,0,9.632602864603974e-05,1.570796710971431,0,0.00033940694422729335,0,3.8417653460185245e-07,-0.05561870573437863,0.9979735049651501
4,4,-3.30769221660922,6671711.633862624,34338.235901408494,-0.744541159549012,-39.78161078279767,7729.325553135331,53.099999999999994,6671799.9509786405,0,9.632551892589327e-05,1.5707968225669848,0,0.0003394052792238128,0,4.957720879843393e-07,-0.012032090421005453,0.999295455945565
5,5,-4.052230989551333,6671667.374963375,42067.53667839619,-0.7445362197851544,-48.736177814643845,7729.274271829353,53.099999999999994,6671799.939944248,0,9.632487992016988e-05,1.5707969341618724,0,0.0003394031920745377,0,6.073669758625878e-07,0.026514313044111077,0.9993169350960092
6,6,-4.796764323080581,6671614.161528802,49796.78098705796,-0.7445302807244978,-57.69067942669899,7729.212616496118,53.099999999999994,6671799.92890993,0,9.632411162972691e-05,1.570797045755945,0,0.000339400682798301,0,7.189610484569467e-07,0.008542547161732174,0.999662948008744
7,7,-5.541291217904039,6671551.993630334,57525.95845340677,-0.7445233423750149,-66.64510360047241,7729.140587218394,53.099999999999994,6671799.917875702,0,9.632321405559518e-05,1.5707971573490527,0,0.0003393977514177122,0,8.305541559888596e-07,-0.03117816649753764,0.9987977366911208
8,8,-6.285810674737426,6671480.87135142,65255.05870354533,-0.7445154047460201,-75.59943831757744,7729.058184092873,53.099999999999994,6671799.906841576,0,9.632218719897911e-05,1.5707972689410452,0,0.0003393943979591496,0,9.421461486810667e-07,-0.00514040670193562,0.9999154342147553
9,9,-7.030321694306445,6671400.794787524,72984.07136367996,-0.7445064678481681,-84.55367155974758,7728.965407230169,53.099999999999994,6671799.895807562,0,9.632103106125661e-05,1.5707973805317734,0,0.00033939062245281565,0,1.0537368767578064e-06,0.03586053874249672,0.9981297797346073
10,10,-7.774823277348126,6671311.764046132,80712.98606013462,-0.7444965316934558,-93.50779130885263,7728.862256754824,53.099999999999994,6671799.884773682,0,9.631974564397904e-05,1.570797492121087,0,0.00033938642493262664,0,1.1653261904450148e-06,0.053214507526707415,0.9982927697797805
11,11,-8.519314424612167,6671213.779246744,88441.79241936473,-0.7444855962952206,-102.46178554691481,7728.7487328052985,53.099999999999994,6671799.873739948,0,9.631833094887136e-05,1.5707976037088365,0,0.0003393818054363349,0,1.2769139399705279e-06,-0.011264337544867001,0.9994563365423577
12,12,-9.263794136862272,6671106.840520881,96170.48006797113,-0.7444736616681416,-111.41564225612488,7728.624835533978,53.099999999999994,6671799.862706364,0,9.631678697783205e-05,1.5707977152948722,0,0.0003393767640054744,0,1.388499975564283e-06,0.02586716047598853,0.9967150976742252
13,13,-10.008261414877493,6670990.948012081,103899.03863271403,-0.7444607278282382,-120.3693494188583,7728.4905651071695,53.099999999999994,6671799.851672956,0,9.631511373293303e-05,1.5707978268790441,0,0.00033937130068531176,0,1.5000841474585172e-06,0.04127585354672248,0.998427259117129
14,14,-10.752715259453579,6670866.101875898,111627.4577405269,-0.7444467947928719,-129.32289501769137,7728.345921705105,53.099999999999994,6671799.84063973,0,9.631331121641977e-05,1.5707979384612025,0,0.00033936541552496903,0,1.6116663058879728e-06,-0.05964620581713294,0.9981063988984364
15,15,-11.497154671404303,6670732.302279906,119355.7270185304,-0.7444318625807446,-138.27626703541725,7728.190905521937,53.099999999999994,6671799.8296067035,0,9.631137943071124e-05,1.5707980500411975,0,0.00033935910857726536,0,1.7232463010900934e-06,0.04414410689242159,0.998709293138204
16,16,-12.241578651562815,6670589.549403694,127083.8360940463,-0.7444159312118995,-147.22945345506227,7728.02551676574,53.099999999999994,6671799.818573887,0,9.630931837839991e-05,1.5707981616188798,0,0.00033935237989886737,0,1.8348239833052284e-06,-0.006726888362842276,0.9991178569730371
17,17,-12.985986200782975,6670437.843438868,134811.77459461137,-0.7443990007077208,-156.18244225990188,7727.849755658511,53.099999999999994,6671799.807541298,0,9.630712806225173e-05,1.5707982731940995,0,0.0003393452295501782,0,1.9463992027768325e-06,0.00294518570737,0.9998851558721279
18,18,-13.730376319940703,6670277.184589052,142539.53214799147,-0.7443810710909339,-165.13522143347691,7727.663622436168,53.099999999999994,6671799.796508946,0,9.63048084852062e-05,1.5707983847667062,0,0.0003393376575953923,0,2.0579718097516678e-06,0.011324031716528784,0.9998237236714228
19,19,-14.474748009935313,6670107.5730698835,150267.09838219517,-0.7443621423856048,-174.08777895960966,7727.46711734855,53.099999999999994,6671799.785476849,0,9.630235965037624e-05,1.570798496336551,0,0.0003393296641024866,0,2.1695416544800032e-06,-0.004191235339040897,0.9998479563597575
20,20,-15.219100271690852,6669929.00910902,157994.4629254879,-0.7443422146171408,-183.04010282241998,7727.260240659419,53.099999999999994,6671799.774445021,0,9.62997815610483e-05,1.570798607903484,0,0.00033932124914317247,0,2.281108587215816e-06,0.025658747964920514,0.9996686909297279
21,21,-15.96343210615745,6669741.492946132,165721.6154064059,-0.74432128781229,-191.99218100634144,7727.042992646453,53.099999999999994,6671799.763413468,0,9.629707422068231e-05,1.5707987194673547,0,0.00033931241279301145,0,2.392672458216994e-06,0.0027681054719319504,0.9995368533012503
22,22,-16.707742514312653,6669545.024832905,173448.5454537699,-0.7442993619991413,-200.94400149613742,7726.815373601254,53.099999999999994,6671799.752382213,0,9.629423763291166e-05,1.5707988310280143,0,0.0003393031551312488,0,2.504233117745535e-06,0.03417614782757053,0.9985701038291672
23,23,-17.452030497162763,6669339.605033042,181175.24269669934,-0.7442764372071244,-209.89555227691733,7726.577383829342,53.099999999999994,6671799.741351262,0,9.629127180154322e-05,1.5707989425853126,0,0.00033929347624099174,0,2.6157904160677495e-06,-0.009046684723674283,0.9991640402398294
24,24,-18.19629505574419,6669125.233822259,188901.69676462602,-0.7442525134670102,-218.84682133415265,7726.329023650157,53.099999999999994,6671799.730320638,0,9.628817673055732e-05,1.5707990541391,0,0.000339283376209022,0,2.7273442034544582e-06,0.026064561405605882,0.9995020301008338
25,25,-18.940535191124777,6668901.911488286,196627.89728730818,-0.7442275908109097,-227.79779665369307,7726.070293397057,53.099999999999994,6671799.719290343,0,9.62849524241078e-05,1.5707991656892268,0,0.0003392728551259396,0,2.8388943301811973e-06,0.0198266292866893,0.9992985223463755
26,26,-19.68474990440515,6668669.638330869,204353.83389484443,-0.7442016692722753,-236.7484662217826,7725.80119341732,53.099999999999994,6671799.708260405,0,9.628159888652187e-05,1.570799277235543,0,0.0003392619130861135,0,2.950440646528416e-06,-0.02754611555284682,0.9995750946515016
27,27,-20.428938196720065,6668428.414661765,212079.49621768753,-0.7441747488858995,-245.69881802507575,7725.5217240721395,53.099999999999994,6671799.697230822,0,9.627811612230027e-05,1.5707993887778995,0,0.0003392505501877007,0,3.061983002781681e-06,-0.033483386851650074,0.9994311490590623
28,28,-21.173099069239733,6668178.240804745,219804.8738866584,-0.7441468296879159,-254.64884005065366,7725.23188573663,53.099999999999994,6671799.686201617,0,9.627450413611712e-05,1.570799500316146,0,0.00033923876653257646,0,3.173521249231875e-06,0.03992109104434356,0.9988975603301556
29,29,-21.91723152317117,6667919.117095593,227529.95653296018,-0.7441179117157982,-263.59852028604007,7724.931678799819,53.099999999999994,6671799.675172805,0,9.627076293282005e-05,1.5707996118501328,0,0.0003392265622263527,0,3.2850552361753938e-06,0.011908519247042648,0.9994850074355672
30,30,-22.661334559759542,6667651.043882107,235254.7337881918,-0.7440879950083611,-272.54784671921766,7724.621103664654,53.099999999999994,6671799.664144398,0,9.626689251743003e-05,1.5707997233797104,0,0.0003392139373784883,0,3.3965848139143573e-06,-0.033932808787862694,0.9993509518553004
31,31,-23.405407180289494,6667374.021524093,242979.19528436218,-0.7440570796057595,-281.49680733864403,7724.300160747994,53.099999999999994,6671799.653116404,0,9.626289289514158e-05,1.5707998349047294,0,0.000339200892102134,0,3.5081098327568015e-06,0.024741309825580076,0.9993772647875181
