,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel,eff_f_side,eff_r_side,eff_back
9473,9473,-95622.82872684767,-96531.85534383096,-6670307.441820657,5464.446419678043,5464.445049830667,-157.3985397893323,58.61335133144992,6671699.837068819,0,0.7069602478189091,1.5851294396455822,0,0.0003696804069909349,0,0,0.6756351190701478,0.6757878914867456
9474,9474,-90158.31935747698,-91067.34673424176,-6670460.363751114,5464.57109661688,5464.570946901447,-148.4452869042019,58.61335133144992,6671699.826180933,0,0.70697637647732,1.5843103011631658,0,0.0003696761405342905,0,0,0.7060401686702219,0.7061717002733375
9475,9475,-84693.68897853422,-85602.71589494831,-6670604.332328027,5464.688438795094,5464.689509211815,-139.49183470360177,58.61335133144992,6671699.815293167,0,0.7069915562055062,1.5834911536051726,0,0.0003696721312838862,0,0,0.7246157581688579,0.7247292940493424
9476,9476,-79228.94492485965,-80137.97016079148,-6670739.347358089,5464.798446055065,5464.800736602511,-130.5381952052462,58.61335133144992,6671699.804405517,0,0.7070057869830825,1.5826719975217323,0,0.00036966837927386516,0,0,0.6988011865307883,0.6989045968955689
9477,9477,-73764.09453144622,-74673.11686676643,-6670865.408660011,5464.9011182490185,5464.904628924125,-121.58438042710125,58.61335133144992,6671699.793517971,0,0.7070190687909378,1.5818528334629327,0,0.0003696648845362586,0,0,0.708306065257113,0.7083947717904819
9478,9478,-68299.14513342972,-69208.16334801288,-6670982.516064523,5464.996455239026,5465.00118603709,-112.63040238736858,58.61335133144992,6671699.7826305255,0,0.7070314016112346,1.5810336619788274,0,0.0003696616471010091,0,0,0.708573796019681,0.7086503033682173
9479,9479,-62834.10406607896,-63743.11693980515,-6671090.669414371,5465.084456897003,5465.090407811684,-103.6762731044693,58.61335133144992,6671699.771743172,0,0.7070427854274091,1.5802144836194318,0,0.00036965866699591155,0,0,0.6742479755844087,0.6743160220641912
9480,9480,-57368.978664785915,-58277.98497754237,-6671189.8685643235,5465.165123104714,5465.172294128032,-94.72200459702792,58.61335133144992,6671699.760855901,0,0.7070532202241715,1.579395298934732,0,0.0003696559442466946,0,0,0.7224291729325683,0.7224828100044366
9481,9481,-51903.776265055865,-52812.774796738624,-6671280.113381163,5465.238453753768,5465.246844876107,-85.76760888385613,58.61335133144992,6671699.749968707,0,0.7070627059875055,1.5785761084746817,0,0.0003696534788769021,0,0,0.7678760632987879,0.7679171003116322
9482,9482,-46438.504202497556,-47347.49373301309,-6671361.4037436955,5465.304448745619,5465.3140599557255,-76.81309798393671,58.61335133144992,6671699.739081583,0,0.7070712427046693,1.5777569127892093,0,0.0003696512709080352,0,0,0.7284174507143436,0.7284531373067442
