,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel,eff_f_side,eff_r_side,eff_r_back
0,0,-5777947.939298678,3335899.495392046,2721.6532630447105,2.3583856682673514,-2.2213479965087353,7729.427310279088,53.099999999999994,6671799.996114406,0,0.0003051177488867609,2.6179937731711287,0,0.00033948242712778236,0,0.8660253513742511,0.8482392707581351,0.9993427845427618
1,1,-5777941.703409144,3335895.035366544,10451.077014621711,10.113392005368352,-6.698702008823707,7729.418463835586,53.099999999999994,6671799.9850717755,0,0.001308426966106732,2.6179919038472255,0,0.0003398328826748539,0,0.8660244167106166,0.8893515020705839,0.9984278987641569
2,2,-5777927.712519195,3335886.0979910265,18180.486732639907,17.868384762117103,-11.176047026607826,7729.399243164622,53.099999999999994,6671799.974017758,0,0.002311734428021392,2.6179877098396815,0,0.0003401829137645709,0,0.8660223196920578,0.848989985219759,0.9993386371348821
3,3,-5777905.966647617,3335872.6832774924,25909.87204288358,25.623353529957747,-15.653377040481448,7729.369648292009,53.099999999999994,6671799.962952367,0,0.0033150387880188704,2.6179811912047914,0,0.00034053251862426143,0,0.8660190603213921,0.874684224631065,0.9998959692715186
4,4,-5777876.465823601,3335854.79124395,33639.2225711698,33.37828790036673,-20.130686041085113,7729.329679257485,53.099999999999994,6671799.951875619,0,0.004318338699491456,2.617972348030047,0,0.00034088169548511277,0,0.8660146386029973,0.8634956142246267,0.9999562058678079
5,5,-5777839.210086751,3335832.4219144178,41368.52794336231,41.13317746486674,-24.607968019087608,7729.279336114712,53.099999999999994,6671799.940787521,0,0.005321632815837404,2.617961180434127,0,0.00034123044258216085,0,0.8660090545428107,0.8637815609798465,0.9999210575019669
6,6,-5777794.199487076,3335805.5753189228,49097.77778538551,48.88801181504069,-29.085216965194046,7729.218618931278,53.099999999999994,6671799.929688091,0,0.006324919790462745,2.617947688566894,0,0.0003415787581543666,0,0.8660023081483303,0.8782370189299439,0.9996985559584337
7,7,-5777741.434084995,3335774.2514935015,56826.961723238324,56.64278054254569,-33.56242687015392,7729.14752778869,53.099999999999994,6671799.918577351,0,0.007328198276783086,2.617931872609384,0,0.0003419266404445912,0,0.8659943994286133,0.8680778981455458,0.9999935325300658
8,8,-5777680.913951335,3335738.4504801994,64556.06938300816,64.39747323912698,-38.039591724769174,7729.066062782384,53.099999999999994,6671799.907455303,0,0.008331466928225425,2.6179137327737902,0,0.0003422740876996718,0,0.865985328394278,0.8650211257448676,0.9998929944297849
9,9,-5777612.639167329,3335698.172327072,72285.09039088481,72.15207949663198,-42.51670551990226,7728.974224021715,53.099999999999994,6671799.896321966,0,0.009334724398229959,2.6178932693034542,0,0.0003426210981704121,0,0.865975095057502,0.8719693588371266,0.9998826654341901
10,10,-5777536.609824623,3335653.4170881826,80014.0143731744,79.9065889070242,-46.99376224648422,7728.872011629965,53.099999999999994,6671799.885177356,0,0.01033796934025188,2.617870482472846,0,0.0003429676701115801,0,0.8659636994320231,0.8382156579006648,0.9969314557018918
11,11,-5777452.826025267,3335604.1848236048,87742.8309563133,87.6609910623972,-51.47075589552274,7728.759425744336,53.099999999999994,6671799.874021486,0,0.0113412004077632,2.6178453725875483,0,0.00034331380178200286,0,0.8659511415331392,0.8474335303734446,0.9986533995048733
12,12,-5777361.28788172,3335550.4755994203,95471.529766882,95.4152755549886,-55.94768045811021,7728.636466515956,53.099999999999994,6671799.862854374,0,0.01234441625425454,2.617817939984233,0,0.00034365949144455097,0,0.8659374213777079,0.8616521591184765,0.999553301090957
13,13,-5777261.995516848,3335492.28948772,103200.10043161914,103.16943197719401,-60.424529925431806,7728.503134109876,53.099999999999994,6671799.851676027,0,0.013347615533236948,2.617788185030644,0,0.0003440047373661775,0,0.8659225389841471,0.8596377063765196,0.9994507295303182
14,14,-5777154.949063925,3335429.626566604,110928.53257743534,110.92344992158104,-64.90129828877353,7728.3594287050655,53.099999999999994,6671799.8404864585,0,0.01435079689824371,2.6177561081255663,0,0.00034434953781794353,0,0.8659064943724346,0.839727472472566,0.9975864104904825
15,15,-5777040.148666633,3335362.48692018,118656.81583142717,118.67731898090324,-69.3779795395303,7728.205350494421,53.099999999999994,6671799.829285695,0,0.015353959002832143,2.617721709698805,0,0.0003446938910750014,0,0.8658892875641075,0.8648074902399082,0.9969040284246579
16,16,-5776917.594479061,3335290.870638565,126384.93982089103,126.43102874811407,-73.854567669214,7728.040899684758,53.099999999999994,6671799.818073739,0,0.016357100500585413,2.6176849902111536,0,0.0003450377954166831,0,0.8658709185822636,0.8267955632733034,0.9949328321419848
