,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel,eff_f_side,eff_r_side,eff_r_back
0,0,3335899.4953920473,5777947.939298677,2721.653263041554,-2.221347996505447,-2.3583856682650843,7729.4273102612815,53.099999999999994,6671799.996083667,1,0.0008699998902495042,1.047197638530005,0,0.00034210813203556183,0,0,0,0
1,1,3335895.0353665454,5777941.703409143,10451.077014577124,-6.698702008794113,-10.113392005329413,7729.418463771635,53.099999999999994,6671799.984961374,1,0.0008699998902495042,1.047198410434435,0,0.00034210776889459754,0,0,0,0
2,2,3335886.097991028,5777927.712519194,18180.48673251105,-11.176047026532837,-17.868384762007146,7729.399243061133,53.099999999999994,6671799.9738390995,1,0.0008699998902495042,1.0471999572406303,0,0.0003421069802623654,0,0,0,0
3,3,3335872.683277494,5777905.966647616,25909.87204263422,-15.653377040349627,-25.623353529755697,7729.369648155589,53.099999999999994,6671799.96271686,1,0.0008699998902495042,1.0472022789444373,0,0.0003421057661459837,0,0,0,0
4,4,3335854.791243952,5777876.465823601,33639.222570770304,-20.130686040892677,-33.37828790006476,7729.329679094742,53.099999999999994,6671799.951594663,1,0.0008699998902495042,1.0472053755396218,0,0.0003421041265565172,0,0,0,0
5,5,3335832.4219144196,5777839.210086751,41368.52794278967,-24.607968018838434,-41.13317746447029,7729.279335932252,53.099999999999994,6671799.94047253,1,0.0008699998902495042,1.0472092470178693,0,0.00034210206150872547,0,0,0,0
6,6,3335805.5753189246,5777794.199487076,49097.7777846233,-29.08521696489966,-48.88801181456846,7729.218618735707,53.099999999999994,6671799.929350466,1,0.0008699998902495042,1.0472138933687862,0,0.00034209957102124397,0,0,0,0
7,7,3335774.2514935033,5777741.434084996,56826.96172227674,-33.56242686983351,-56.64278054202962,7729.147527586617,53.099999999999994,6671799.918228495,1,0.0008699998902495042,1.0472193145798991,0,0.0003420966551165353,0,0,0,0
8,8,3335738.4504802017,5777680.9139513355,64556.069381844,-38.039591724449565,-64.39747323861229,7729.066062580413,53.099999999999994,6671799.90710662,1,0.0008699998902495042,1.047225510636654,0,0.0003420933138208396,0,0,0,0
9,9,3335698.172327074,5777612.639167331,72285.09038952149,-42.51670551961795,-72.15207949617714,7728.974223826453,53.099999999999994,6671799.895984866,1,0.0008699998902495042,1.047232481522418,0,0.0003420895471642026,0,0,0,0
10,10,3335653.417088185,5777536.609824626,80014.01437162192,-46.99376224627735,-79.90658890670092,7728.8720114480175,53.099999999999994,6671799.884863239,1,0.0008699998902495042,1.0472402272184795,0,0.0003420853551805239,0,0,0,0
11,11,3335604.184823607,5777452.82602527,87742.83095458827,-51.4707558954431,-87.66099106229045,7728.759425582309,53.099999999999994,6671799.873741756,1,0.0008699998902495042,1.047248747704047,0,0.00034208073790749295,0,0,0,0
12,12,3335550.4755994226,5777361.287881723,95471.52976500767,-55.947680458215245,-95.4152755551966,7728.636466380453,53.099999999999994,6671799.862620434,1,0.0008699998902495042,1.0472580429562504,0,0.0003420756953865902,0,0,0,0
13,13,3335492.2894877223,5777261.99551685,103200.10042962532,-60.4245299257866,-103.16943197782824,7728.5031340075,53.099999999999994,6671799.851499275,1,0.0008699998902495042,1.0472681129501407,0,0.00034207022766316163,0,0,0,0
14,14,3335429.6265666056,5777154.949063926,110928.53257535846,-64.90129828945084,-110.92344992276621,7728.359428642421,53.099999999999994,6671799.840378304,1,0.0008699998902495042,1.047278957658691,0,0.0003420643347862934,0,0,0,0
15,15,3335362.4869201807,5777040.148666632,118656.81582931026,-69.3779795406105,-118.67731898277731,7728.205350478111,53.099999999999994,6671799.829257534,1,0.0008699998902495042,1.0472905770527963,0,0.000342058016808944,0,0,0,0
16,16,3335290.8706385647,5776917.594479058,126384.93981878372,-73.85456767078513,-126.43102875082825,7728.0408997213835,53.099999999999994,6671799.818136974,1,0.0008699998902495042,1.0473029711012734,0,0.00034205127378783074,0,0,0,0
