,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel,eff_side,eff_back
2397,2397,-4408370.683792281,-4408063.129916859,2376525.709706467,-1946.348595510423,-1947.3396373396754,-7222.453153931232,53.099999999999994,6671776.577390712,0,0.25180979943661563,2.292612464017061,0,0.00035400791366621884,0,0.707105485793849,0.967776743318257
2398,2398,-4410314.0735236,-4410007.510896182,2369301.6633008546,-1940.4304323868482,-1941.4218863447993,-7225.638041294496,53.099999999999994,6671776.565881222,0,0.25104413371438306,2.2930005988757265,0,0.0003540316380668432,0,0.7071054857938497,0.9679756417015849
2399,2399,-4412251.543788901,-4411945.972820951,2362074.436856589,-1934.5096647993269,-1935.5015295552632,-7228.81323052669,53.099999999999994,6671776.554370964,0,0.2502781310411719,2.29338768366246,0,0.0003540549571072718,0,0.7071054857938505,0.968173980812611
2400,2400,-4414183.091987693,-4413878.513089343,2354844.0400739326,-1928.586300694586,-1929.578574917243,-7231.978717365974,53.099999999999994,6671776.5428599585,0,0.249511792445097,2.293773716840237,0,0.00035407787012320646,0,0.7071054857938512,0.9683717599304695
2401,2401,-4416108.715527434,-4415805.1291074855,2347610.482657404,-1922.6603480228382,-1923.6530303804018,-7235.134497563535,53.099999999999994,6671776.531348211,0,0.24874511895472398,2.2941586968734913,0,0.00035410037645347927,0,0.707105485793852,0.9685689783367006
2402,2402,-4418028.4118235335,-4417725.818289455,2340373.7743157647,-1916.7318147377707,-1917.7249038978787,-7238.280566883583,53.099999999999994,6671776.519835737,0,0.24797811159906805,2.294542622228134,0,0.0003541224754401545,0,0.7071054857938526,0.9687656353152502
2403,2403,-4419942.178299357,-4419640.5780572845,2333133.924762004,-1910.8007087965343,-1911.7942034262787,-7241.416921103365,53.099999999999994,6671776.508322555,0,0.24721077140759248,2.29492549137158,0,0.00035414416642841313,0,0.7071054857938535,0.9689617301524674
2404,2404,-4421850.012386228,-4421549.405840964,2325890.9437133283,-1904.867038159733,-1905.860936925662,-7244.543556013167,53.099999999999994,6671776.496808673,0,0.24644309941020742,2.295307302772761,0,0.00035416544876669116,0,0.7071054857938541,0.9691572621371057
2405,2405,-4423751.9115234325,-4423452.299078447,2318644.840891147,-1898.9308107914137,-1899.9251123595322,-7247.660467416319,53.099999999999994,6671776.485294108,0,0.24567509663726825,2.2956880549021594,0,0.0003541863218065936,0,0.7071054857938549,0.9693522305603206
2406,2406,-4425647.873158223,-4425349.25521565,2311395.626021059,-1892.9920346590545,-1893.9867376948275,-7250.767651129202,53.099999999999994,6671776.473778866,0,0.24490676411957443,2.2960677462318246,0,0.00035420678490296714,0,0.7071054857938556,0.9695466347156692
2407,2407,-4427537.89474582,-4427240.271706461,2304143.3088328424,-1887.0507177335553,-1888.0458209019082,-7253.865102981253,53.099999999999994,6671776.462262971,0,0.244138102888368,2.2964463752353925,0,0.0003542268374138788,0,0.7071054857938563,0.969740473899109
2408,2408,-4429421.973749418,-4429125.346012737,2296887.8990604365,-1881.1068679892257,-1882.1023699545474,-7256.952818814971,53.099999999999994,6671776.450746428,0,0.2433691139753322,2.2968239403881134,0,0.00035424647870066744,0,0.707105485793857,0.969933747408998
2409,2409,-4431300.107640185,-4431004.475604312,2289629.4064419335,-1875.1604934037755,-1876.1563928299195,-7260.030794485922,53.099999999999994,6671776.439229256,0,0.24259979841259,2.297200440166873,0,0.0003542657081278577,0,0.7071054857938578,0.970126454546092
2410,2410,-4433172.293897272,-4432877.657958998,2282367.840719563,-1869.2116019583032,-1870.2078975085894,-7263.099025862747,53.099999999999994,6671776.427711463,0,0.241830157232703,2.2975758730502145,0,0.0003542845250633258,0,0.7071054857938585,0.9703185946135455
2411,2411,-4435038.53000781,-4434744.890562591,2275103.211639679,-1863.2602016372857,-1864.2568919745027,-7266.157508827164,53.099999999999994,6671776.416193062,0,0.24106019146866978,2.2979502375183603,0,0.0003543029288781492,0,0.7071054857938592,0.9705101669169099
2412,2412,-4436898.813466918,-4436606.170908872,2267835.528952748,-1857.3063004285677,-1858.3033842149737,-7269.206239273974,53.099999999999994,6671776.404674073,0,0.2402899021539245,2.298323532053236,0,0.0003543209189467151,0,0.7071054857938599,0.9707011707641324
2413,2413,-4438753.141777702,-4438461.49649961,2260564.8024133346,-1851.3499063233505,-1852.3473822206756,-7272.245213111069,53.099999999999994,6671776.39315451,0,0.23951929032233574,2.2986957551384926,0,0.00035433849464672754,0,0.7071054857938606,0.9708916054655559
2414,2414,-4440601.512451263,-4440310.864844567,2253291.041780089,-1845.3910273161816,-1846.3888939856297,-7275.274426259435,53.099999999999994,6671776.381634377,0,0.23874835700820496,2.2990669052595294,0,0.00035435565535917935,0,0.7071054857938613,0.9710814703339173
2415,2415,-4442443.923006699,-4442154.2734615,2246014.2568157343,-1839.4296714049437,-1840.4279275071945,-7278.293874653161,53.099999999999994,6671776.37011369,0,0.23797710324626506,2.2994369809035176,0,0.00035437240046836695,0,0.7071054857938619,0.9712707646843471
2416,2416,-4444280.370971106,-4443991.719876167,2238734.457287052,-1833.4658465908446,-1834.4644907860545,-7281.303554239439,53.099999999999994,6671776.358592476,0,0.23720553007167908,2.2998059805594213,0,0.00035438872936191236,0,0.7071054857938629,0.9714594878343686
2417,2417,-4446110.853879582,-4445823.201622327,2231451.6529648714,-1827.4995608784056,-1828.4985918262105,-7284.303460978574,53.099999999999994,6671776.3470707275,0,0.23643363852003887,2.300173902718023,0,0.0003544046414308421,0,0.7071054857938635,0.9716476391038963
2418,2418,-4447935.369275233,-4447648.716241743,2224165.8536240533,-1821.5308222754513,-1822.5302386349679,-7287.293590843987,53.099999999999994,6671776.335548474,0,0.2356614296273635,2.3005407458719445,0,0.0003544201360694443,0,0.7071054857938641,0.971835217815236
2419,2419,-4449753.914709173,-4449468.26128419,2216877.0690434794,-1815.5596387930989,-1816.5594392229266,-7290.273939822222,53.099999999999994,6671776.324025721,0,0.23488890443009808,2.300906508515671,0,0.0003544352126754338,0,0.7071054857938649,0.9720222232930831
2420,2420,-4451566.487740531,-4451281.834307454,2209585.309006038,-1809.586018445747,-1810.5862016039696,-7293.244503912952,53.099999999999994,6671776.312502484,0,0.23411606396511228,2.3012711891455737,0,0.0003544498706498735,0,0.7071054857938655,0.9722086548645221
2421,2421,-4453373.085936449,-4453089.432877335,2202290.583298612,-1803.6099692510652,-1804.610533795253,-7296.205279128979,53.099999999999994,6671776.300978777,0,0.2333429092696988,2.3016347862599345,0,0.00035446410939717467,0,0.7071054857938661,0.9723945118590258
2422,2422,-4455173.706872091,-4454891.054567655,2194992.9017120632,-1797.6314992299833,-1798.6324438171948,-7299.156261496247,53.099999999999994,6671776.289454615,0,0.23256944138157234,2.3019972983589665,0,0.00035447792832518985,0,0.7071054857938668,0.9725797936084541
2423,2423,-4456968.3481306415,-4456686.696960255,2187692.274041223,-1791.6506164066807,-1792.6519396934639,-7302.097447053842,53.099999999999994,6671776.277930014,0,0.2317956613388678,2.30235872394484,0,0.00035449132684512786,0,0.7071054857938677,0.9727644994470537
2424,2424,-4458757.007303312,-4458476.357645002,2180388.710084875,-1785.6673288085751,-1786.66902945097,-7305.028831854001,53.099999999999994,6671776.266404982,0,0.23102157018013922,2.302719061521703,0,0.00035450430437167517,0,0.7071054857938682,0.9729486287114562
2425,2425,-4460539.681989344,-4460260.034219794,2173082.2196457456,-1779.6816444663125,-1780.683721119852,-7307.950411962112,53.099999999999994,6671776.2548795305,0,0.23024716894435812,2.3030783095957092,0,0.0003545168603228739,0,0.7071054857938688,0.9731321807406783
2426,2426,-4462316.369796008,-4462037.724290557,2165772.8125304887,-1773.6935714137553,-1774.6960227334682,-7310.862183456727,53.099999999999994,6671776.2433536835,0,0.2294724586709122,2.303436466675035,0,0.00035452899412022305,0,0.7071054857938697,0.9733151548761205
2427,2427,-4464087.068338613,-4463809.425471255,2158460.498549673,-1767.7031176879727,-1768.705942328385,-7313.764142429557,53.099999999999994,6671776.231827448,0,0.2286974403996041,2.3037935312699096,0,0.00035454070518868444,0,0.7071054857938703,0.9734975504615662
2428,2428,-4465851.775240506,-4465575.135383887,2151145.2875177683,-1761.7102913292292,-1762.7134879443654,-7316.656284985489,53.099999999999994,6671776.2203008365,0,0.22792211517064975,2.304149501892633,0,0.00035455199295663357,0,0.707105485793871,0.9736793668431806
2429,2429,-4467610.488133075,-4467334.851658498,2143827.1892531347,-1755.7151003809743,-1756.7186676243598,-7319.538607242582,53.099999999999994,6671776.208773866,0,0.2271464840246772,2.304504377057603,0,0.0003545628568559525,0,0.7071054857938716,0.9738606033695105
2430,2430,-4469363.204655753,-4469088.571933173,2136506.213578006,-1749.7175528898308,-1750.7214894144936,-7322.411105332076,53.099999999999994,6671776.197246552,0,0.22637054800272494,2.304858155281338,0,0.0003545732963219578,0,0.7071054857938724,0.9740412593914829
2431,2431,-4471109.922456023,-4470836.293854047,2129182.3703184784,-1743.7176569055853,-1744.7219613640575,-7325.2737753983965,53.099999999999994,6671776.185718899,0,0.22559430814624096,2.3052108350825,0,0.0003545833107934935,0,0.707105485793873,0.9742213342624041
2432,2432,-4472850.6391894175,-4472578.015075305,2121855.669304498,-1737.7154204811764,-1738.7200915254964,-7328.126613599162,53.099999999999994,6671776.174190931,0,0.2248177654970808,2.3055624149819183,0,0.00035459289971283834,0,0.7071054857938737,0.9744008273379593
2433,2433,-4474585.352519524,-4474313.733259186,2114526.1203698455,-1731.710851672684,-1732.7158879543983,-7330.969616105184,53.099999999999994,6671776.162662657,0,0.2240409210975066,2.305912893502616,0,0.0003546020625258265,0,0.7071054857938743,0.9745797379762113
2434,2434,-4476314.060117988,-4476043.446075988,2107193.7333521247,-1725.703958539319,-1726.7093587094837,-7333.802779100478,53.099999999999994,6671776.151134094,0,0.2232637759901854,2.306262269169828,0,0.00035461079868179143,0,0.707105485793875,0.9747580655376001
2435,2435,-4478036.759664515,-4477767.151204067,2099858.518092749,-1719.6947491434123,-1720.700511852595,-7336.626098782263,53.099999999999994,6671776.139605252,0,0.22248633121818806,2.3066105405110324,0,0.0003546191076335563,0,0.7071054857938757,0.9749358093849414
2436,2436,-4479753.448846876,-4479484.846329844,2092520.484436928,-1713.6832315504034,-1714.689355448685,-7339.439571360974,53.099999999999994,6671776.128076147,0,0.22170858782498737,2.3069577060559663,0,0.00035462698883754367,0,0.7071054857938763,0.9751129688834262
2437,2437,-4481464.125360906,-4481196.529147805,2085179.642233654,-1707.6694138288303,-1708.6758975658074,-7342.243193060257,53.099999999999994,6671776.116546794,0,0.2209305468544572,2.3073037643366563,0,0.00035463444175365123,0,0.707105485793877,0.9752895434006204
2438,2438,-4483168.786910514,-4482902.197360506,2077836.0013356886,-1701.6533040503184,-1702.6601462751041,-7345.036960116982,53.099999999999994,6671776.105017206,0,0.22015220935087076,2.30764871388744,0,0.00035464146584536667,0,0.7071054857938778,0.9754655323064626
2439,2439,-4484867.431207679,-4484601.848678577,2070489.571599551,-1695.6349102895697,-1696.642109650796,-7347.820868781248,53.099999999999994,6671776.093487392,0,0.21937357635889929,2.3079925532449903,0,0.0003546480605797396,0,0.7071054857938783,0.9756409349732648
2440,2440,-4486560.055972458,-4486295.480820722,2063140.3628855029,-1689.6142406243516,-1690.6217957701717,-7350.594915316381,53.099999999999994,6671776.081957375,0,0.2185946489236106,2.308335280948336,0,0.0003546542254273725,0,0.707105485793879,0.9758157507757105
2441,2441,-4488246.658932987,-4487983.091513725,2055788.385057536,-1683.591303135487,-1684.5992127135758,-7353.359095998948,53.099999999999994,6671776.070427163,0,0.2178154280904678,2.3086768955388943,0,0.00035465995986245656,0,0.7071054857938797,0.9759899790908544
2442,2442,-4489927.237825482,-4489664.678492451,2048433.6479833594,-1677.566105906842,-1678.574368564399,-7356.113407118755,53.099999999999994,6671776.0588967735,0,0.21703591490532778,2.3090173955604834,0,0.00035466526336278605,0,0.7071054857938804,0.9761636192981212
2443,2443,-4491601.790394249,-4491340.239499851,2041076.1615343853,-1671.5386570253168,-1672.5472714090677,-7358.8578449788565,53.099999999999994,6671776.047366217,0,0.2162561104144398,2.3093567795593595,0,0.00035467013540973525,0,0.707105485793881,0.9763366707793053
2444,2444,-4493270.314391679,-4493009.772286964,2033715.9355857163,-1665.5089645808334,-1666.5179293370313,-7361.592405895557,53.099999999999994,6671776.035835512,0,0.2154760156644442,2.3096950460842294,0,0.0003546745754883087,0,0.7071054857938818,0.9765091329185693
2445,2445,-4494932.8075782545,-4494673.274612918,2026352.9800161321,-1659.4770366663254,-1660.4863504407535,-7364.317086198419,53.099999999999994,6671776.024304666,0,0.21469563170237085,2.3100321936862827,0,0.0003546785830871044,0,0.7071054857938823,0.9766810051024438
2446,2446,-4496589.267722554,-4496330.744244936,2018987.3047080764,-1653.4428813777267,-1654.4525428157,-7367.031882230265,53.099999999999994,6671776.0127737,0,0.21391495957563791,2.3103682209192113,0,0.00035468215769839914,0,0.707105485793883,0.976852286719826
2447,2447,-4498239.692601251,-4497982.178958339,2011618.9195476433,-1647.4065068139616,-1648.416514560328,-7369.736790347185,53.099999999999994,6671776.001242622,0,0.21313400033205027,2.310703126339237,0,0.00035468529881803307,0,0.7071054857938837,0.9770229771619794
2448,2448,-4499884.079999124,-4499627.576536546,2004247.834424564,-1641.3679210769328,-1642.3782737760755,-7372.43180691854,53.099999999999994,6671775.989711451,0,0.21235275501979817,2.311036908505134,0,0.0003546880059455598,0,0.7071054857938843,0.9771930758225323
2449,2449,-4501522.42770905,-4501266.934771082,1996874.059232194,-1635.3271322715113,-1636.3378285673502,-7375.116928326967,53.099999999999994,6671775.9781802,0,0.21157122468745596,2.311369565978253,0,0.00035469027858413705,0,0.707105485793885,0.9773625820974783
2450,2450,-4503154.733532013,-4502900.251461576,1989497.6038674992,-1629.2841485055249,-1630.2951870415193,-7377.792150968385,53.099999999999994,6671775.966648879,0,0.21078941038398039,2.3117010973225485,0,0.00035469211624062746,0,0.7071054857938855,0.9775314953851737
2451,2451,-4504780.9952771105,-4504527.524415763,1982118.4782310433,-1623.2389778897477,-1624.2503573088973,-7380.457471251997,53.099999999999994,6671775.955117507,0,0.2100073131587095,2.3120315011045975,0,0.00035469351842556105,0,0.7071054857938862,0.9776998150863381
2452,2452,-4506401.210761547,-4506148.751449496,1974736.6922269738,-1617.1916285378895,-1618.203347482736,-7383.112885600299,53.099999999999994,6671775.943586095,0,0.209224934061361,2.312360775893631,0,0.0003546944846531198,0,0.7071054857938868,0.9778675406040529
2453,2453,-4508015.377810646,-4507763.930386736,1967352.2557630094,-1611.1421085665843,-1612.1541656792142,-7385.75839044908,53.099999999999994,6671775.932054663,0,0.20844227414203104,2.312688920261554,0,0.0003546950144411943,0,0.7071054857938875,0.9780346713437609
2454,2454,-4509623.494257847,-4509373.059059568,1959965.178750426,-1605.0904260953796,-1606.1028200174253,-7388.393982247432,53.099999999999994,6671775.920523215,0,0.20765933445119264,2.313015932782969,0,0.00035469510731141917,0,0.707105485793888,0.9782012067132649
2455,2455,-4511225.557944711,-4510976.135308192,1952575.471104044,-1599.0365892467257,-1600.0493186193676,-7391.01965745775,53.099999999999994,6671775.908991774,0,0.20687611603969433,2.3133418120352074,0,0.0003546947627890628,0,0.7071054857938888,0.9783671461227278
2456,2456,-4512821.566720923,-4512573.1569809355,1945183.1427422147,-1592.9806061459647,-1593.9936696099328,-7393.63541255574,53.099999999999994,6671775.897460352,0,0.20609261995875877,2.3136665565983434,0,0.00035469398040318594,0,0.7071054857938894,0.9785324889846706
2457,2457,-4514411.518444295,-4514164.121934251,1937788.203586807,-1586.9224849213194,-1587.9358811168956,-7396.2412440304215,53.099999999999994,6671775.885928961,0,0.20530884725998141,2.313990165055229,0,0.00035469275968649534,0,0.70710548579389,0.978697234713973
2458,2458,-4515995.4109807685,-4515749.028032719,1930390.6635631942,-1580.8622337038828,-1581.8759612709023,-7398.837148384134,53.099999999999994,6671775.8743976215,0,0.20452479899532888,2.314312635991514,0,0.0003546911001755088,0,0.7071054857938905,0.9788613827278714
2459,2459,-4517573.242204417,-4517327.873149053,1922990.5326002405,-1574.799860627607,-1575.8139182054597,-7401.42312213254,53.099999999999994,6671775.8628663365,0,0.20374047621713773,2.3146339679956682,0,0.0003546890014104961,0,0.7071054857938913,0.9790249324459587
2460,2460,-4519145.00999745,-4518900.655164102,1915587.820630288,-1568.7353738292918,-1569.7497600569252,-7403.999161804632,53.099999999999994,6671775.851335131,0,0.20295587997811304,2.3149541596590115,0,0.0003546864629353695,0,0.7071054857938918,0.9791878832901834
2461,2461,-4520710.712250215,-4520467.371966852,1908182.5375891428,-1562.6687814485747,-1563.683494964495,-7406.565263942735,53.099999999999994,6671775.839804012,0,0.20217101133132684,2.315273209575734,0,0.00035468348429792734,0,0.7071054857938925,0.9793502346848488
2462,2462,-4522270.3468612,-4522028.02145443,1900774.693416062,-1556.600091627919,-1557.6151310701932,-7409.121425102512,53.099999999999994,6671775.828273,0,0.20138587133021688,2.3155911163429246,0,0.00035468006504968717,0,0.707105485793893,0.9795119860566125
2463,2463,-4523823.911737039,-4523582.601532106,1893364.298053741,-1550.5293125126038,-1551.5446765188615,-7411.667641852969,53.099999999999994,6671775.816742103,0,0.20060046102858511,2.315907878560591,0,0.0003546762047459269,0,0.7071054857938937,0.9796731368344848
2464,2464,-4525371.40479251,-4525131.110113298,1885951.3614482987,-1544.4564522507126,-1545.4721394581472,-7414.203910776457,53.099999999999994,6671775.805211343,0,0.19981478148059628,2.316223494831691,0,0.0003546719029457491,0,0.7071054857938945,0.9798336864498288
2465,2465,-4526912.823950542,-4526673.54511957,1878535.8935492653,-1538.381518993122,-1539.3975280384936,-7416.730228468681,53.099999999999994,6671775.793680728,0,0.19902883374077662,2.3165379637621513,0,0.000354667159212013,0,0.7071054857938951,0.9799936343363594
2466,2466,-4528448.167142216,-4528209.90448064,1871117.904309569,-1532.3045208934914,-1533.320850413128,-7419.246591538703,53.099999999999994,6671775.782150276,0,0.19824261886401223,2.3168512839608946,0,0.00035466197311141413,0,0.7071054857938958,0.9801529799301423
2467,2467,-4529977.432306767,-4529740.186134379,1863697.4036855213,-1526.2254661082518,-1527.2421147380514,-7421.752996608943,53.099999999999994,6671775.770619999,0,0.19745613790554786,2.3171634540398665,0,0.00035465634421446684,0,0.7071054857938962,0.9803117226695931
2468,2468,-4531500.61739159,-4531264.388026819,1856274.4016368059,-1520.144362796595,-1521.1613291720269,-7424.2494403151895,53.099999999999994,6671775.759089908,0,0.1966693919209854,2.317474472614055,0,0.00035465027209547427,0,0.7071054857938966,0.980469861995477
2469,2469,-4533017.720352239,-4532782.5081121465,1848848.9081264627,-1514.0612191204623,-1515.0785018765694,-7426.735919306599,53.099999999999994,6671775.747560027,0,0.1958823819662824,2.317784338301522,0,0.0003546437563325696,0,0.7071054857938974,0.980627397350908
2470,2470,-4534528.7391524315,-4534294.544352716,1841420.9331208768,-1507.9760432445337,-1508.9936410159344,-7429.212430245701,53.099999999999994,6671775.736030361,0,0.19509510909775088,2.318093049723424,0,0.0003546367965077652,0,0.7071054857938981,0.9807843281813472
2471,2471,-4536033.671764051,-4535800.494719045,1833990.4865897635,-1501.8888433362172,-1502.906754757107,-7431.678969808408,53.099999999999994,6671775.724500933,0,0.1943075743720556,2.3184006055040367,0,0.0003546293922068493,0,0.7071054857938988,0.9809406539346038
2472,2472,-4537532.51616715,-4537300.35718982,1826557.5785061559,-1495.7996275656374,-1496.8178512697907,-7434.135534684012,53.099999999999994,6671775.712971752,0,0.1935197788462129,2.3187070042707822,0,0.00035462154301951407,0,0.7071054857938993,0.9810963740608325
2473,2473,-4539025.270349952,-4538794.129751899,1819122.2188463905,-1489.7084041056248,-1490.7269387263973,-7436.582121575195,53.099999999999994,6671775.701442833,0,0.19273172357758914,2.3190122446542545,0,0.0003546132485393109,0,0.7071054857938999,0.9812514880125338
2474,2474,-4540511.932308856,-4540281.810400313,1811684.417590095,-1483.6151811317052,-1484.6340253020346,-7439.018727198029,53.099999999999994,6671775.689914187,0,0.1919434096238994,2.319316325288241,0,0.000354604508363633,0,0.7071054857939005,0.9814059952445532
2475,2475,-4541992.500048437,-4541763.397138269,1804244.1847201742,-1477.5199668220878,-1478.5391191744968,-7441.445348281986,53.099999999999994,6671775.678385838,0,0.19115483804320588,2.3196192448097483,0,0.0003545953220937651,0,0.707105485793901,0.98155989521408
2476,2476,-4543466.971581449,-4543238.887977154,1796801.5302227966,-1471.422769357655,-1472.4422285242524,-7443.861981569937,53.099999999999994,6671775.66685779,0,0.19036600989391664,2.319921001859031,0,0.0003545856893348658,0,0.7071054857939016,0.981713187380647
2477,2477,-4544935.344928828,-4544708.280936537,1789356.464087381,-1465.323596921951,-1466.3433615344338,-7446.268623818157,53.099999999999994,6671775.655330068,0,0.18957692623478412,2.3202215950796137,0,0.0003545756096960092,0,0.7071054857939022,0.9818658712061292
2478,2478,-4546397.618119697,-4546171.574044172,1781908.9963065838,-1459.2224577011714,-1460.2425263908267,-7448.6652717963325,53.099999999999994,6671775.643802676,0,0.1887875881249037,2.320521023118314,0,0.00035456508279012533,0,0.7071054857939028,0.982017946154744
2479,2479,-4547853.789191365,-4547628.765335998,1774459.1368762841,-1453.1193598841512,-1454.1397312818578,-7451.051922287565,53.099999999999994,6671775.632275637,0,0.1879979966237124,2.320819284625272,0,0.0003545541082340768,0,0.7071054857939035,0.9821694116930493
2480,2480,-4549303.856189331,-4549079.852856144,1767006.895795572,-1447.0143116623549,-1448.0349843985855,-7453.428572088372,53.099999999999994,6671775.620748961,0,0.18720815279098715,2.3211163782539717,0,0.00035454268564866394,0,0.707105485793904,0.9823202672899437
2481,2481,-4550747.817167287,-4550524.834656934,1759552.2830667342,-1440.9073212298647,-1441.9282939346874,-7455.795218008695,53.099999999999994,6671775.6092226645,0,0.18641805768684383,2.321412302661268,0,0.00035453081465855034,0,0.7071054857939046,0.9824705124166652
2482,2482,-4552185.670187119,-4551963.708798885,1752095.3086952404,-1434.79839678337,-1435.8196680864503,-7458.151856871903,53.099999999999994,6671775.597696757,0,0.18562771237173545,2.321707056507412,0,0.000354518494892383,0,0.7071054857939051,0.9826201465467906
2483,2483,-4553617.413318915,-4553396.473350712,1744635.9826897306,-1428.687546522156,-1429.7091150527585,-7460.498485514795,53.099999999999994,6671775.586171264,0,0.18483711790645083,2.322000638456073,0,0.0003545057259826965,0,0.7071054857939058,0.9827691691562352
2484,2484,-4555043.044640959,-4554823.126389329,1737174.3150620009,-1422.5747786480933,-1423.5966430350836,-7462.835100787606,53.099999999999994,6671775.574646188,0,0.18404627535211335,2.3222930471743672,0,0.0003544925075660327,0,0.7071054857939063,0.9829175797232512
2485,2485,-4556462.562239742,-4556243.665999855,1729710.3158269909,-1416.460101365626,-1417.482260237473,-7465.161699554012,53.099999999999994,6671775.56312155,0,0.18325518577017932,2.322584281332882,0,0.0003544788392828011,0,0.707105485793907,0.9830653777284282
2486,2486,-4557875.964209957,-4557658.090275613,1722243.9950027694,-1410.3435228817616,-1411.3659748665384,-7467.47827869113,53.099999999999994,6671775.551597367,0,0.18246385022243658,2.322874339605698,0,0.00035446472077744335,0,0.7071054857939076,0.9832125626546908
2487,2487,-4559283.248654508,-4559066.397318133,1714775.3626105217,-1404.2250514060593,-1405.2477951314459,-7469.784835089528,53.099999999999994,6671775.540073647,0,0.18167226977100326,2.323163220670419,0,0.0003544501516983277,0,0.7071054857939082,0.9833591339872996
2488,2488,-4560684.413684509,-4560468.5852371575,1707304.4286745356,-1398.1046951506191,-1399.1277292439038,-7472.0813656532255,53.099999999999994,6671775.528550407,0,0.18088044547832605,2.323450923208192,0,0.00035443513169777693,0,0.7071054857939085,0.9835050912138494
2489,2489,-4562079.457419287,-4561864.652150641,1699831.203222188,-1391.9824623300715,-1393.005785418153,-7474.367867299697,53.099999999999994,6671775.517027666,0,0.18008837840717906,2.3237374459037357,0,0.0003544196604321515,0,0.7071054857939092,0.983650433824269
2490,2490,-4563468.377986386,-4563254.596184754,1692355.6962839318,-1385.8583611615654,-1386.8819718709544,-7476.644336959878,53.099999999999994,6671775.505505435,0,0.17929606962066227,2.324022787445365,0,0.00035440373756170934,0,0.7071054857939099,0.9837951613108201
2491,2491,-4564851.173521568,-4564638.415473883,1684877.9178932824,-1379.732399864758,-1380.7562968215789,-7478.910771578171,53.099999999999994,6671775.49398373,0,0.17850352018220006,2.3243069465250152,0,0.00035438736275080596,0,0.7071054857939102,0.9839392731680969
2492,2492,-4566227.8421688145,-4566016.108160637,1677397.8780868037,-1373.6045866618028,-1374.628768491796,-7481.167168112444,53.099999999999994,6671775.482462562,0,0.17771073115553984,2.3245899218382657,0,0.00035437053566771045,0,0.7071054857939109,0.9840827688930253
2493,2493,-4567598.382080331,-4567387.672395848,1669915.5869040953,-1367.4749297773396,-1368.4993951058634,-7483.413523534042,53.099999999999994,6671775.470941951,0,0.17691770360475068,2.324871712084369,0,0.00035435325598472546,0,0.7071054857939115,0.984225647984862
2494,2494,-4568962.791416551,-4568753.106338572,1662431.0543877785,-1361.3434374384829,-1362.3681848905144,-7485.649834827782,53.099999999999994,6671775.459421903,0,0.17612443859422172,2.325152315966272,0,0.0003543355233781987,0,0.7071054857939119,0.9843679099451943
2495,2495,-4570321.068346133,-4570112.408156095,1654944.2905834832,-1355.2101178748105,-1356.2351460749487,-7487.876098991965,53.099999999999994,6671775.447902444,0,0.17533093718866088,2.325431732190643,0,0.0003543173375284406,0,0.7071054857939125,0.9845095542779388
2496,2496,-4571673.211045969,-4571465.576023933,1647455.305539834,-1349.0749793183534,-1350.1002868908201,-7490.092313038377,53.099999999999994,6671775.436383585,0,0.1745372004530934,2.325709959467895,0,0.0003542986981197937,0,0.707105485793913,0.9846505804893413
2497,2497,-4573019.217701184,-4572812.608125832,1639964.1093084374,-1342.938030003584,-1343.9636155722262,-7492.298473992292,53.099999999999994,6671775.424865335,0,0.17374322945286041,2.325986996512214,0,0.0003542796048406859,0,0.7071054857939136,0.9847909880879753
2498,2498,-4574359.0865051355,-4574153.502653778,1632470.7119438676,-1336.799278167405,-1337.8251403556967,-7494.494578892479,53.099999999999994,6671775.413347716,0,0.1729490252536174,2.326262842041578,0,0.00035426005738353544,0,0.707105485793914,0.9849307765847423
2499,2499,-4575692.815659424,-4575488.257807991,1624975.123503653,-1330.6587320491392,-1331.684869480183,-7496.680624791201,53.099999999999994,6671775.401830738,0,0.17215458892133298,2.3265374947777904,0,0.0003542400554448185,0,0.7071054857939146,0.9850699454928705
2500,2500,-4577020.403373888,-4576816.871796932,1617477.3540482637,-1324.5163998905177,-1325.5428111870465,-7498.856608754224,53.099999999999994,6671775.390314421,0,0.17135992152228735,2.326810953446498,0,0.00035421959872503756,0,0.7071054857939152,0.985208494327914
2501,2501,-4578341.847866607,-4578139.342837307,1609977.4136410968,-1318.3722899356687,-1319.3989737200482,-7501.022527860819,53.099999999999994,6671775.378798773,0,0.17056502412307079,2.3270832167772166,0,0.00035419868692881853,0,0.7071054857939156,0.9853464226077528
2502,2502,-4579657.1473639095,-4579455.669154063,1602475.3123484633,-1312.226410431107,-1313.2533653253367,-7503.178379203764,53.099999999999994,6671775.367283815,0,0.16976989779058232,2.32735428350336,0,0.00035417731976477136,0,0.7071054857939163,0.9854837298525914
2503,2503,-4580966.300100369,-4580765.848980397,1594971.060239575,-1306.0787696257228,-1307.1059942514385,-7505.324159889353,53.099999999999994,6671775.355769556,0,0.1689745435920283,2.3276241523622634,0,0.000354155496945637,0,0.7071054857939169,0.9856204155849582
2504,2504,-4582269.304318811,-4582069.880557756,1587464.6673865307,-1299.9293757707699,-1300.9568687492456,-7507.4598670373925,53.099999999999994,6671775.344256017,0,0.16817896259492093,2.3278928220952038,0,0.0003541332181881691,0,0.7071054857939174,0.9857564793297056
