,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel,eff_f_side,eff_r_side,eff_back
1789,1789,-2271301.499442208,-2270513.191761811,5847968.288806488,-4790.390756872274,-4790.915208250545,-3720.66911582958,58.61335133144992,6671782.561343863,0,0.6197598851918028,1.9181743652006022,0,0.0003887213910664116,0,0,0.6773925347555502,0.758595721796456
1790,1790,-2276090.364877783,-2275302.582177672,5844243.696011712,-4787.339043021637,-4787.864552098136,-3728.515640550117,58.61335133144992,6671782.5498937145,0,0.6193650669293684,1.9189378474034942,0,0.00038880350344886014,0,0,0.672014911198814,0.754127107537209
1791,1791,-2280876.175386422,-2280088.9187239422,5840511.259193486,-4784.280903682317,-4784.807469751724,-3736.3571609757246,58.61335133144992,6671782.538441146,0,0.6189694173654252,1.919701053974239,0,0.0003888856649002646,0,0,0.6868502519859588,0.7676091717650426
1792,1792,-2285658.9245446865,-2284872.1949764783,5836770.983361367,-4781.216342958798,-4781.743965314371,-3744.1936665816424,58.61335133144992,6671782.526986158,0,0.6185729370309988,1.9204639841033826,0,0.00038896787443730077,0,0,0.697214660374479,0.7770383477911849
1793,1793,-2290438.605933249,-2289652.4045152445,5833022.873535435,-4778.145364964178,-4778.674042897759,-3752.025146849841,58.61335133144992,6671782.515528748,0,0.6181756264582292,1.9212266369802198,0,0.0003890501310744428,0,0,0.7512310804318557,0.824200410130532
1794,1794,-2295215.2131368984,-2294429.540924321,5829266.934746283,-4775.067973820171,-4775.597706622185,-3759.851591269034,58.61335133144992,6671782.504068909,0,0.6177774861803712,1.921989011792793,0,0.00038913243382383443,0,0,0.6860696577713498,0.7678418314392206
1795,1795,-2299988.7397445496,-2299203.597791912,5825503.172035014,-4771.984173657097,-4772.514960616553,-3767.672989334696,58.61335133144992,6671782.492606652,0,0.617378516731793,1.9227511077278883,0,0.00038921478169540565,0,0,0.7005496921590662,0.7809174230861455
1796,1796,-2304759.1793492525,-2303974.568710356,5821731.590453231,-4768.893968613879,-4769.425809018372,-3775.4893305490727,58.61335133144992,6671782.481141965,0,0.6169787186479757,1.923512923971032,0,0.00038929717369679765,0,0,0.7345863390063824,0.81082016521408
1797,1797,-2309526.5255481997,-2308742.447276133,5817952.19506303,-4765.797362838038,-4766.330255973747,-3783.300604421198,58.61335133144992,6671782.469674856,0,0.6165780924655127,1.924274459706488,0,0.00038937960883340847,0,0,0.6805229727802093,0.7639976202683025
1798,1798,-2314290.771942736,-2313507.227089873,5814164.990936997,-4762.6943604856815,-4763.228305637375,-3791.1068004669055,58.61335133144992,6671782.458205313,0,0.6161766387221087,1.925035714117254,0,0.00038946208610838977,0,0,0.7055302545940918,0.7862254619304992
1799,1799,-2319051.912138367,-2318268.901756365,5810369.983158198,-4759.584965721508,-4760.119962172541,-3798.907908208845,58.61335133144992,6671782.446733344,0,0.6157743579565793,1.9257966863850584,0,0.00038954460452264486,0,0,0.7045257252296628,0.7856679482127341
1800,1800,-2323809.9397447663,-2323027.4648845657,5806567.176820172,-4756.46918271879,-4757.005229751107,-3806.703917176495,58.61335133144992,6671782.435258943,0,0.6153712507088501,1.9265573756903582,0,0.0003896271630747863,0,0,0.7153905851005089,0.7953870866257952
1801,1801,-2328564.8483757856,-2327782.9100876083,5802756.577026925,-4753.347015659379,-4753.884112553515,-3814.494816906177,58.61335133144992,6671782.423782109,0,0.6149673175199559,1.927317781212334,0,0.0003897097607612286,0,0,0.7183934955845064,0.7983466432465038
1802,1802,-2333316.631649463,-2332535.2309828103,5798938.188892924,-4750.218468733693,-4750.756614768772,-3822.2805969410706,58.61335133144992,6671782.412302843,0,0.6145625589320401,1.9280779021288885,0,0.00038979239657613735,0,0,0.7283833262690911,0.8072694062698832
1803,1803,-2338065.2831880306,-2337284.4211916826,5795112.0175430905,-4747.083546140713,-4747.622740594453,-3830.061246831225,58.61335133144992,6671782.400821137,0,0.6141569754883541,1.928837737616642,0,0.0003898750695114442,0,0,0.7249662597081495,0.8046168309398795
1804,1804,-2342810.7966179242,-2342030.474339938,5791278.068112791,-4743.942252087977,-4744.482494236688,-3837.8367561335767,58.61335133144992,6671782.389337,0,0.613750567733256,1.9295972868509295,0,0.0003899577785567955,0,0,0.7259967107806723,0.8058311539966329
1805,1805,-2347553.1655697916,-2346773.3840574995,5787436.345747831,-4740.7945907915755,-4741.33587991016,-3845.60711441196,58.61335133144992,6671782.377850431,0,0.6133433362122106,1.9303565490057981,0,0.00039004052269965334,0,0,0.7238104668436912,0.8040156306422181
1806,1806,-2352292.3836785005,-2351513.1439785096,5783586.855604451,-4737.640566476144,-4738.182901838101,-3853.372311237123,58.61335133144992,6671782.366361417,0,0.6129352814717883,1.9311155232540043,0,0.00039012330092527735,0,0,0.7135357334537894,0.7956990752183588
1807,1807,-2357028.444583148,-2356249.747741338,5779729.602849316,-4734.48018337486,-4735.023564252284,-3861.1323361867417,58.61335133144992,6671782.35486997,0,0.6125264040596645,1.931874208767008,0,0.0003902061122165961,0,0,0.6903685823208965,0.7759016121037844
1808,1808,-2361761.341927069,-2360983.1889885897,5775864.592659509,-4731.313445729434,-4731.857871393016,-3868.8871788454326,58.61335133144992,6671782.343376082,0,0.6121167045246186,1.9326326047149731,0,0.0003902889555544336,0,0,0.6775015832935269,0.7649234051618501
1809,1809,-2366491.069357842,-2365713.4613671154,5771991.830222526,-4728.140357790106,-4728.685827509134,-3876.636828804768,58.61335133144992,6671782.3318797555,0,0.6117061834165336,1.9333907102667613,0,0.0003903718299173337,0,0,0.7232775205181159,0.804951689242235
1810,1810,-2371217.620527304,-2370440.5585280186,5768111.320736267,-4724.960923815638,-4725.507436858,-3884.381275663289,58.61335133144992,6671782.320380983,0,0.6112948412863949,1.9341485245899308,0,0.00039045473428165993,0,0,0.7299661448058844,0.8108912513453093
1811,1811,-2375940.989091551,-2375164.474126664,5764223.0694090305,-4721.775148073313,-4722.322703705495,-3892.120509026521,58.61335133144992,6671782.308879772,0,0.6108826786862902,1.9349060468507329,0,0.00039053766762149877,0,0,0.6723105268779905,0.761451355618106
1812,1812,-2380661.168710953,-2379885.201822687,5760327.081459507,-4718.583034838923,-4719.131632326013,-3899.854518506985,58.61335133144992,6671782.297376114,0,0.6104696961694084,1.9356632762141064,0,0.0003906206289087846,0,0,0.711635667587743,0.7958519430863048
1813,1813,-2385378.1530501596,-2384602.735280001,5756423.362116771,-4715.384588396765,-4715.934227002453,-3907.5832937242144,58.61335133144992,6671782.285870017,0,0.6100558942900386,1.9364202118436784,0,0.00039070361711323313,0,0,0.7640352118529014,0.8406944070281338
1814,1814,-2390091.9357781084,-2389317.0681668073,5752511.916620271,-4712.17981303964,-4712.730492026217,-3915.306824304767,58.61335133144992,6671782.274361472,0,0.6096412736035699,1.9371768529017575,0,0.0003907866312023724,0,0,0.7101092471495454,0.7950849966048866
1815,1815,-2394802.5105680344,-2394028.1941556023,5748592.750219829,-4708.968713068841,-4709.520431697203,-3923.0250998822394,58.61335133144992,6671782.262850479,0,0.6092258346664904,1.9379331985493338,0,0.00039086967014149125,0,0,0.7267021442514584,0.8097892842821787
1816,1816,-2399509.871097478,-2398736.1069231867,5744665.868175628,-4705.751292794151,-4706.304050323798,-3930.7381100972816,58.61335133144992,6671782.251337048,0,0.6088095780363862,1.9386892479460724,0,0.00039095273289371086,0,0,0.7308302072387011,0.8136347121285579
1817,1817,-2404214.011048294,-2403440.800150674,5740731.275758206,-4702.527556533834,-4703.081352222872,-3938.4458445976106,58.61335133144992,6671782.239821162,0,0.6083925042719414,1.9394450002503134,0,0.00039103581841997277,0,0,0.727493545119655,0.8110932788822776
1818,1818,-2408914.9241066594,-2408142.2675234983,5736788.978248452,-4699.297508614633,-4699.852341719775,-3946.1482930380234,58.61335133144992,6671782.228302833,0,0.607974613932936,1.9402004546190663,0,0.00039111892567901486,0,0,0.6828498803386841,0.7725699943116957
1819,1819,-2413612.603963082,-2412840.502731424,5732838.9809375955,-4696.061153371763,-4696.6170231483275,-3953.845445080412,58.61335133144992,6671782.216782057,0,0.6075559075802467,1.9409556102080083,0,0.0003912020536273757,0,0,0.6942697795270214,0.7832133973224059
1820,1820,-2418307.0443124096,-2417535.499468553,5728881.289127201,-4692.818495148903,-4693.375400850819,-3961.5372903937764,58.61335133144992,6671782.205258829,0,0.6071363857758454,1.9417104661714801,0,0.0003912852012194578,0,0,0.6974424202375312,0.7861993923651404
1821,1821,-2422998.2388538374,-2422227.251433334,5724915.908129159,-4689.569538298192,-4690.127479177997,-3969.2238186542395,58.61335133144992,6671782.193733156,0,0.6067160490827982,1.9424650216624835,0,0.0003913683674074445,0,0,0.7047693308361864,0.7928924479030842
1822,1822,-2427686.181290917,-2426915.75232857,5720942.843265682,-4686.314287180224,-4686.873262489066,-3976.90501954506,58.61335133144992,6671782.182205029,0,0.606294898065265,1.9432192758326785,0,0.00039145155114138716,0,0,0.715813989495272,0.8026809374522281
1823,1823,-2432370.865331565,-2431600.995861429,5716962.099869296,-4683.052746164039,-4683.61275515168,-3984.5808827566466,58.61335133144992,6671782.1706744535,0,0.6058729332884988,1.9439732278323785,0,0.0003915347513691309,0,0,0.6910589435659459,0.7817348935060825
1824,1824,-2437052.2846880713,-2436282.9757434493,5712973.68328283,-4679.784919627121,-4680.345961541934,-3992.251397986572,58.61335133144992,6671782.159141429,0,0.6054501553188447,1.944726876810549,0,0.0003916179670363689,0,0,0.6615764601176316,0.7565091081797085
1825,1825,-2441730.4330771076,-2440961.68569055,5708977.598859414,-4676.510811955391,-4677.072886044361,-3999.916554939587,58.61335133144992,6671782.147605952,0,0.6050265647237393,1.9454802219148042,0,0.00039170119708665613,0,0,0.708602554615473,0.7974141908288358
1826,1826,-2446405.3042197353,-2445637.1194230397,5704973.851962472,-4673.230427543197,-4673.793533051928,-4007.5763433276334,58.61335133144992,6671782.136068021,0,0.60460216207171,1.9462332622914014,0,0.00039178444046136817,0,0,0.6880477031376984,0.7800114986282266
1827,1827,-2451076.891841415,-2450309.270665623,5700962.447965709,-4669.943770793316,-4670.507906966022,-4015.230752869858,58.61335133144992,6671782.124527641,0,0.6041769479323739,1.9469859970852421,0,0.0003918676960997233,0,0,0.7003107704803966,0.791034500724746
1828,1828,-2455745.1896720133,-2454978.1331474106,5696943.392253106,-4666.650846116941,-4667.216012196456,-4022.879773292627,58.61335133144992,6671782.112984809,0,0.6037509228764375,1.9477384254398644,0,0.0003919509629388207,0,0,0.7171620885923389,0.8056660525804341
1829,1829,-2460410.191445813,-2459643.7006019275,5692916.690218919,-4663.3516579336765,-4663.917853161453,-4030.5233943295398,58.61335133144992,6671782.101439523,0,0.6033240874756955,1.9484905464974436,0,0.00039203423991358307,0,0,0.7069471036658576,0.7970726573624594
1830,1830,-2465071.890901521,-2464305.9667671206,5688882.347267662,-4660.046210671538,-4660.613434287645,-4038.161605721442,58.61335133144992,6671782.089891783,0,0.6028964423030304,1.9492423593987862,0,0.0003921175259568188,0,0,0.719817550120357,0.8085819387296912
1831,1831,-2469730.281782275,-2468964.925385368,5684840.368814108,-4656.734508766937,-4657.302760010064,-4045.79439721644,58.61335133144992,6671782.078341591,0,0.6024679879324115,1.9499938632833285,0,0.0003922008199991806,0,0,0.7501698498000187,0.8343339220592879
1832,1832,-2474385.357835655,-2473620.5702034873,5680790.760283276,-4653.416556664683,-4653.985834772141,-4053.4217585699143,58.61335133144992,6671782.066788948,0,0.6020387249388941,1.9507450572891332,0,0.00039228412096919545,0,0,0.700192952748754,0.792563954697978
1833,1833,-2479037.1128136893,-2478272.894972743,5676733.527110428,-4650.092358817974,-4650.662663025694,-4061.0436795445335,58.61335133144992,6671782.055233849,0,0.601608653898619,1.9514959405528844,0,0.00039236742779328796,0,0,0.7020914242554644,0.7944923312916715
1834,1834,-2483685.5404728632,-2482921.8934488557,5672668.674741057,-4646.76191968839,-4647.333249230927,-4068.6601499102676,58.61335133144992,6671782.043676295,0,0.6011777753888115,1.9522465122098884,0,0.0003924507393957221,0,0,0.7136968313936952,0.8045444529396701
1835,1835,-2488330.6345741283,-2487567.5593920113,5668596.208630884,-4643.425243745888,-4643.997597856422,-4076.271159444402,58.61335133144992,6671782.032116287,0,0.6007460899877806,1.9529967713940657,0,0.00039253405469867234,0,0,0.7222525967560397,0.8122398007353575
1836,1836,-2492972.38888291,-2492209.8865668676,5664516.13424585,-4640.082335468797,-4640.65571337913,-4083.876697931552,58.61335133144992,6671782.02055383,0,0.6003135982749181,1.9537467172379523,0,0.0003926173726221741,0,0,0.6809218173938131,0.7771997298427815
1837,1837,-2497610.7971691163,-2496848.8687425638,5660428.457062107,-4636.733199343811,-4637.307600284373,-4091.4767551636746,58.61335133144992,6671782.008988917,0,0.5998803008306987,1.9544963488726936,0,0.0003927006920841859,0,0,0.7047940951643941,0.7981131742874624
1838,1838,-2502245.8532071463,-2501484.4996927283,5656333.1825660085,-4633.3778398659815,-4633.953263065828,-4099.071320940084,58.61335133144992,6671781.997421546,0,0.5994461982366779,1.9552456654280417,0,0.0003927840120005252,0,0,0.6955772874879629,0.7906155896321666
1839,1839,-2506877.550775898,-2506116.773195488,5652230.316254109,-4630.0162615387135,-4630.592706225529,-4106.660385067465,58.61335133144992,6671781.985851725,0,0.599011291075492,1.955994666032354,0,0.00039286733128494574,0,0,0.7006668840545989,0.7951543606099346
1840,1840,-2511505.8836587775,-2510745.683033475,5648119.863633152,-4626.648468873759,-4627.225934273857,-4114.2439373598845,58.61335133144992,6671781.974279451,0,0.5985755799308572,1.9567433498125881,0,0.00039295064884906533,0,0,0.677798147638982,0.7760723067916614
1841,1841,-2516130.845643706,-2515371.2229938377,5644001.830220061,-4623.274466391211,-4623.852951729535,-4121.82196763881,58.61335133144992,6671781.962704721,0,0.5981390653875689,1.9574917158942997,0,0.0003930339636024443,0,0,0.7163327040273695,0.8090160369332838
1842,1842,-2520752.43052313,-2519993.3868682454,5639876.2215419365,-4619.894258619497,-4620.47376311962,-4129.3944657331185,58.61335133144992,6671781.951127539,0,0.5977017480315009,1.9582397634016389,0,0.0003931172744525682,0,0,0.7347007057183337,0.8248060111918089
1843,1843,-2525370.6320940275,-2524612.1684529,5635743.043136044,-4616.507850095373,-4617.088372979502,-4136.961421479112,58.61335133144992,6671781.939547901,0,0.5972636284496041,1.958987491457348,0,0.00039320058030479073,0,0,0.6958952637683676,0.7925442586318843
1844,1844,-2529985.444157918,-2529227.561548542,5631602.300549813,-4613.115245363918,-4613.696785852893,-4144.5228247205305,58.61335133144992,6671781.9279658105,0,0.5968247072299065,1.9597348991827572,0,0.00039328388006241305,0,0,0.7268824363142423,0.8189289767413828
1845,1845,-2534596.8605208704,-2533839.5599604608,5627453.999340821,-4609.716448978526,-4610.299006291822,-4152.078665308567,58.61335133144992,6671781.916381268,0,0.5963849849615122,1.9604819856977826,0,0.00039336717262668204,0,0,0.710310313060355,0.8052661279930883
1846,1846,-2539204.874993511,-2538448.157498501,5623298.145076794,-4606.311465500905,-4606.895038856628,-4159.628933101881,58.61335133144992,6671781.904794268,0,0.5959444622345998,1.9612287501209222,0,0.0003934504568967663,0,0,0.6968560768550149,0.7943159134494211
1847,1847,-2543809.4813910318,-2543053.347977072,5619134.7433355935,-4602.900299501062,-4603.484888115959,-4167.173617966609,58.61335133144992,6671781.893204821,0,0.5955031396404231,1.9619751915692527,0,0.0003935337317697616,0,0,0.731983604321659,0.8241679006823913
1848,1848,-2548410.6735331984,-2547655.1252151565,5614963.799705212,-4599.482955557307,-4600.068558646759,-4174.712709776383,58.61335133144992,6671781.881612918,0,0.5950610177713088,1.9627213091584284,0,0.00039361699614070774,0,0,0.7500624737588513,0.8394069762434239
1849,1849,-2553008.4452443602,-2552253.483036318,5610785.319783765,-4596.059438256238,-4596.646055034267,-4182.246198412341,58.61335133144992,6671781.870018566,0,0.5946180972206565,1.9634671020026746,0,0.0003937002489026264,0,0,0.6966246701777026,0.7947133422330278
1850,1850,-2557602.7903534565,-2556848.4152687085,5606599.309179482,-4592.629752192741,-4593.2173818720075,-4189.77407376314,58.61335133144992,6671781.858421758,0,0.5941743785829383,1.964212569214787,0,0.00039378348894644055,0,0,0.7097994398315715,0.8065107231003333
1851,1851,-2562193.702694026,-2561439.915745079,5602405.773510701,-4589.193901969981,-4589.782543761787,-4197.296325724973,58.61335133144992,6671781.846822498,0,0.5937298624536969,1.9649577099061295,0,0.00039386671516105444,0,0,0.7005219299537054,0.7991211884741108
1852,1852,-2566781.1761042136,-2566027.978302786,5598204.7184058605,-4585.751892199398,-4586.341545313684,-4204.812944201578,58.61335133144992,6671781.835220794,0,0.5932845494295453,1.9657025231866272,0,0.00039394992643332756,0,0,0.6856595880987206,0.7868339198752498
1853,1853,-2571365.2044267817,-2570612.5967838,5593996.14950349,-4582.303727500696,-4582.894391146048,-4212.323919104255,58.61335133144992,6671781.823616634,0,0.5928384401081668,1.966447008164768,0,0.00039403312164812274,0,0,0.6998135771431332,0.7991127550767586
1854,1854,-2575945.781509115,-2575193.765034714,5589780.072452204,-4578.849412501844,-4579.44108588549,-4219.829240351878,58.61335133144992,6671781.812010025,0,0.5923915350883128,1.9671911639475963,0,0.00039411629968823323,0,0,0.7156677710065248,0.812798180708181
1855,1855,-2580522.9012032305,-2579771.4769067513,5585556.492910696,-4575.388951839062,-4575.981634166876,-4227.32889787091,58.61335133144992,6671781.80040097,0,0.591943834969803,1.9679349896407106,0,0.000394199459434454,0,0,0.7077334467283314,0.8064875151847284
1856,1856,-2585096.5573657863,-2584345.7262557754,5581325.416547728,-4571.922350156821,-4572.516040633322,-4234.8228815954135,58.61335133144992,6671781.78878946,0,0.5914953403535241,1.9686784843482608,0,0.00039428259976554103,0,0,0.7290843333244368,0.8245841656592202
1857,1857,-2589666.7438580883,-2588916.5069422964,5577086.849042123,-4568.449612107835,-4569.044309936187,-4242.311181467068,58.61335133144992,6671781.777175505,0,0.5910460518414293,1.969421647172946,0,0.0003943657195582914,0,0,0.7076726561301943,0.8070817449186092
1858,1858,-2594233.4545461,-2593483.8128314796,5572840.796082761,-4564.97074235305,-4565.56644673507,-4249.793787435182,58.61335133144992,6671781.765559099,0,0.5905959700365374,1.9701644772160092,0,0.00039444881768742974,0,0,0.7406586989152985,0.8346095961659784
1859,1859,-2598796.683300449,-2598047.6377931545,5568587.263368568,-4561.4857455616475,-4562.082455697797,-4257.270689456703,58.61335133144992,6671781.753940247,0,0.5901450955429317,1.9709069735772362,0,0.0003945318930257204,0,0,0.731713224609446,0.8276736324257131
1860,1860,-2603356.423996437,-2602607.975701822,5564326.2566085085,-4557.994626411029,-4558.592341500422,-4264.741877496235,58.61335133144992,6671781.7423189515,0,0.5896934289657597,1.9716491353549512,0,0.00039461494444392693,0,0,0.656998478318564,0.7652275451118348
1861,1861,-2607912.6705140467,-2607164.8204366635,5560057.781521579,-4554.497389586813,-4555.096108827214,-4272.207341526053,58.61335133144992,6671781.730695209,0,0.5892409709112317,1.9723909616460156,0,0.0003946979708108273,0,0,0.7219544420222782,0.8202577840896532
1862,1862,-2612465.416737951,-2611718.1658815485,5555781.8438368,-4550.994039782833,-4551.593762370658,-4279.6670715261125,58.61335133144992,6671781.719069024,0,0.5887877219866209,1.9731324515458226,0,0.00039478097099319797,0,0,0.6920575006492433,0.7955035256362096
1863,1863,-2617014.65655752,-2616268.005925044,5551498.449293208,-4547.484581701123,-4548.085306831442,-4287.121057484065,58.61335133144992,6671781.707440394,0,0.5883336828002613,1.9738736041482958,0,0.00039486394385584544,0,0,0.6975171045957719,0.8005209623844156
1864,1864,-2621560.3838668307,-2620814.33446042,5547207.6036398485,-4543.969020051917,-4544.5707469184545,-4294.569289395272,58.61335133144992,6671781.695809317,0,0.5878788539615482,1.9746144185458847,0,0.000394946888261654,0,0,0.7071144492585116,0.8088402599334316
1865,1865,-2626102.592564674,-2625357.1453856616,5542909.312635766,-4540.447359553641,-4541.050087348777,-4302.011757262816,58.61335133144992,6671781.6841758,0,0.5874232360809362,1.9753548938295649,0,0.00039502980307146493,0,0,0.7395411479665492,0.8359465695459504
1866,1866,-2630641.2765545635,-2629896.432603474,5538603.58205,-4536.9196049329075,-4537.523332847678,-4309.448451097518,58.61335133144992,6671781.6725398395,0,0.5869668297699392,1.97609502908883,0,0.0003951126871441893,0,0,0.6792125669094219,0.7862663053249896
1867,1867,-2635176.4297447437,-2634432.190021291,5534290.417661576,-4533.385760924508,-4533.990488148606,-4316.8793609179465,58.61335133144992,6671781.660901436,0,0.5865096356411296,1.9768348234116928,0,0.000395195539336799,0,0,0.7212733802390198,0.8215180243039276
1868,1868,-2639708.0460481974,-2638964.4115512855,5529969.825259494,-4529.845832271407,-4530.451557993186,-4324.304476750434,58.61335133144992,6671781.649260598,0,0.5860516543081368,1.9775742758846806,0,0.0003952783585042871,0,0,0.6978757860375152,0.8026029158482756
1869,1869,-2644236.1193826552,-2643493.0911103752,5525641.810642726,-4526.299823724735,-4526.906547131208,-4331.72378862909,58.61335133144992,6671781.637617319,0,0.5855928863856467,1.978313385592832,0,0.00039536114349972306,0,0,0.7161233056353244,0.8177114594935119
1870,1870,-2648760.6436706022,-2648018.2226202316,5521306.379620206,-4522.747740043784,-4523.355460320624,-4339.137286595812,58.61335133144992,6671781.625971603,0,0.5851333324894015,1.9790521516196955,0,0.00039544389317426197,0,0,0.7257671797573971,0.8262751948826809
1871,1871,-2653281.612839287,-2652539.800007289,5516963.538010822,-4519.189585996,-4519.798302327542,-4346.544960700301,58.61335133144992,6671781.614323449,0,0.5846729932361978,1.979790573047323,0,0.00039552660637706276,0,0,0.7613190861060771,0.8553360318760328
1872,1872,-2657799.0208207304,-2657057.8172027506,5512613.291643407,-4515.625366356975,-4516.235077926219,-4353.946801000075,58.61335133144992,6671781.602672863,0,0.5842118692438865,1.9805286489562708,0,0.00039560928195543437,0,0,0.7255404805955434,0.8267257233976131
1873,1873,-2662312.861551732,-2661572.268142599,5508255.646356734,-4512.055085910444,-4512.665791899052,-4361.342797560481,58.61335133144992,6671781.591019841,0,0.5837499611313717,1.9812663784255944,0,0.00039569191875472214,0,0,0.6976856112215987,0.8040143879536099
