,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel
1308,1308,366342.3322944215,1157213.1129663398,6560449.390090926,-7717.766444126762,73.72380284861921,417.9535057234202,53.099999999999994,6671787.491839336,0,0.9984914286081239,1.5158595842394442,0,0.00030672425920520333,0
1309,1309,358624.3217315405,1157286.0601604271,6560862.940861822,-7718.252955146264,72.17056900677528,409.1479435532221,53.099999999999994,6671787.48186764,0,0.9985543705406222,1.5170181071171513,0,0.00030671243379632785,0
1310,1310,350905.82983721484,1157357.454072063,6561267.685794972,-7718.729106908458,70.6172382933545,400.3418322006218,53.099999999999994,6671787.471896324,0,0.9986159722352446,1.5181766299975146,0,0.0003067008609355524,0
1311,1311,343186.86697102257,1157427.2946054183,6561663.624347103,-7719.194898774175,69.06381279319282,391.5351834849294,53.099999999999994,6671787.461925381,0,0.9986762336093009,1.5193351528805374,0,0.0003066895406882638,0
1312,1312,335467.4434931739,1157495.5816667487,6562050.755986761,-7719.650330118151,67.5102945912534,382.72800922617637,53.099999999999994,6671787.451954799,0,0.9987351545819008,1.520493675766224,0,0.0003066784731184316,0
1313,1313,327747.56976449746,1157562.3151643954,6562429.080194315,-7720.095400329028,65.95668577262387,373.9203212450997,53.099999999999994,6671787.441984573,0,0.9987927350739529,1.5216521986545777,0,0.00030666765828855366,0
1314,1314,320027.2561464262,1157627.4950087836,6562798.596461951,-7720.530108809352,64.4029884225135,365.1121313631259,53.099999999999994,6671787.432014697,0,0.9988489750081649,1.5228107215456024,0,0.0003066570962597378,0
1315,1315,312306.51300098357,1157691.121112425,6563159.304293682,-7720.954454975578,62.849204626250426,356.30345140235556,53.099999999999994,6671787.422045158,0,0.9989038743090436,1.523969244439302,0,0.0003066467870916598,0
1316,1316,304585.3506907698,1157753.1933899159,6563511.203205338,-7721.368438258069,61.29533646927883,347.49429318554706,53.099999999999994,6671787.412075954,0,0.998957432902895,1.5251277673356798,0,0.0003066367308425821,0
1317,1317,296863.77957894746,1157813.7117579384,6563854.292724576,-7721.772058101095,59.74138603715616,338.6846685361008,53.099999999999994,6671787.402107072,0,0.9990096507178254,1.52628629023474,0,0.00030662692756928673,0
1318,1318,289141.8100292282,1157872.6761352604,6564188.572390875,-7722.165313962837,58.18735541555031,329.8745892780434,53.099999999999994,6671787.392138503,0,0.9990605276837399,1.527444813136486,0,0.0003066173773272261,0
1319,1319,281419.4524058584,1157930.086442735,6564514.0417555375,-7722.5482053153855,56.63324669023683,321.0640672360119,53.099999999999994,6671787.3821702385,0,0.9991100637323432,1.5286033360409217,0,0.00030660808017034865,0
1320,1320,273696.7170736053,1157985.9426033017,6564830.700381693,-7722.920731644743,55.07906194709615,312.25311423523783,53.099999999999994,6671787.372202273,0,0.9991582587971404,1.5297618589480508,0,0.0003065990361512121,0
1321,1321,265973.6143977434,1158040.2445419857,6565138.547844297,-7723.28289245082,53.52480327211073,303.4417421015311,53.099999999999994,6671787.362234601,0,0.9992051128134355,1.5309203818578772,0,0.0003065902453209287,0
1322,1322,258250.1547440403,1158092.9921858974,6565437.583730129,-7723.634687247446,51.9704727513623,294.62996266126447,53.099999999999994,6671787.352267207,0,0.9992506257183335,1.5320789047704042,0,0.0003065817077292212,0
1323,1323,250526.3484787426,1158144.1854642353,6565727.807637794,-7723.9761155623555,50.41607247102906,285.81778774135756,53.099999999999994,6671787.34230009,0,0.9992947974507382,1.5332374276856358,0,0.0003065734234243563,0
1324,1324,242802.20596856243,1158193.824308282,6566009.219177728,-7724.3071769372,48.861604517382865,277.005229169261,53.099999999999994,6671787.332333236,0,0.9993376279513546,1.5343959506035758,0,0.0003065653924532188,0
1325,1325,235077.7375806632,1158241.9086514076,6566281.817972191,-7724.6278709275475,47.30707097678641,268.1922987729404,53.099999999999994,6671787.32236664,0,0.9993791171626872,1.5355544735242277,0,0.0003065576148612388,0
1326,1326,227352.95368264584,1158288.4384290688,6566545.603655275,-7724.938197102876,45.75247393569047,259.37900838086057,53.099999999999994,6671787.312400289,0,0.999419265029041,1.5367129964475954,0,0.00030655009069242904,0
1327,1327,219627.8646425348,1158333.4135788078,6566800.575872897,-7725.238155046583,44.19781548063107,250.56536982196982,53.099999999999994,6671787.302434181,0,0.9994580714965212,1.5378715193736832,0,0.0003065428199893734,0
1328,1328,211902.4808287643,1158376.8340402541,6567046.7342828065,-7725.52774435598,42.643097698226704,241.75139492568388,53.099999999999994,6671787.292468307,0,0.9994955365130334,1.5390300423024936,0,0.00030653580279327736,0
1329,1329,204176.81261016405,1158418.6997551238,6567284.07855458,-7725.806964642294,41.08832267517551,232.93709552187,53.099999999999994,6671787.282502652,0,0.9995316600282838,1.5401885652340306,0,0.00030652903914387525,0
1330,1330,196450.87035594584,1158459.01066722,6567512.608369625,-7726.075815530669,39.533492498252485,224.1224834408312,53.099999999999994,6671787.272537217,0,0.9995664419937788,1.5413470881682987,0,0.0003065225290794936,0
1331,1331,188724.66443568916,1158497.7667224316,6567732.32342118,-7726.3342966601695,37.97860925430669,215.30757051329033,53.099999999999994,6671787.262571991,0,0.9995998823628256,1.5425056111053013,0,0.0003065162726370631,0
1332,1332,180998.20521932762,1158534.9678687353,6567943.223414313,-7726.582407683774,36.42367503025844,206.49236857037423,53.099999999999994,6671787.25260696,0,0.9996319810905323,1.5436641340450419,0,0.0003065102698520951,0
1333,1333,173271.50307713478,1158570.6140561944,6568145.308065926,-7726.820148268382,34.868691913096484,197.67688944359776,53.099999999999994,6671787.24264212,0,0.9996627381338072,1.544822656987524,0,0.00030650452075863866,0
1334,1334,165544.5683797104,1158604.7052369593,6568338.577104749,-7727.04751809481,33.313661989875264,188.86114496484802,53.099999999999994,6671787.2326774625,0,0.9996921534513599,1.5459811799327519,0,0.0003064990253893557,0
1335,1335,157817.41149796644,1158637.2413652677,6568523.030271349,-7727.264516857795,31.758587347712037,180.04514696636843,53.099999999999994,6671787.222712987,0,0.9997202270037002,1.5471397028807294,0,0.0003064937837754585,0
1336,1336,150090.04280311323,1158668.222397444,6568698.667318121,-7727.471144265992,30.203470073784136,171.22890728074285,53.099999999999994,6671787.212748673,0,0.9997469587531395,1.5482982258314595,0,0.00030648879594681724,0
1337,1337,142362.47266664534,1158697.6482919003,6568865.488009293,-7727.667400041979,28.64831225532613,162.41243774087965,53.099999999999994,6671787.202784514,0,0.9997723486637895,1.549456748784946,0,0.0003064840619318165,0
1338,1338,134634.711460328,1158725.5190091357,6569023.492120928,-7727.853283922252,27.093115979627033,153.59575017999597,53.099999999999994,6671787.192820511,0,0.9997963967015633,1.5506152717411936,0,0.0003064795817574056,0
1339,1339,126906.76955618277,1158751.8345117364,6569172.679440924,-7728.0287956572265,25.537883334027526,144.77885643160172,53.099999999999994,6671787.182856643,0,0.999819102834175,1.551773794700205,0,0.0003064753554491925,0
1340,1340,119178.65732647401,1158776.5947643763,6569313.049769008,-7728.193935011244,23.982616405917117,135.96176832948365,53.099999999999994,6671787.172892911,0,0.9998404670311392,1.552932317661984,0,0.0003064713830312892,0
1341,1341,111450.38514369467,1158799.7997338164,6569444.602916743,-7728.348701762563,22.427317282731362,127.14449770768962,53.099999999999994,6671787.162929306,0,0.9998604892637724,1.5540908406265348,0,0.000306467664526435,0
1342,1342,103721.96338055254,1158821.449388906,6569567.338707528,-7728.493095703365,20.87198805194907,118.32705640051263,53.099999999999994,6671787.152965815,0,0.9998791695051917,1.5552493635938605,0,0.00030646419995595533,0
1343,1343,95993.40240995624,1158841.5437005805,6569681.256976594,-7728.627116639754,19.316630801089474,109.5094562424749,53.099999999999994,6671787.143002435,0,0.9998965077303159,1.556407886563966,0,0.0003064609893397291,0
1344,1344,88264.71260500132,1158860.082641864,6569786.357571008,-7728.750764391755,17.761247617709458,100.69170906831206,53.099999999999994,6671787.133039153,0,0.9999125039158643,1.5575664095368533,0,0.0003064580326962215,0
1345,1345,80535.90433895634,1158877.0661878677,6569882.64034967,-7728.864038793317,16.205840589400736,91.87382671295725,53.099999999999994,6671787.123075963,0,0.9999271580403581,1.5587249325125274,0,0.0003064553300425147,0
1346,1346,72806.98798524903,1158892.4943157902,6569970.105183319,-7728.966939692312,14.650411803787062,83.05582101152523,53.099999999999994,6671787.1131128585,0,0.9999404700841193,1.5598834554909915,0,0.0003064528813942272,0
1347,1347,65077.973917452146,1158906.3670049186,6570048.751954524,-7729.059466950533,13.09496334852142,74.23770379929643,53.099999999999994,6671787.1031498285,0,0.9999524400292717,1.5610419784722491,0,0.000306450686765608,0
1348,1348,57348.8725092698,1158918.6842366266,6570118.580557692,-7729.141620443696,11.53949731128323,65.41948691170117,53.099999999999994,6671787.093186865,0,0.99996306785974,1.562200501456305,0,0.0003064487461694554,0
1349,1349,49619.69413452338,1158929.4459943764,6570179.590899067,-7729.213400061444,9.984015779775534,56.601182184303745,53.099999999999994,6671787.083223963,0,0.9999723535612502,1.5633590244431612,0,0.0003064470596171545,0
1350,1350,41890.44916713768,1158938.6522637173,6570231.782896725,-7729.2748057073395,8.428520841722209,47.7828014527865,53.099999999999994,6671787.073261108,0,0.9999802971213304,1.564517547432823,0,0.0003064456271186777,0
1351,1351,34161.14798112698,1158946.3030322867,6570275.156480583,-7729.325837298869,6.873014584865151,38.96435655293396,53.099999999999994,6671787.0632983,0,0.999986898529309,1.5656760704252934,0,0.00030644444868259716,0
1352,1352,26431.800950581084,1158952.39828981,6570309.711592387,-7729.366494767445,5.317499096961487,30.14585932061697,53.099999999999994,6671787.053335523,0,0.9999921577763166,1.5668345934205756,0,0.0003064435243160351,0
1353,1353,18702.418449651454,1158956.9380280997,6570335.448185725,-7729.396778058401,3.7619764657807577,21.3273215917768,53.099999999999994,6671787.043372772,0,0.999996074855285,1.567993116418674,0,0.00030644285402473237,0
1354,1354,10973.010852537227,1158959.9222410563,6570352.3662260175,-7729.416687130997,2.206448779102127,12.50875520240924,53.099999999999994,6671787.03341004,0,0.9999986497609472,1.5691516394195923,0,0.0003064424378129991,0
1355,1355,3243.5885334713394,1158961.3509246686,6570360.465690522,-7729.426221958415,0.650918124711575,3.6901719885487214,53.099999999999994,6671787.023447316,0,0.999999882489838,1.570310162423334,0,0.00030644227568371395,0
1356,1356,-4485.838133293425,1158961.2240770124,6570359.746568332,-7729.425382527761,-0.9046134096009023,-5.128416213747542,53.099999999999994,6671787.013484595,0,0.9999997730402931,1.5714686854299025,0,0.0003064423676383563,0
1357,1357,-12215.25877349835,1158959.541698252,6570350.208860377,-7729.414168840066,-2.4601437360440976,-13.946997568415476,53.099999999999994,6671787.003521868,0,0.9999983214124504,1.5726272084393025,0,0.0003064427136770053,0
1358,1358,-19944.66301289271,1158956.303790639,6570331.852579423,-7729.392580910283,-4.015670766828392,-22.765560239400013,53.099999999999994,6671786.993559124,0,0.9999955276082487,1.5737857314515364,0,0.0003064433137982782,0
1359,1359,-27674.04047724769,1158951.5103585129,6570304.6777500715,-7729.360618767291,-5.571192414168558,-31.584092390670975,53.099999999999994,6671786.983596352,0,0.9999913916314283,1.5749442544666086,0,0.00030644416799941745,0
1360,1360,-35403.38079237033,1158945.161408301,6570268.68440876,-7729.3182824538935,-7.12670659028656,-40.402582186238966,53.099999999999994,6671786.97363355,0,0.9999859134875309,1.576102777484523,0,0.00030644527627622843,0
1361,1361,-43132.67358411742,1158937.2569485186,6570223.872603763,-7729.265572026815,-8.68221120741436,-49.22101779017127,53.099999999999994,6671786.963670712,0,0.9999790931838995,1.5772613005052827,0,0.00030644663862309737,0
1362,1362,-50861.90847840946,1158927.7969897685,6570170.242395189,-7729.202487556705,-10.237704177796719,-58.039387366607706,53.099999999999994,6671786.9537078235,0,0.9999709307296792,1.5784198235288918,0,0.00030644825503301106,0
1363,1363,-58591.07510124453,1158916.7815447412,6570107.793854984,-7729.1290291281375,-11.793183413693995,-66.85767907977653,53.099999999999994,6671786.943744878,0,0.9999614261358156,1.5795783465553537,0,0.00030645012549752453,0
1364,1364,-66320.16307871226,1158904.2106282152,6570036.527066929,-7729.045196839609,-13.348646827384945,-75.67588109401034,53.099999999999994,6671786.933781869,0,0.9999505794150563,1.5807368695846726,0,0.00030645225000678673,0
1365,1365,-74049.16203700774,1158890.0842570562,6569956.44212664,-7728.950990803541,-14.904092331169537,-84.49398157376193,53.099999999999994,6671786.923818783,0,0.99993839058195,1.5818953926168515,0,0.0003064546285495336,0
1366,1366,-81778.06160244545,1158874.4024502186,6569867.539141571,-7728.8464111462745,-16.45951783737174,-93.31196868362017,53.099999999999994,6671786.913855617,0,0.9999248596528466,1.5830539156518943,0,0.0003064572611130565,0
1367,1367,-89506.85140147315,1158857.1652287433,6569769.818231009,-7728.731458008079,-18.014921258342333,-102.12983058832593,53.099999999999994,6671786.903892365,0,0.9999099866458976,1.584212438689805,0,0.00030646014768326545,0
1368,1368,-97235.52106068586,1158838.3726157595,6569663.279526074,-7728.606131543143,-19.5703005064617,-110.94755545278795,53.099999999999994,6671786.893929013,0,0.9998937715810559,1.5853709617305873,0,0.00030646328824463734,0
1369,1369,-104964.06020683973,1158818.0246364838,6569547.923169727,-7728.470431919579,-21.125653494142643,-119.76513144209868,53.099999999999994,6671786.883965553,0,0.9998762144800752,1.5865294847742446,0,0.0003064666827802296,0
1370,1370,-112692.458466866,1158796.1213182204,6569423.74931676,-7728.32435931942,-22.680978133833168,-128.58254672155024,53.099999999999994,6671786.87400198,0,0.999857315366511,1.5876880078207807,0,0.00030647033127167284,0
1371,1371,-120420.70546788487,1158772.6626903613,6569290.7581338,-7728.167913938626,-24.23627233801931,-137.39978945665027,53.099999999999994,6671786.864038283,0,0.9998370742657197,1.5888465308701993,0,0.00030647423369919633,0
1372,1372,-128148.79083721951,1158747.6487843853,6569148.949799307,-7728.001095987073,-25.791534019227914,-146.21684781313775,53.099999999999994,6671786.85407446,0,0.9998154912048586,1.590005053922504,0,0.00030647839004162053,0
1373,1373,-135876.7042024099,1158721.0796338595,6568998.324503577,-7727.823905688563,-27.346761090029435,-155.03370995699902,53.099999999999994,6671786.844110493,0,0.9997925662128868,1.5911635769776984,0,0.00030648280027632574,0
1374,1374,-143604.43519122674,1158692.9552744376,6568838.882448742,-7727.636343280818,-28.901951463040763,-163.85036405448346,53.099999999999994,6671786.834146381,0,0.9997682993205641,1.5923221000357861,0,0.00030648746437928983,0
1375,1375,-151331.9734316855,1158663.2757438614,6568670.623848762,-7727.438409015482,-30.457103050927998,-172.66679827211968,53.099999999999994,6671786.824182112,0,0.9997426905604514,1.5934806230967717,0,0.0003064923823250685,0
1376,1376,-159059.30855206022,1158632.04108196,6568493.548929435,-7727.230103158116,-32.012213766409275,-181.48300077673107,53.099999999999994,6671786.814217676,0,0.9997157399669107,1.5946391461606573,0,0.00030649755408679487,0
1377,1377,-166786.43018089738,1158599.2513306485,6568307.65792839,-7727.011425988207,-33.56728152225753,-190.29895973545186,53.099999999999994,6671786.8042530725,0,0.9996874475761046,1.5957976692274478,0,0.00030650297963618576,0
1378,1378,-174513.32794703008,1158564.906533931,6568112.951095091,-7726.782377799156,-35.12230423130337,-199.1146633157431,53.099999999999994,6671786.794288287,0,0.9996578134259976,1.5969561922971462,0,0.00030650865894353416,0
1379,1379,-182239.9914795916,1158529.0067378972,6567909.428690829,-7726.542958898291,-36.67727980643778,-207.93009968540815,53.099999999999994,6671786.78432331,0,0.9996268375563537,1.598114715369757,0,0.0003065145919777415,0
1380,1380,-189966.41040802965,1158491.5519907249,6567697.090988734,-7726.293169606851,-38.232206160615,-216.7452570126091,53.099999999999994,6671786.774358139,0,0.9995945200087388,1.5992732384452832,0,0.00030652077870624,0
1381,1381,-197692.57436212,1158452.5423426786,6567475.938273762,-7726.03301026,-39.78708120685529,-225.5601234658822,53.099999999999994,6671786.764392764,0,0.9995608608265193,1.6004317615237285,0,0.00030652721909509424,0
1382,1382,-205418.47297198072,1158411.9778461095,6567245.970842704,-7725.762481206817,-41.34190285824776,-234.37468721415405,53.099999999999994,6671786.754427173,0,0.999525860054862,1.6015902846050964,0,0.0003065339131089055,0
1383,1383,-213144.09586808571,1158369.858555456,6567007.18900418,-7725.4815828103,-42.89666902795312,-243.18893642675718,53.099999999999994,6671786.744461362,0,0.9994895177407346,1.6027488076893914,0,0.00030654086071091145,0
1384,1384,-220869.43268127902,1158326.184527243,6566759.593078639,-7725.190315447365,-44.451377629206554,-252.0028592734462,53.099999999999994,6671786.73449532,0,0.9994518339329052,1.6039073307766163,0,0.00030654806186286126,0
1385,1385,-228594.47304278845,1158280.9558200827,6566503.183398365,-7724.888679508842,-46.006026575320426,-260.81644392441353,53.099999999999994,6671786.724529038,0,0.9994128086819428,1.6050658538667752,0,0.00030655551652512033,0
1386,1386,-236319.2065842396,1158234.172494673,6566237.960307466,-7724.576675399481,-47.56061377968717,-269.62967855030536,53.099999999999994,6671786.714562511,0,0.9993724420402164,1.6062243769598714,0,0.0003065632246566641,0
1387,1387,-244043.62293766986,1158185.8346137991,6565963.924161882,-7724.254303537946,-49.11513715578207,-278.4425513222374,53.099999999999994,6671786.704595728,0,0.9993307340618958,1.6073829000559088,0,0.0003065711862149641,0
1388,1388,-251767.71173554214,1158135.942242333,6565681.075329383,-7723.921564356817,-50.66959461716599,-287.25505041181106,53.099999999999994,6671786.694628684,0,0.9992876848029504,1.6085414231548916,0,0.0003065794011561568,0
1389,1389,-259491.46261075896,1158084.495447232,6565389.414189563,-7723.578458302587,-52.22398407748829,-296.0671639911287,53.099999999999994,6671786.684661374,0,0.9992432943211508,1.609699946256822,0,0.00030658786943488665,0
1390,1390,-267214.8651966762,1158031.4942975405,6565088.9411338465,-7723.224985835664,-53.77830345048951,-304.8788802328103,53.099999999999994,6671786.674693775,0,0.9991975626760671,1.6108584693617056,0,0.0003065965910044417,0
1391,1391,-274937.9091271173,1157976.9388643887,6564779.6565654855,-7722.86114743037,-55.33255065000427,-313.6901873100087,53.099999999999994,6671786.664725895,0,0.9991504899290695,1.6120169924695444,0,0.00030660556581664207,0
1392,1392,-282660.58403638675,1157920.8292209937,6564461.560899557,-7722.486943574939,-56.88672358996401,-322.5010733964259,53.099999999999994,6671786.654757715,0,0.9991020761433287,1.613175515580343,0,0.000306614793821894,0
1393,1393,-290382.87955928437,1157863.1654426577,6564134.654562965,-7722.102374771518,-58.44082018439978,-331.31152666632863,53.099999999999994,6671786.644789231,0,0.9990523213838145,1.6143340386941045,0,0.0003066242749692023,0
1394,1394,-298104.785331119,1157803.9476067687,6563798.937994438,-7721.707441536164,-59.99483834744511,-340.1215352945643,53.099999999999994,6671786.634820439,0,0.9990012257172971,1.6154925618108333,0,0.0003066340092060946,0
1395,1395,-305826.2909877225,1157743.1757928017,6563454.4116445305,-7721.3021443988455,-61.548775993338744,-348.9310874565771,53.099999999999994,6671786.624851324,0,0.9989487892123463,1.6166510849305322,0,0.0003066439964787509,0
1396,1396,-313547.38616546383,1157680.8500823162,6563101.075975621,-7720.886483903441,-63.10263103642744,-357.74017132842346,53.099999999999994,6671786.614881876,0,0.9988950119393315,1.617809608053205,0,0.00030665423673186627,0
1397,1397,-321268.0605012625,1157616.9705589581,6562738.931461912,-7720.460460607741,-64.6564013911688,-366.5487750867883,53.099999999999994,6671786.6049121,0,0.9988398939704217,1.618968131178856,0,0.00030666472990874337,0
1398,1398,-328988.30363260297,1157551.5373084585,6562367.978589427,-7720.024075083439,-66.2100849721341,-375.35688690900065,53.099999999999994,6671786.594941971,0,0.9987834353795854,1.6201266543074884,0,0.0003066754759512282,0
1399,1399,-336708.1051975482,1157484.5504186335,6561988.217856013,-7719.57732791614,-67.76367969401097,-384.1644949730497,53.099999999999994,6671786.58497149,0,0.9987256362425899,1.6212851774391057,0,0.0003066864747997859,0
1400,1400,-344427.4548347539,1157416.0099793852,6561599.64977134,-7719.120219705357,-69.31718347160634,-392.97158745760055,53.099999999999994,6671786.57500065,0,0.9986664966370028,1.6224437005737118,0,0.0003066977263934106,0
1401,1401,-352146.342183482,1157345.9160827,6561202.274856898,-7718.6527510645055,-70.87059421984912,-401.77815254201,53.099999999999994,6671786.565029436,0,0.99860601664219,1.6236022237113101,0,0.00030670923066970627,0
1402,1402,-359864.75688361516,1157274.2688226502,6560796.093645996,-7718.174922620911,-72.42390985379309,-410.5841784063426,53.099999999999994,6671786.555057849,0,0.9985441963393166,1.624760746851905,0,0.00030672098756483066,0
1403,1403,-367582.6885756699,1157201.0682953922,6560381.106683765,-7717.686735015799,-73.97712828861962,-419.3896532313864,53.099999999999994,6671786.545085872,0,0.9984810358113465,1.625919269995499,0,0.000306732997013523,0
1404,1404,-375300.12690081116,1157126.3145991676,6559957.314527152,-7717.188188904302,-75.53024743964052,-428.19456519866884,53.099999999999994,6671786.5351135,0,0.9984165351430431,1.6270777931420963,0,0.00030674525894906806,0
1405,1405,-383017.0615008659,1157050.0078343025,6559524.717744925,-7716.679284955453,-77.0832652223008,-436.99890249047274,53.099999999999994,6671786.525140727,0,0.9983506944209677,1.6282363162917006,0,0.00030675777330338737,0
1406,1406,-390733.48201833706,1156972.1481032073,6559083.316917668,-7716.160023852188,-78.63617955218152,-445.8026532898519,53.099999999999994,6671786.515167541,0,0.9982835137334805,1.6293948394443156,0,0.00030677054000687547,0
1407,1407,-398449.3780964176,1156892.7355103772,6558633.112637782,-7715.630406291345,-80.18898834500253,-454.6058057806471,53.099999999999994,6671786.505193937,0,0.9982149931707401,1.6305533625999447,0,0.00030678355898859405,0
1408,1408,-406164.739379004,1156811.770162391,6558174.105509481,-7715.090432983661,-81.74168951662533,-463.40834814750195,53.099999999999994,6671786.495219908,0,0.9981451328247036,1.631711885758592,0,0.0003067968301761189,0
1409,1409,-413879.5555107107,1156729.2521679122,6557706.296148799,-7714.540104653774,-83.2942809830558,-472.21026857587896,53.099999999999994,6671786.48524544,0,0.9980739327891265,1.6328704089202604,0,0.0003068103534956214,0
1410,1410,-421593.81613688346,1156645.1816376878,6557229.685183581,-7713.979422040214,-84.84676066044702,-481.0115552520748,53.099999999999994,6671786.475270532,0,0.9980013931595617,1.6340289320849541,0,0.0003068241288718044,0
1411,1411,-429307.5109036138,1156559.5586845488,6556744.273253484,-7713.408385895415,-86.39912646510211,-489.812196363237,53.099999999999994,6671786.4652951695,0,0.9979275140333606,1.6351874552526764,0,0.00030683815622800073,0
1412,1412,-437020.6294577525,1156472.3834234097,6556250.061009979,-7712.826996985706,-87.95137631347697,-498.61218009737894,53.099999999999994,6671786.455319347,0,0.9978522955096724,1.6363459784234313,0,0.00030685243548606635,0
1413,1413,-444733.1614469235,1156383.6559712684,6555747.049116351,-7712.235256091308,-89.50350812218309,-507.41149464339634,53.099999999999994,6671786.445343057,0,0.9977757376894439,1.637504501597222,0,0.00030686696656642237,0
1414,1414,-452445.0965195381,1156293.3764472064,6555235.238247693,-7711.633164006336,-91.0555198079904,-516.2101281910828,53.099999999999994,6671786.435366292,0,0.9976978406754196,1.6386630247740528,0,0.0003068817493880598,0
1415,1415,-460156.4243248085,1156201.5449723878,6554714.629090905,-7711.020721538804,-92.60740928782992,-525.008068931146,53.099999999999994,6671786.4253890375,0,0.9976186045721411,1.6398215479539267,0,0.00030689678386859576,0
1416,1416,-467867.134512762,1156108.1616700604,6554185.222344702,-7710.397929510611,-94.15917447879679,-533.8053050552229,53.099999999999994,6671786.415411299,0,0.9975380294859477,1.6409800711368474,0,0.0003069120699241019,0
1417,1417,-475577.2167342546,1156013.226665554,6553647.018719602,-7709.76478875755,-95.71081329815283,-542.601824755896,53.099999999999994,6671786.40543305,0,0.9974561155249758,1.6421385943228184,0,0.00030692760746931625,0
1418,1418,-483286.66064098524,1155916.7400862821,6553100.018937934,-7709.1213001293045,-97.26232366332948,-551.3976162267096,53.099999999999994,6671786.395454299,0,0.9973728627991583,1.6432971175118438,0,0.0003069433964174798,0
1419,1419,-490995.4558855092,1155818.7020617395,6552544.2237338275,-7708.467464489444,-98.81370349193055,-560.1926676621847,53.099999999999994,6671786.385475024,0,0.9972882714202256,1.6444556407039272,0,0.00030695943668044055,0
1420,1420,-498703.59212125256,1155719.1127235044,6551979.633853222,-7707.803282715427,-100.36495070173501,-568.9869672578358,53.099999999999994,6671786.375495229,0,0.9972023415017044,1.6456141638990722,0,0.0003069757281685777,0
1421,1421,-506411.05900252564,1155617.9722052363,6551406.25005386,-7707.128755698597,-101.91606321069978,-577.7805032101858,53.099999999999994,6671786.365514899,0,0.997115073158918,1.6467726870972816,0,0.0003069922707908312,0
1422,1422,-514117.84618453705,1155515.2806426773,6550824.073105284,-7706.443884344185,-103.46703893696257,-586.5732637167827,53.099999999999994,6671786.3555340255,0,0.9970264665089863,1.64793121029856,0,0.00030700906445472553,0
1423,1423,-521823.94332340773,1155411.0381736506,6550233.103788842,-7705.748669571303,-105.0178757988446,-595.365236976215,53.099999999999994,6671786.345552599,0,0.9969365216708255,1.6490897335029107,0,0.00030702610906634933,0
1424,1424,-529529.3400761844,1155305.2449380618,6549633.342897681,-7705.043112312949,-106.56857171485345,-604.1564111881275,53.099999999999994,6671786.335570619,0,0.9968452387651474,1.6502482567103374,0,0.00030704340453032255,0
1425,1425,-537234.0261008539,1155197.9010778968,6549024.791236748,-7704.327213515998,-108.11912460368586,-612.9467745532377,53.099999999999994,6671786.325588071,0,0.9967526179144602,1.6514067799208432,0,0.0003070609507498328,0
1426,1426,-544937.9910563569,1155089.0067372238,6548407.449622789,-7703.600974141207,-109.66953238423048,-621.7363152733506,53.099999999999994,6671786.315604948,0,0.9966586592430675,1.6525653031344323,0,0.0003070787476266463,0
1427,1427,-552641.2246026017,1154978.5620621913,6547781.3188843485,-7702.864395163214,-111.2197929755707,-630.5250215513753,53.099999999999994,6671786.305621246,0,0.9965633628770688,1.6537238263511083,0,0.00030709679506108704,0
1428,1428,-560343.7164004783,1154866.5672010293,6547146.399861766,-7702.11747757053,-112.76990429698739,-639.312881591341,53.099999999999994,6671786.295636949,0,0.996466728944359,1.6548823495708742,0,0.00030711509295200455,0
1429,1429,-568045.4561118719,1154753.0223040476,6546502.693407176,-7701.360222365547,-114.31986426796176,-648.099883598412,53.099999999999994,6671786.285652054,0,0.9963687575746277,1.6560408727937346,0,0.0003071336411968348,0
1430,1430,-575746.4333996772,1154637.927523637,6545850.200384511,-7700.592630564528,-115.86967080817813,-656.8860157789046,53.099999999999994,6671786.275666555,0,0.9962694488993604,1.657199396019692,0,0.00030715243969156673,0
1431,1431,-583446.6379278122,1154521.2830142681,6545188.921669491,-7699.8147031976105,-117.4193218375267,-665.6712663403016,53.099999999999994,6671786.265680433,0,0.9961688030518371,1.658357919248751,0,0.00030717148833074744,0
1432,1432,-591146.0593612316,1154403.0889324923,6544518.858149633,-7699.026441308805,-118.96881527610635,-674.4556234912696,53.099999999999994,6671786.255693694,0,0.9960668201671322,1.6595164424809146,0,0.0003071907870074496,0
1433,1433,-598844.6873659416,1154283.3454369395,6543840.010724241,-7698.227845955991,-120.51814904422746,-683.2390754416737,53.099999999999994,6671786.245706322,0,0.9959635003821151,1.6606749657161868,0,0.00030721033561335615,0
1434,1434,-606542.5116090128,1154162.0526883204,6543152.380304412,-7697.418918210919,-122.06732106241463,-692.0216104025938,53.099999999999994,6671786.235718311,0,0.9958588438354495,1.6618334889545707,0,0.0003072301340386283,0
1435,1435,-614239.5217585944,1154039.2108494244,6542455.967813029,-7696.599659159207,-123.61632925140961,-700.8032165863405,53.099999999999994,6671786.225729652,0,0.9957528506675931,1.6629920121960702,0,0.00030725018217202265,0
1436,1436,-621935.7074839288,1153914.8200851204,6541750.774184761,-7695.770069900336,-125.16517153217391,-709.5838822064705,53.099999999999994,6671786.215740336,0,0.9956455210207976,1.6641505354406891,0,0.00030727047990090716,0
