,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel,eff_f_side,eff_r_side,eff_r_back
0,0,-6444463.4594780365,1726788.5082026997,2721.6522003747637,2.8529516034490423,-1.5352619537198158,7729.4273102795,53.099999999999994,6671799.996114249,0,0.00036910255291993104,2.879792994560573,0,0.00033950480000132806,0,0.9659257560895249,0.9587216636554263,0.9996360903238029
1,1,-6444456.281732933,1726785.814116175,10451.07595195255,11.502536997544098,-3.852910492721552,7729.418463836622,53.099999999999994,6671799.985070231,0,0.001488148543855503,2.87978883789651,0,0.0003398957239060619,0,0.9659246802562678,0.960956158911015,0.999707807754293
2,2,-6444440.45440919,1726780.8023834387,18180.48566997178,20.152106946069438,-6.170553858527141,7729.39924316552,53.099999999999994,6671799.974013514,0,0.0026071925383642164,2.8797796724508866,0,0.0003402862230546343,0,0.9659223079846113,0.9703584040133209,0.9994318608479048
3,3,-6444415.977528059,1726773.4730112192,25909.870980215965,28.80164983978854,-8.488188940453608,7729.369648292007,53.099999999999994,6671799.962944108,0,0.0037262330344958955,2.879765498749949,0,0.00034067629546910794,0,0.9659186392777428,0.9679055378793247,0.9996549945740828
4,4,-6444382.851122399,1726763.826009356,33639.22150850141,37.4511540695013,-10.805812627829122,7729.32967925582,53.099999999999994,6671799.951862024,0,0.004845268530305061,2.8797463176073506,0,0.0003410659391753556,0,0.9659136741405895,0.9523920536990313,0.9982660744433526
5,5,-6444341.075236678,1726751.8613907986,41368.52688069111,46.100608026059604,-13.123421809997172,7729.279336110624,53.099999999999994,6671799.940767283,0,0.005964297523852935,2.8797221301239126,0,0.0003414551522031173,0,0.9659074125798186,0.9670744454984147,0.9991313420102
6,6,-6444290.649926974,1726737.5791716077,49097.776722708695,54.750000100382906,-15.441013376320742,7729.218618924003,53.099999999999994,6671799.929659889,0,0.007083318513209468,2.8796929376873144,0,0.0003418439325860834,0,0.9658998546038378,0.9669775087622224,0.9989265006354643
7,7,-6444231.5752609745,1726720.9793709547,56826.96066055233,63.39931868347381,-17.75858421618648,7729.147527777467,53.099999999999994,6671799.91853987,0,0.008202329996455341,2.8796587419716917,0,0.0003422322783618696,0,0.965891000222794,0.9705504787521045,0.9996977457745104
8,8,-6444163.851317974,1726702.062011121,64556.06832030865,72.04855216643365,-20.076131219008886,7729.06606276645,53.099999999999994,6671799.90740723,0,0.009321330471683993,2.8796195449371584,0,0.0003426201875720443,0,0.9658808494485746,0.9565067761148397,0.9990306459156577
9,9,-6444087.478188878,1726680.8271174992,72285.0893281667,80.69768894047809,-22.39365127423447,7728.974224000309,53.099999999999994,6671799.896261984,0,0.010440318437003633,2.879575348829248,0,0.0003430076582622134,0,0.9658694022948073,0.9585939784396048,0.998976659542113
10,10,-6444002.455976199,1726657.274718592,80014.01331043182,89.34671739695267,-24.711141271345948,7728.872011602324,53.099999999999994,6671799.885104148,0,0.011559292390539256,2.879526156178267,0,0.0003433946884819309,0,0.9658566587768593,0.9716056073232971,0.9986927629655459
11,11,-6443908.78479406,1726631.4048460126,87742.82989353963,97.99562592734841,-27.028598099866393,7728.7594257097,53.099999999999994,6671799.873933736,0,0.012678250830434657,2.879471969798577,0,0.00034378127628488704,0,0.9658426189118374,0.9683882502760118,0.999993473618751
12,12,-6443806.464768189,1726603.217534485,95471.52870406989,106.64440292331741,-29.346018649363426,7728.636466473563,53.099999999999994,6671799.862750765,0,0.013797192254854443,2.879412792787789,0,0.0003441674197288049,0,0.9658272827185894,0.965708211426472,0.9992893952657373
13,13,-6443695.496035927,1726572.7128218436,103200.09936876045,115.29303677668838,-31.66339980945339,7728.503134058963,53.099999999999994,6671799.851555246,0,0.014916115161986059,2.8793486285258836,0,0.0003445531168755528,0,0.9658106502177022,0.9740611714169606,0.9997066413113261
14,14,-6443575.878746219,1726539.8907490326,110928.53151452116,123.94151587948227,-33.980738469805516,7728.359428644872,53.099999999999994,6671799.840347196,0,0.016035018050041802,2.8792794806742474,0,0.0003449383657910943,0,0.9657927214315025,0.9726134420588534,0.9999224426969916
15,15,-6443447.61305962,1726504.7513601072,118656.81476844783,132.58982862392781,-36.298031520146104,7728.205350424186,53.099999999999994,6671799.829126628,0,0.01715389941726083,2.879205353174634,0,0.0003453231645455887,0,0.9657734963840573,0.9608282437022722,0.9991811560182577
16,16,-6443310.699148293,1726467.2947022323,126384.93875783612,141.23796340247713,-38.615275850262705,7728.04089960372,53.099999999999994,6671799.817893555,0,0.018272757761911174,2.879126250248048,0,0.00034570751121339703,0,0.9657529751011732,0.9738781944039433,0.9998195375664581
17,17,-6443165.137196006,1726427.5208256834,134112.89311019544,149.8859086078213,-40.93246835000828,7727.866076404215,53.099999999999994,6671799.806647995,0,0.01939159158229177,2.879042176393549,0,0.00034609140387306805,0,0.9657311576103966,0.9662269557650347,0.9995350254709426
18,18,-6443010.927398137,1726385.4297838458,141840.66745326293,158.53365263290596,-43.24960590930537,7727.680881060331,53.099999999999994,6671799.795389963,0,0.020510399376734455,2.87895313638698,0,0.00034647484060744454,0,0.9657080439410136,0.9653252352858436,0.9992786743574812
19,19,-6442848.069961669,1726341.021633215,149568.25141501735,167.18118387094682,-45.56668541815031,7727.485313820649,53.099999999999994,6671799.784119475,0,0.021629179643606,2.8788591352796233,0,0.0003468578195036129,0,0.9656836341240499,0.9724177004619445,0.9999857755701624
20,20,-6442676.565105192,1726294.2964333964,157295.63462369298,175.8284907154453,-47.883703766617344,7727.279374947672,53.099999999999994,6671799.772836538,0,0.022747930881310115,2.878760178396781,0,0.0003472403386529956,0,0.9656579281922713,0.9674372751245444,0.9995767241652751
21,21,-6442496.413058904,1726245.2542471052,165022.80670779358,184.4755615602041,-50.20065784486285,7727.063064717823,53.099999999999994,6671799.761541177,0,0.02386665158828946,2.8786562713362787,0,0.0003476223961513223,0,0.9656309261801824,0.9584253355686542,0.9983774481748373
22,22,-6442307.614064607,1726193.8951401666,172749.7572961063,193.12238479934283,-52.517544543129496,7726.836383421446,53.099999999999994,6671799.750233402,0,0.02498534026302769,2.878547419966899,0,0.00034800399009869964,0,0.9656026281240284,0.9569478608465993,0.9983353538139498
23,23,-6442110.168375709,1726140.2191815155,180476.47601771558,201.7689488273134,-54.834360751750395,7726.599331362803,53.099999999999994,6671799.738913226,0,0.02610399540405142,2.878433630426743,0,0.00034838511859961916,0,0.9655730340617933,0.9612925904141113,0.9989980417138054
24,24,-6441904.076257224,1726084.2264431962,188202.95250201708,210.41524203891584,-57.15110336115331,7726.351908860078,53.099999999999994,6671799.7275806675,0,0.02722261550993228,2.878314909121526,0,0.00034876577976300445,0,0.9655421440332006,0.9584428290119188,0.9984923695566731
25,25,-6441689.337985772,1726025.9170003626,195929.17637873162,219.06125282931367,-59.46776926186481,7726.094116245372,53.099999999999994,6671799.71623574,0,0.028341199079288917,2.8781912627227944,0,0.0003491459717021985,0,0.9655099580797134,0.9670883240875411,0.9996981734861707
26,26,-6441465.953849575,1725965.2909312784,203655.13727791904,227.70696959404967,-61.784355344514445,7725.825953864704,53.099999999999994,6671799.704878464,0,0.029459744610789016,2.8780626981660786,0,0.00034952569253503176,0,0.965476476244534,0.9500129711091541,0.9960744958987374
27,27,-6441233.92414846,1725902.348317316,211380.8248299922,236.35238072906125,-64.10085849983892,7725.547422078015,53.099999999999994,6671799.693508849,0,0.0305782506031513,2.8779292226489845,0,0.00034990494038383737,0,0.9654416985726045,0.9748280244498839,0.9999560496092944
28,28,-6440993.24919386,1725837.0892429575,219106.22866573086,244.99747463069622,-66.41727561868629,7725.258521259158,53.099999999999994,6671799.682126909,0,0.03169671555514757,2.8777908436292106,0,0.00035028371337546315,0,0.9654056251106057,0.9712785281143089,0.9999388396228618
29,29,-6440743.92930881,1725769.5137957938,226831.33841629556,253.64223969572822,-68.73360359202007,7724.959251795908,53.099999999999994,6671799.670732662,0,0.03281513796560468,2.8776475688225025,0,0.0003506620096413208,0,0.9653682559069574,0.9736790810569756,0.9999812471951935
30,30,-6440485.964827948,1725699.6220665248,234556.14371324162,262.2866643213723,-71.0498393109235,7724.6496140899535,53.099999999999994,6671799.65932613,0,0.033933516333406605,2.87749940620055,0,0.00035103982731740657,0,0.9653295910118193,0.9658418748056113,0.999188117133711
31,31,-6440219.356097515,1725627.4141489596,242280.63418853295,270.9307369053007,-73.36597966660362,7724.3296085569,53.099999999999994,6671799.647907314,0,0.035051849157496415,2.8773463639888144,0,0.00035141716454432795,0,0.9652896304770896,0.9660296407649407,0.999110498778383
32,32,-6439944.103475352,1725552.8901400156,250004.79947455606,279.5744458456581,-75.68202155039553,7723.999235626268,53.099999999999994,6671799.6364762485,0,0.03617013493687829,2.877188450664297,0,0.00035179401946726694,0,0.9652483743564052,0.9666432586125578,0.9993398961274502
33,33,-6439660.207330905,1725476.050139719,257728.62920413393,288.2177795410774,-77.99796185376651,7723.658495741494,53.099999999999994,6671799.625032933,0,0.03728837217061958,2.877025674953253,0,0.0003521703902361568,0,0.9652058227051427,0.9590832943646781,0.9971655900217163
34,34,-6439367.668045218,1725396.8942512043,265452.11301053996,296.8607263906952,-80.3137974683202,7723.3073893599285,53.099999999999994,6671799.613577389,0,0.03840655935785274,2.8768580458288437,0,0.0003525462750055815,0,0.965161975580417,0.9692806007399236,0.9995879664953101
35,35,-6439066.486010939,1725315.4225807146,273175.2405275118,305.50327479416757,-82.62952528580078,7722.9459169528345,53.099999999999994,6671799.602109635,0,0.03952469499777743,2.876685572508726,0,0.00035292167193480843,0,0.9651168330410818,0.9674564119958037,0.9994296180860838
36,36,-6438756.661632312,1725231.6352376011,280898.00138926535,314.1454131516853,-84.94514219809714,7722.574079005389,53.099999999999994,6671799.590629685,0,0.04064277758966248,2.876508264452603,0,0.0003532965791879026,0,0.9650703951477294,0.963481449602861,0.9987419547704193
37,37,-6438438.195325185,1725145.5323343228,288620.38523050863,322.7871298639897,-87.26064509724706,7722.191876016681,53.099999999999994,6671799.5791375525,0,0.04176080563284789,2.876326131359706,0,0.00035367099493365255,0,0.9650226619626909,0.97489487873064,0.9998611903145264
38,38,-6438111.087517,1725057.113986447,296342.3816864558,331.4284133323882,-89.57603087544136,7721.7993084997115,53.099999999999994,6671799.567633256,0,0.042878777626746904,2.8761391831662295,0,0.00035404491734566837,0,0.9649736335500361,0.9530273719227726,0.9944309250766179
39,39,-6437775.338646801,1724966.3803126481,304063.9803928408,340.06925195876954,-91.89129642502809,7721.396376981393,53.099999999999994,6671799.556116812,0,0.04399669207084797,2.875947430042717,0,0.0003544183446023811,0,0.9649233099755726,0.9721790878743822,0.9992994173939251
40,40,-6437430.949165229,1724873.3314347088,311785.1709859316,348.70963414561993,-94.20643863851669,7720.983082002547,53.099999999999994,6671799.544588234,0,0.04511454746471677,2.875750882391398,0,0.00035479127488703173,0,0.9648716913068468,0.9581708575283631,0.9968105216245975
41,41,-6437077.919534522,1724777.9674775188,319505.9431025438,357.34954829603817,-96.52145440858216,7720.559424117907,53.099999999999994,6671799.533047536,0,0.04623234230799825,2.875549550843475,0,0.00035516370638778537,0,0.9648187776131432,0.9763612954712603,0.9997986927149438
42,42,-6436716.250228515,1724680.288569075,327226.2863800549,365.9889828137513,-98.83634062806927,7720.125403896112,53.099999999999994,6671799.521494745,0,0.0473500751004186,2.8753434462563665,0,0.0003555356372976564,0,0.9647645689654843,0.9612925515014679,0.9976117516541112
43,43,-6436345.941732638,1724580.2948404818,334946.19045641774,374.62792610313033,-101.15109418999666,7719.681021919712,53.099999999999994,6671799.509929867,0,0.04846774434178731,2.875132579710905,0,0.00035590706581464343,0,0.9647090654366314,0.9690064896119676,0.999340477219833
44,44,-6435966.994543917,1724477.98642595,342665.6449701748,383.26636656920556,-103.46571198756106,7719.226278785163,53.099999999999994,6671799.498352923,0,0.04958534853199913,2.874916962508494,0,0.00035627799014162446,0,0.9646522671010825,0.9690242521198043,0.9984487565681236
45,45,-6435579.409170972,1724373.3634627971,350384.639560472,391.90429261768236,-105.78019091414146,7718.761175102827,53.099999999999994,6671799.486763929,0,0.050702886171036146,2.8746966061682193,0,0.0003566484084865221,0,0.9645941740350745,0.9664752917043695,0.9986166389684635
46,46,-6435183.186134019,1724266.4260914475,358103.1638670725,400.5416926549566,-108.09452786330324,7718.285711496973,53.099999999999994,6671799.4751629,0,0.051820355758969754,2.874471522423933,0,0.00035701831906219844,0,0.9645347863165815,0.9706204020010967,0.9988531298686671
47,47,-6434778.325964864,1724157.1744554318,365821.2075303707,409.1785550881302,-110.40871972880238,7717.799888605773,53.099999999999994,6671799.463549852,0,0.05293775579596267,2.874241723221276,0,0.0003573877200866121,0,0.9644741040253157,0.9634625209091626,0.9978418762995962
48,48,-6434364.829206908,1724045.6087013865,373538.7601914061,417.81486832502696,-112.72276340458963,7717.303707081305,53.099999999999994,6671799.4519248,0,0.05405508478227096,2.8740072207146965,0,0.000357756609782713,0,0.9644121272427265,0.9623942405450471,0.9977296596918951
49,49,-6433942.696415143,1723931.7289790544,381255.81149187736,426.4506207742076,-115.03665578481463,7716.797167589551,53.099999999999994,6671799.440287766,0,0.05517234121824603,2.873768027264405,0,0.00035812498637856344,0,0.9643488560520007,0.967202435928525,0.998723931400412
50,50,-6433511.928156152,1723815.5354412838,388972.35107415594,435.08580084498584,-117.35039376383014,7716.280270810391,53.099999999999994,6671799.428638765,0,0.0562895236043367,2.873524155433315,0,0.00035849284810733455,0,0.9642842905380625,0.9595157132812246,0.9966189958312109
51,51,-6433072.525008109,1723697.0282440288,396688.36858130014,443.72039694744365,-119.66397423619618,7715.75301743761,53.099999999999994,6671799.416977813,0,0.05740663044109113,2.873275617983942,0,0.00035886019320729534,0,0.9642184307875735,0.9813207071391225,0.9997628796557629
52,52,-6432624.487560777,1723576.2075463487,404403.85365706903,452.3543974924468,-121.97739409668418,7715.215408178891,53.099999999999994,6671799.405304926,0,0.05852366022915888,2.873022427875278,0,0.00035922701992189014,0,0.9641512768889323,0.9565144176951941,0.9956911954270563
53,53,-6432167.816415506,1723453.0735104077,412118.79594593635,460.9877908916608,-124.29065024028118,7714.6674437558195,53.099999999999994,6671799.393620122,0,0.059640611469292934,2.8727645982596433,0,0.00035959332649974115,0,0.9640828289322741,0.9605911054763305,0.9967665019024629
54,54,-6431702.512185238,1723327.6263014753,419833.18509310426,469.6205655575658,-126.603739562194,7714.109124903876,53.099999999999994,6671799.381923415,0,0.06075748266235169,2.8725021424794965,0,0.00035995911119467546,0,0.9640130870094715,0.9762340762843034,0.9996887014126952
55,55,-6431228.575494498,1723199.8660879254,427547.01074451744,478.2527099034727,-128.91665895785334,7713.540452372442,53.099999999999994,6671799.370214827,0,0.06187427230930096,2.872235074064237,0,0.00036032437226575655,0,0.9639420512141337,0.9540022170604247,0.9945250122773854
56,56,-6430746.006979399,1723069.7930412365,435260.2625468769,486.8842123435385,-131.22940532291807,7712.961426924791,53.099999999999994,6671799.35849437,0,0.06299097891121602,2.8719634067269726,0,0.0003606891079772956,0,0.963869721641606,0.9687041229465528,0.9984975893168733
57,57,-6430254.807287641,1722937.407335991,442972.93014765385,495.51506129278175,-133.5419755532793,7712.372049338097,53.099999999999994,6671799.346762067,0,0.06410760096928358,2.8716871543612763,0,0.0003610533165988548,0,0.963796098388971,0.9564930474203325,0.994355021415062
58,58,-6429754.977078506,1722802.709149876,450685.0031951036,504.1452451670984,-135.85436654506452,7711.772320403424,53.099999999999994,6671799.33501793,0,0.06522413698480388,2.871406331037911,0,0.0003614169964053376,0,0.9637211815550469,0.9545507195546732,0.9943694608806413
59,59,-6429246.51702286,1722665.6986636815,458396.47133827955,512.7747523832769,-138.1665751946419,7711.162240925732,53.099999999999994,6671799.323261979,0,0.06634058545919251,2.87112095100155,0,0.00036178014567698607,0,0.9636449712403886,0.9680010117129833,0.998229879273013
60,60,-6428729.427803153,1722526.3760613017,466107.32422704686,521.4035713590142,-140.47859839862429,7710.541811723871,53.099999999999994,6671799.311494228,0,0.0674569448939827,2.870831028667467,0,0.0003621427626993384,0,0.9635674675472866,0.9651058548229441,0.9967168307243065
61,61,-6428203.710113416,1722384.7415297336,473817.55151209666,530.031690512931,-142.79043305387353,7709.911033630587,53.099999999999994,6671799.2997147,0,0.06857321379082706,2.8705365786182244,0,0.00036250484576334265,0,0.9634886705797682,0.9632196923430891,0.9966483671570788
62,62,-6427669.364659262,1722240.7952590778,481527.1428449596,538.6590982645874,-145.10207605750452,7709.269907492509,53.099999999999994,6671799.287923407,0,0.06968939065149977,2.87023761560034,0,0.00036286639316538127,0,0.9634085804435953,0.9690205129041957,0.9981699058469727
63,63,-6427126.3921578815,1722094.5374425368,489236.0878780201,547.2857830344985,-147.41352430688946,7708.618434170161,53.099999999999994,6671799.276120371,0,0.07080547397789855,2.8699341545209456,0,0.0003632274032071859,0,0.9633271972462666,0.9780008813219863,0.999779125620239
64,64,-6426574.793338046,1721945.9682764162,496944.3762645299,555.9117332441499,-149.72477469966194,7707.956614537951,53.099999999999994,6671799.2643056065,0,0.07192146227204663,2.869626210444434,0,0.0003635878741959866,0,0.9632445210970153,0.9573549990198211,0.9943742971335108
65,65,-6426014.568940106,1721795.0879601238,504651.99765862204,564.5369373160129,-152.0358241337211,7707.284449484176,53.099999999999994,6671799.252479126,0,0.07303735403609472,2.869313798589097,0,0.00036394780444448503,0,0.9631605521068111,0.964848052263062,0.9963768533158427
66,66,-6425445.7197159855,1721641.896696169,512358.94171532494,573.1613836735606,-154.34666950723587,7706.6019399110155,53.099999999999994,6671799.24064096,0,0.0741531477723232,2.8689969343237616,0,0.00036430719227085746,0,0.9630752903883577,0.9577440502430571,0.9945683538854072
67,67,-6424868.246429188,1721486.3946901632,520065.1980905761,581.7850607412834,-156.65730771864915,7705.909086734536,53.099999999999994,6671799.228791115,0,0.07526884198314393,2.8686756331644125,0,0.00036466603599882196,0,0.9629887360560947,0.9625007857724102,0.996070797842638
68,68,-6424282.149854791,1721328.5821508195,527770.756441236,590.4079569447038,-158.96773566668182,7705.205890884686,53.099999999999994,6671799.216929614,0,0.07638443517110238,2.8683499107708195,0,0.00036502433395761995,0,0.9629008892261964,0.9526449640715597,0.9923477907377495
69,69,-6423687.430779445,1721168.4592899515,535475.6064251021,599.0300607103928,-161.27795025033703,7704.492353305294,53.099999999999994,6671799.20505647,0,0.0774999258388796,2.8680197829431524,0,0.0003653820844820465,0,0.9628117500165717,0.9664460213461135,0.9971206226792999
70,70,-6423084.090001374,1721006.026322474,543179.7377009225,607.6513604659852,-163.58794836890436,7703.768474954072,53.099999999999994,6671799.193171708,0,0.07861531248929422,2.867685265618606,0,0.00036573928591255694,0,0.9627213185468644,0.9643557636428761,0.9961633587805112
71,71,-6422472.128330373,1720841.2834664022,550883.1399284101,616.2718446401949,-165.89772692196394,7703.034256802609,53.099999999999994,6671799.181275337,0,0.07973059362530452,2.8673463748680157,0,0.00036609593659513406,0,0.9626295949384525,0.9545587709484924,0.9927267645940107
72,72,-6421851.54658781,1720674.2309428519,558585.802768256,624.8915016628305,-168.2072828093906,7702.289699836373,53.099999999999994,6671799.169367383,0,0.0808457677500103,2.867003126892482,0,0.00036645203488143945,0,0.9625365793144481,0.9803049038199592,0.9998283283968851
73,73,-6421222.34560662,1720504.8689760386,566287.7158821442,633.5103199648108,-170.51661293135805,7701.534805054707,53.099999999999994,6671799.157447862,0,0.08196083336665509,2.866655538019993,0,0.000366807579128784,0,0.962442271799698,0.9591896752426806,0.9942858812512193
74,74,-6420584.526231309,1720333.1977932777,573988.8689327645,642.1282879781808,-172.82571418834308,7700.76957347083,53.099999999999994,6671799.145516791,0,0.08307578897862798,2.8663036247020597,0,0.00036716256770015976,0,0.9623466725207822,0.9717503225669553,0.9978777393378886
75,75,-6419938.0893179495,1720159.2176249835,581689.2515838273,650.7453941361263,-175.13458348112968,7699.994006111836,53.099999999999994,6671799.133574189,0,0.08419063308946571,2.86594740351034,0,0.0003675169989642787,0,0.9622497816060152,0.9577832507513679,0.9932458113078175
76,76,-6419283.035734178,1719982.92870467,589388.8535000767,659.3616268729903,-177.4432177108132,7699.208104018689,53.099999999999994,6671799.121620067,0,0.08530536420285467,2.8655868911332942,0,0.0003678708712955658,0,0.9621515991854447,0.9729665596441537,0.9983367179946288
77,77,-6418619.3663591985,1719804.3312689492,597087.6643473047,667.9769746242883,-179.75161377880448,7698.411868246225,53.099999999999994,6671799.109654458,0,0.08641998082263293,2.865222104372826,0,0.0003682241830742054,0,0.9620521253908515,0.9578236415515601,0.9931929398085683
78,78,-6417947.082083778,1719623.4255575323,604785.6737923654,676.5914258267236,-182.0597685868341,7697.605299863151,53.099999999999994,6671799.097677364,0,0.08753448145279219,2.8648530601409523,0,0.00036857693268613396,0,0.9619513603557506,0.9744402450084808,0.9986254821935382
79,79,-6417266.183810248,1719440.2118132282,612482.8715031882,685.2049689182027,-184.36767903695645,7696.788399952042,53.099999999999994,6671799.085688816,0,0.08864886459747985,2.864479775456464,0,0.00036892911852310126,0,0.961849304215389,0.9664494761166192,0.9962311344729567
80,80,-6416576.672452499,1719254.6902819437,620179.2471487921,693.8175923378512,-186.6753420315539,7695.961169609336,53.099999999999994,6671799.073688824,0,0.08976312876100097,2.864102267441623,0,0.0003692807389826639,0,0.9617459571067473,0.9813282692424653,0.9997606328385681
81,81,-6415878.548935983,1719066.8612126827,627874.7903992996,702.4292845260294,-188.982754473341,7695.123609945342,53.099999999999994,6671799.061677411,0,0.0908772724478203,2.8637205533188492,0,0.00036963179246822205,0,0.9616413191685386,0.9534793819933524,0.9906536403144907
82,82,-6415171.814197711,1718876.7248575469,635569.4909259502,711.0400339243473,-191.28991326536865,7694.275722084228,53.099999999999994,6671799.049654599,0,0.0919912941625643,2.8633346504074355,0,0.0003699822773890364,0,0.9615353905412082,0.9741987382274673,0.9982850304021973
83,83,-6414456.46918625,1718684.2814717342,643263.3384011148,719.6498289756805,-193.59681531102817,7693.417507164026,53.099999999999994,6671799.037620397,0,0.09310519241002312,2.862944576120279,0,0.000370332192160272,0,0.9614281713669346,0.9716989597766407,0.9975332413760644
84,84,-6413732.514861727,1718489.531313539,650956.3224983091,728.2586581241856,-195.9034575140555,7692.548966336629,53.099999999999994,6671799.0255748285,0,0.09421896569515259,2.8625503479606222,0,0.00037068153520297014,0,0.9613196617896275,0.9645421420939205,0.9949058955087439
85,85,-6412999.952195821,1718292.4746443522,658648.4328922075,736.8665098153156,-198.20983677853542,7691.670100767789,53.099999999999994,6671799.0135179125,0,0.09533261252307632,2.8621519835188143,0,0.0003710303049440842,0,0.9612098619549287,0.9693981938145585,0.9966013344157888
86,86,-6412258.782171767,1718093.11172866,666339.6592586573,745.4733724958357,-200.5159500089056,7690.780911637116,53.099999999999994,6671799.001449667,0,0.0964461313990876,2.8617495004690947,0,0.00037137849981657144,0,0.9610987720102125,0.9718623479327086,0.9970016317338588
87,87,-6411509.00578435,1717891.4428340443,674029.9912746921,754.0792346138387,-202.82179410996082,7689.881400138076,53.099999999999994,6671798.98937011,0,0.09755952082865142,2.861342916566391,0,0.0003717261182593092,0,0.9609863921045838,0.9562127080647995,0.9908045558927123
88,88,-6410750.62403991,1717687.4682311816,681719.4186185462,762.6840846187602,-205.12736598685711,7688.971567477987,53.099999999999994,6671798.977279261,0,0.09867277931740658,2.860932249643144,0,0.00037207315871717737,0,0.9608727223888793,0.9751932012946795,0.998042969752661
89,89,-6409983.637956333,1717481.1881938435,689407.930969668,771.2879109613943,-207.4326625451159,7688.051414878024,53.099999999999994,6671798.965177137,0,0.09978590537116755,2.860517517606149,0,0.0003724196196410736,0,0.960757763015667,0.9603634610412589,0.9924381243130599
90,90,-6409208.048563057,1717272.6029988956,697095.5180087339,779.8907020939096,-209.73768069062817,7687.12094357321,53.099999999999994,6671798.953063763,0,0.10089889749592654,2.86009873843342,0,0.00037276549948793533,0,0.9606415141392454,0.973934479353931,0.9976662835771322
91,91,-6408423.856901064,1717061.7129262977,704782.1694176623,788.4924464698637,-212.04241732965858,7686.180154812418,53.099999999999994,6671798.940939153,0,0.10201175419785559,2.8596759301710852,0,0.0003731107967207385,0,0.9605239759156441,0.9612632883520871,0.9926081263616278
92,92,-6407631.064022884,1716848.518259103,712467.8748796275,797.0931325442195,-214.3468693688497,7685.22904985837,53.099999999999994,6671798.928803321,0,0.10312447398330842,2.859249110930295,0,0.00037345550980855065,0,0.9604051485026232,0.9674071018852011,0.9951422837427872
93,93,-6406829.6709925905,1716633.0192834577,720152.6240790733,805.6927487733606,-216.65103371522608,7684.267629987633,53.099999999999994,6671798.916656297,0,0.10423705535882252,2.8588182988841613,0,0.00037379963722650693,0,0.9602850320596729,0.9567764120427973,0.990294775792397
94,94,-6406019.6788858,1716415.216288601,727836.4067017272,814.2912836151061,-218.95490727619847,7683.295896490619,53.099999999999994,6671798.904498097,0,0.10534949683112117,2.858383512264729,0,0.0003741431774558921,0,0.9601636267480135,0.9727850712600683,0.9969758267477666
95,95,-6405201.08878967,1716195.1095668646,735519.2124346137,822.8887255287272,-221.25848695956788,7682.313850671583,53.099999999999994,6671798.89232873,0,0.1064617969071154,2.857944769359962,0,0.00037448612898412453,0,0.9600409327305957,0.9689406390797667,0.9954962609815418
