,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel,eff_f_side,eff_r_side,eff_r_back
0,0,6671799.1230984805,0.32950271274316956,3420.675545964288,-3.9629287763735004,0.7445509255217744,7729.426936896156,53.099999999999994,6671799.995077856,1,0.0008699998902495042,0.0005127065727810187,0,0.0003421081166943557,0,0,0,0
1,1,6671790.6828144975,1.0740532502769662,11150.098455030211,-12.917637300905316,0.7445499829931262,7729.41715219766,53.099999999999994,6671799.983955564,1,0.0008699998902495042,0.0016712287084656996,0,0.0003421077150732653,0,0,0,0
2,2,6671773.287829661,1.8186023456243146,18879.506392286417,-21.872328480267793,0.7445480411492003,7729.39699328007,53.099999999999994,6671799.972833291,1,0.0008699998902495042,0.002829750843237333,0,0.00034210688796137924,0,0,0,0
3,3,6671746.938167325,2.5631489994711285,26608.888983526187,-30.826990295715415,0.7445450999926041,7729.36646017046,53.099999999999994,6671799.961711057,1,0.0008699998902495042,0.0039882729770981395,0,0.0003421056353661963,0,0,0,0
4,4,6671711.633862864,3.307692212506601,34338.23585457684,-39.78161072854217,0.744541159527287,7729.325552909826,53.099999999999994,6671799.950588862,1,0.0008699998902495042,0.005146795109979063,0,0.0003421039572990981,0,0,0,0
5,5,6671667.374963669,4.052230985424544,42067.536631313655,-48.7361777600977,0.7445362197585395,7729.274271553091,53.099999999999994,6671799.939466735,1,0.0008699998902495042,0.00630531724190897,0,0.00034210185377520406,0,0,0,0
6,6,6671614.161529151,4.7967643189247315,49796.78093967379,-57.690679371803405,0.744530280692993,7729.2126161690985,53.099999999999994,6671799.928344684,1,0.0008699998902495042,0.0074638393728490016,0,0.00034209932481351545,0,0,0,0
7,7,6671551.993630739,5.541291213714239,57525.95840567021,-66.6451035451686,0.7445233423386204,7729.140586840617,53.099999999999994,6671799.917222721,1,0.0008699998902495042,0.008622361502838682,0,0.0003420963704367913,0,0,0,0
8,8,6671480.871351879,6.285810670508787,65255.058655405606,-75.59943826180661,0.7445154047047359,7729.0581836643405,53.099999999999994,6671799.906100854,1,0.0008699998902495042,0.009780883631858028,0,0.0003420929906716518,0,0,0,0
9,9,6671400.79478804,7.030321690034077,72984.07131508633,-84.55367150345096,0.7445064678019946,7728.9654067508845,53.099999999999994,6671799.89497911,1,0.0008699998902495042,0.010939405759918364,0,0.00034208918554848127,0,0,0,0
10,10,6671311.764046703,7.77482327302714,80712.98601103634,-93.50779125197144,0.744496531642393,7728.862256224787,53.099999999999994,6671799.883857494,1,0.0008699998902495042,0.012097927887017468,0,0.0003420849551015237,0,0,0,0
11,11,6671213.779247373,8.519314420237674,88441.79236971102,-102.4617854893903,0.7444855962392689,7728.748732224512,53.099999999999994,6671799.872736027,1,0.0008699998902495042,0.01325645001316178,0,0.0003420802993687867,0,0,0,0
12,12,6671106.840521568,9.263794132429384,96170.48001771126,-111.4156421978983,0.744473661607301,7728.624834902445,53.099999999999994,6671799.861614719,1,0.0008699998902495042,0.014414972138336868,0,0.00034207521839215094,0,0,0,0
13,13,6670990.948012826,10.008261410381321,103899.03858179727,-120.36934935987091,0.7444607277625092,7728.490564424893,53.099999999999994,6671799.850493577,1,0.0008699998902495042,0.015573494262543175,0,0.0003420697122172655,0,0,0,0
14,14,6670866.101876703,10.752715254889232,111627.45768890249,-129.32289495788442,0.7444467947222544,7728.345920972087,53.099999999999994,6671799.839372625,1,0.0008699998902495042,0.016732016385794912,0,0.00034206378089356876,0,0,0,0
15,15,6670732.302280772,11.497154666766894,119355.72696614759,-138.27626697473204,0.7444318625052391,7728.1909047381805,53.099999999999994,6671799.828251873,1,0.0008699998902495042,0.017890538508095633,0,0.00034205742447434987,0,0,0,0
16,16,6670589.54940462,12.241578646847454,127083.83604085434,-147.22945339344005,0.7444159311315062,7728.025515931247,53.099999999999994,6671799.817131333,1,0.0008699998902495042,0.019049060629428016,0,0.00034205064301669907,0,0,0,0
17,17,6670437.843439856,12.985986195984779,134811.77454055956,-156.182442197284,0.74439900062244,7727.849754773287,53.099999999999994,6671799.806011022,1,0.0008699998902495042,0.020207582749802055,0,0.00034204343658151464,0,0,0,0
18,18,6670277.184590102,13.730376315054786,142539.53209302903,-165.1352213698047,0.744381071000766,7727.6636215002145,53.099999999999994,6671799.794890949,1,0.0008699998902495042,0.02136610486921442,0,0.0003420358052334731,0,0,0,0
19,19,6670107.573070999,14.474748004956783,150267.09832627143,-174.08777889482442,0.7443621422905502,7727.467116361871,53.099999999999994,6671799.783771132,1,0.0008699998902495042,0.022524626987670215,0,0.00034202774904107836,0,0,0,0
20,20,6669929.009110201,15.219100266614825,157994.46286855213,-183.04010275646309,0.7443422145171998,7727.260239622017,53.099999999999994,6671799.772651588,1,0.0008699998902495042,0.023683149105169,0,0.00034201926807665294,0,0,0,0
21,21,6669741.49294738,15.96343210097904,165721.6153484074,-191.99218093915425,0.744321287707463,7727.0429915583345,53.099999999999994,6671799.7615323225,1,0.0008699998902495042,0.024841671221709882,0,0.00034201036241628867,0,0,0,0
22,22,6669545.024834221,16.707742509026968,173448.54539465794,-200.94400142766136,0.7442993618894287,7726.815372462423,53.099999999999994,6671799.750413355,1,0.0008699998902495042,0.02600019333729242,0,0.0003420010321399153,0,0,0,0
23,23,6669339.605034428,17.452030491764926,181175.24263642318,-209.89555220709377,0.7442764370925268,7726.577382639802,53.099999999999994,6671799.7392946975,1,0.0008699998902495042,0.02715871545192039,0,0.00034199127733122215,0,0,0,0
24,24,6669125.233823716,18.19629505022931,188901.69670313495,-218.84682126292304,0.7442525133475277,7726.329022409913,53.099999999999994,6671799.728176364,1,0.0008699998902495042,0.028317237565590014,0,0.00034198109807774156,0,0,0,0
25,25,6668901.911489815,18.940535185487967,196627.89722455156,-227.79779658099883,0.7442275906865431,7726.070292106114,53.099999999999994,6671799.717058369,1,0.0008699998902495042,0.02947575967830174,0,0.00034197049447077057,0,0,0,0
26,26,6668669.63833247,19.684749898641535,204353.8338307715,-236.7484661475652,0.7442016691430249,7725.801192075683,53.099999999999994,6671799.705940722,1,0.0008699998902495042,0.030634281790063556,0,0.00034195946660540457,0,0,0,0
27,27,6668428.4146634415,20.42893819082476,212079.49615224762,-245.69881794927673,0.7441747487517658,7725.521722679813,53.099999999999994,6671799.694823444,1,0.0008699998902495042,0.03179280390086503,0,0.00034194801458055666,0,0,0,0
28,28,6668178.240806498,21.17309906320785,219804.87381980088,-254.64883997321448,0.7441468295488995,7725.23188429362,53.099999999999994,6671799.683706543,1,0.0008699998902495042,0.032951326010714155,0,0.00034193613849890846,0,0,0,0
29,29,6667919.117097424,21.91723151699783,227529.95646463428,-263.59852020690226,0.7441179115718997,7724.931677306131,53.099999999999994,6671799.672590037,1,0.0008699998902495042,0.03410984811961337,0,0.00034192383846692127,0,0,0,0
30,30,6667651.0438840175,22.66133455343986,235254.73371834686,-272.5478466383228,0.7440879948595809,7724.6211021202935,53.099999999999994,6671799.661473938,1,0.0008699998902495042,0.03526837022755602,0,0.0003419111145949197,0,0,0,0
31,31,6667374.021526086,23.405407173818592,242979.19521294752,-281.49680725593373,0.7440570794520982,7724.300159152967,53.099999999999994,6671799.650358258,1,0.0008699998902495042,0.03642689233454588,0,0.00034189796699692846,0,0,0,0
32,32,6667088.050395448,24.14944837945949,250703.33058086905,-290.4453900486837,0.744025165390947,7723.968848834931,53.099999999999994,6671799.639243016,1,0.0008699998902495042,0.037585414440583165,0,0.00034188439579077703,0,0,0,0
33,33,6666793.130875934,24.893457171730194,258427.12945498188,-299.39358300602856,0.743992252718963,7723.627171610877,53.099999999999994,6671799.628128217,1,0.0008699998902495042,0.03874393654567054,0,0.00034187040109814496,0,0,0,0
34,34,6666489.263363386,25.63743255204185,266150.5814686082,-308.3413741179477,0.743958341480322,7723.275127939411,53.099999999999994,6671799.617013887,1,0.0008699998902495042,0.03990245864980335,0,0.00034185598304438815,0,0,0,0
35,35,6666176.44826565,26.381373521850442,273873.67625553557,-317.2887513749597,0.7439234317205408,7722.912718293052,53.099999999999994,6671799.605900025,1,0.0008699998902495042,0.041060980752987586,0,0.0003418411417587582,0,0,0,0
36,36,6665854.68600259,27.125279082658153,281596.4034500313,-326.2357027681389,0.7438875234864754,7722.539943158234,53.099999999999994,6671799.594786656,1,0.0008699998902495042,0.04221950285522258,0,0.00034182587737417144,0,0,0,0
37,37,6665523.977006071,27.869148236014684,289318.75268685585,-335.1822162891311,0.7438506168263227,7722.1568030353,53.099999999999994,6671799.583673788,1,0.0008699998902495042,0.04337802495650589,0,0.000341810190027403,0,0,0,0
38,38,6665184.3217199715,28.612979983518603,297040.71360127715,-344.12827993017004,0.7438127117896194,7721.763298438508,53.099999999999994,6671799.572561441,1,0.0008699998902495042,0.04453654705684351,0,0.0003417940798589514,0,0,0,0
39,39,6664835.720600174,29.356773326818683,304762.27582908416,-353.0738816840934,0.743773808427242,7721.359429896023,53.099999999999994,6671799.56144962,1,0.0008699998902495042,0.04569506915623056,0,0.000341777547013128,0,0,0,0
40,40,6664478.174114569,30.100527267615252,312483.42900660116,-362.01900954435877,0.7437339067914072,7720.945197949926,53.099999999999994,6671799.550338348,1,0.0008699998902495042,0.04685359125466837,0,0.0003417605916379715,0,0,0,0
41,41,6664111.682743052,30.844240807661514,320204.16277070134,-370.96365150506,0.7436930069356714,7720.520603156201,53.099999999999994,6671799.539227632,1,0.0008699998902495042,0.04801211335215849,0,0.0003417432138853355,0,0,0,0
42,42,6663736.246977526,31.58791294876491,327924.46675882087,-379.9077955609431,0.7436511089149309,7720.085646084745,53.099999999999994,6671799.528117485,1,0.0008699998902495042,0.0491706354487067,0,0.0003417254139107624,0,0,0,0
43,43,6663351.867321899,32.33154269278844,335644.3306089727,-388.8514297074226,0.7436082127854216,7719.640327319362,53.099999999999994,6671799.517007928,1,0.0008699998902495042,0.050329157544305225,0,0.00034170719187364795,0,0,0,0
44,44,6662958.544292083,33.075129041652005,343363.7439597607,-397.7945419405973,0.7435643186047189,7719.1846474577615,53.099999999999994,6671799.505898967,1,0.0008699998902495042,0.051487679638958284,0,0.0003416885479370719,0,0,0,0
45,45,6662556.27841599,33.81867099733377,351082.6964503932,-406.73712025726667,0.7435194264317381,7718.718607111562,53.099999999999994,6671799.494790623,1,0.0008699998902495042,0.05264620173266832,0,0.00034166948226791393,0,0,0,0
