,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel,eff_f_side,eff_r_side,eff_r_back
0,0,-1726789.0146724489,6444463.323769875,2721.652200374785,0.09689994833943028,-3.2383595412144297,7729.427310279804,53.099999999999994,6671799.996114775,0,1.2536496681770846e-05,1.8325957315942913,0,0.0003393801234097028,0,0.25881906152349654,0.26528326087370985,0.999901140361226
1,1,-1726787.7589472672,6444455.76061701,10451.07595195495,2.4145501335685244,-11.887944494209894,7729.418463841972,53.099999999999994,6671799.985079465,0,0.0003123840650198133,1.8325955367410094,0,0.00033948460750987913,0,0.25881887330967523,0.21783222784247996,0.9973790655657429
2,2,-1726784.1855732624,6444439.547886207,18180.4856699843,4.732197076136048,-20.537513484368493,7729.3992431813085,53.099999999999994,6671799.974040765,0,0.0006122312143322599,1.8325949822537546,0,0.0003395886688815903,0,0.2588183377160502,0.21197940118786474,0.998790290919397
3,3,-1726778.2945552326,6444414.685599232,25909.87098025174,7.049837665357458,-29.187054902467068,7729.369648323629,53.099999999999994,6671799.962998693,0,0.0009120775421722778,1.8325940681334318,0,0.00033969230700008166,0,0.25881745474334106,0.27228890804294403,0.9997708572330086
4,4,-1726770.0859010865,6444381.173789462,33639.22150857897,9.367468790556764,-37.836557139319574,7729.329679308671,53.099999999999994,6671799.951953258,0,0.001211922646094135,1.8325927943815343,0,0.00033979552134435874,0,0.2588162243927338,0.2669437072906075,0.9994929438543163
5,5,-1726759.559621843,6444339.012501883,41368.52688083439,11.685087341070702,-46.48600858579264,7729.279336190096,53.099999999999994,6671799.940904473,0,0.0015117661236537417,1.8325911610001397,0,0.0003398983113972627,0,0.25881464666588067,0.2894334050855586,0.9995402086701933
6,6,-1726746.7157316327,6444288.20179309,49097.776722947005,14.002690206252915,-55.13539763282115,7729.21861903549,53.099999999999994,6671799.929852354,0,0.001811607572409189,1.8325891679919133,0,0.0003400006766454439,0,0.25881272156490004,0.25368008276459764,0.9999086296500879
7,7,-1726731.554247696,6444228.741731287,56826.96066092038,16.320274275478116,-63.784712671423854,7729.147527926362,53.099999999999994,6671799.918796914,0,0.0021114465899212897,1.8325868153601075,0,0.0003401026165793348,0,0.25881044909237666,0.2960254643334341,0.9992414805278664
8,8,-1726714.075190384,6444160.632396286,64556.06832084654,18.63783643814628,-72.43394209271891,7729.066062958146,53.099999999999994,6671799.907738165,0,0.002411282773754119,1.832584103108561,0,0.00034020413069327536,0,0.2588078292513615,0.26925620853635535,0.9992290157608109
9,9,-1726694.2785831587,6444083.87387951,72285.08932891993,20.9553735836868,-81.0830742879395,7728.974224240199,53.099999999999994,6671799.896676126,0,0.002711115721475553,1.8325810312416984,0,0.0003403052184854088,0,0.25880486204537156,0.24590069769479225,0.9993247659390847
10,10,-1726672.1644525926,6443998.466283988,80014.0133114513,23.27288260156268,-89.73209764844937,7728.8720118958,53.099999999999994,6671799.885610802,0,0.003010945030657812,1.8325775997645322,0,0.000340405879457718,0,0.2588015474783903,0.2688467378206521,0.9999562868852624
11,11,-1726647.7328283684,6443904.40972436,87742.82989488162,25.5903603812747,-98.38100056575846,7728.759426062153,53.099999999999994,6671799.874542216,0,0.003310770298877995,1.8325738086826606,0,0.00034050611311601777,0,0.25879788555486727,0.2540942773988305,0.9998946851167437
12,12,-1726620.9837432797,6443801.704326874,95471.52870579607,27.907803812365582,-107.02977143153844,7728.636466890383,53.099999999999994,6671799.86347038,0,0.0036105911237186267,1.8325696580022683,0,0.00034060591897003907,0,0.2587938762797183,0.24907273087714404,0.9992630889249324
13,13,-1726591.91723323,6443690.350229383,103200.09937093787,30.22520978442419,-115.67839863763832,7728.503134545541,53.099999999999994,6671799.852395303,0,0.0039104071027681936,1.8325651477301266,0,0.0003407052965333524,0,0.2587895196583253,0.23998314623721556,0.999726800603158
14,14,-1726560.533337234,6443570.347581354,110928.53151722229,32.54257518708968,-124.32687057610003,7728.359429206597,53.099999999999994,6671799.841317005,0,0.0042102178336216834,1.8325602778735934,0,0.0003408042453233899,0,0.25878481569653655,0.23987769826093389,0.9995854921523195
15,15,-1726526.8320974158,6443441.6965438565,118656.8147717505,34.85989691005569,-132.97517563917398,7728.205351066446,53.099999999999994,6671799.830235496,0,0.004510022913881127,1.832555048440614,0,0.0003409027648614791,0,0.2587797644006664,0.2702939770931391,0.9975604701916799
16,16,-1726490.8135590104,6443304.39728957,126384.93876182356,37.177171843074504,-141.62330221933465,7728.040900331905,53.099999999999994,6671799.819150792,0,0.004809821941156139,1.8325494594397183,0,0.00034100085467285044,0,0.25877436577749546,0.2572199298218605,0.9990990598068328
17,17,-1726452.477770363,6443158.450002782,134112.89311495627,39.49439687596123,-150.27123870929617,7727.866077223709,53.099999999999994,6671799.808062904,0,0.005109614513064456,1.8325435108800234,0,0.0003410985142866029,0,0.2587686198342705,0.2218784985123503,0.9986289252137655
18,18,-1726411.8247829287,6443003.854879385,141840.66745889117,41.81156889859798,-158.91897350202788,7727.68088197652,53.099999999999994,6671799.79697185,0,0.005409400227232477,1.8325372027712334,0,0.00034119574323575194,0,0.25876252657870435,0.2837233766293424,0.999781848333516
19,19,-1726368.8546512725,6442840.612126879,149568.25142161237,44.128684800938046,-167.56649499076997,7727.485314838918,53.099999999999994,6671799.785877637,0,0.005709178681295803,1.8325305351236387,0,0.0003412925410572374,0,0.25875608601897626,0.2706645110500872,0.9999509820972379
20,20,-1726323.5674330702,6442668.721964373,157295.63463135954,46.44574147301006,-176.213791569049,7727.279376073405,53.099999999999994,6671799.77478029,0,0.006008949472899784,1.8325235079481148,0,0.00034138890729189426,0,0.25874929816373116,0.23012105121518656,0.9993091981437586
21,21,-1726275.9631891067,6442488.18462258,165022.80671664185,48.76273580492218,-184.86085163069345,7727.063065956402,53.099999999999994,6671799.7636798145,0,0.006308712199700046,1.8325161212561243,0,0.0003414848414844747,0,0.25874216302208064,0.2853485066910733,0.9987395198608106
22,22,-1726226.041983277,6442299.000343819,172749.75730625182,51.07966468686626,-193.5076635698494,7726.836384778253,53.099999999999994,6671799.7525762245,0,0.006608466459363039,1.8325083750597164,0,0.00034158034318367464,0,0.258734680603602,0.2424398133107066,0.9992559491053518
23,23,-1726173.8038825863,6442101.169382016,180476.47602927926,53.396525009122016,-202.154215780996,7726.599332843219,53.099999999999994,6671799.7414695425,0,0.0069082118495665795,1.8325002693715258,0,0.0003416754119421203,0,0.25872685091833886,0.22368069419793588,0.9979352548957403
24,24,-1726119.2489571488,6441894.692002702,188202.95251512522,55.713313662061225,-210.80049665896112,7726.351910469481,53.099999999999994,6671799.730359773,0,0.007207947968000386,1.8324918042047738,0,0.0003417700473163881,0,0.2587186739768009,0.27799218080858396,0.9997856383573553
25,25,-1726062.3772801885,6441679.568483011,195929.17639351587,58.03002753615187,-219.44649459893694,7726.09411798914,53.099999999999994,6671799.719246936,0,0.0075076744123666155,1.8324829795732667,0,0.0003418642488669771,0,0.2587101497899637,0.266518752111834,0.999999770135312
