,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel,eff_f_side,eff_r_side,eff_back
14,14,4717006.682076073,4717039.120092201,110928.53273950766,-91.39877577001751,-90.34630097047018,7728.359423878583,50.5,6671799.832160143,1,0.0008699998902495042,0.7855398207255149,0,0.0003420643343677127,0,0,0,0
15,15,4716912.117800031,4716945.608268953,118656.8159885297,-97.72975516091577,-96.67732460603446,7728.205345382446,50.5,6671799.8204668155,1,0.0008699998902495042,0.7855598623613708,0,0.0003420580163616651,0,0,0,0
16,16,4716811.222609477,4716845.765486243,126384.9399727416,-104.06060337602345,-103.00821847835252,7728.040894293912,50.5,6671799.808773716,1,0.0008699998902495042,0.7855812453072682,0,0.00034205127331192,0,0,0,0
17,17,4716703.996639837,4716739.591878084,134112.89431966015,-110.39131191824745,-109.33897409027,7727.866070833722,50.5,6671799.797080847,1,0.0008699998902495042,0.785603969448504,0,0.0003420441052790931,0,0,0,0
18,18,4716590.44003503,4716627.087586982,141840.6686570299,-116.72187229068223,-115.66958294481816,7727.680875236536,50.5,6671799.785388233,1,0.0008699998902495042,0.7856280346631935,0,0.00034203651232751737,0,0,0,0
19,19,4716470.552947477,4716508.252763946,149568.25261283695,-123.05227599662118,-122.00003654522534,7727.485307750936,50.5,6671799.773695893,1,0.0008699998902495042,0.7856534408222755,0,0.0003420284945253241,0,0,0,0
20,20,4716344.335538092,4716383.087568476,157295.63581532298,-129.38251453956804,-128.3303263949283,7727.279368639424,50.5,6671799.762003827,1,0.0008699998902495042,0.7856801877895132,0,0.00034202005194453326,0,0,0,0
21,21,4716211.787976285,4716251.592168571,165022.80789299915,-135.71257942324831,-134.6604439975837,7727.063058178424,50.5,6671799.750312057,1,0.0008699998902495042,0.7857082754214998,0,0.00034201118466089256,0,0,0,0
22,22,4716072.910439964,4716113.766740728,172749.75847465996,-142.04246215162064,-140.9903808570794,7726.83637665828,50.5,6671799.738620599,1,0.0008699998902495042,0.7857377035676603,0,0.00034200189275398053,0,0,0,0
23,23,4715927.703115532,4715969.611469937,180476.47718939726,-148.3721542288882,-147.32012847754595,7726.599324383253,50.5,6671799.726929464,1,0.0008699998902495042,0.7857684720702568,0,0.00034199217630715654,0,0,0,0
24,24,4715776.166197889,4715819.126549684,188202.95366661408,-154.7016471595102,-153.64967836336794,7726.351901671526,50.5,6671799.715238673,1,0.0008699998902495042,0.7858005807643919,0,0.00034198203540760925,0,0,0,0
25,25,4715618.299890427,4715662.312181953,195929.17753603862,-161.03093244821312,-159.97902201919547,7726.094108855202,50.5,6671799.703548229,1,0.0008699998902495042,0.7858340294780122,0,0.0003419714701463054,0,0,0,0
26,26,4715454.104405037,4715499.168577221,203655.13842773813,-167.36000160000228,-166.3081509499555,7725.825946280298,50.5,6671799.691858162,1,0.0008699998902495042,0.7858688180319144,0,0.00034196048061800393,0,0,0,0
27,27,4715283.579962104,4715329.695954461,211380.82597213285,-173.68884612017308,-172.63705666086318,7725.547414306754,50.5,6671799.68016847,1,0.0008699998902495042,0.785904946239748,0,0.00034194906692127443,0,0,0,0
28,28,4715106.726790505,4715153.894541138,219106.2298000099,-180.0174575143226,-178.96573065743345,7725.258513308424,50.5,6671799.668479181,1,0.0008699998902495042,0.7859424139080212,0,0.0003419372291584827,0,0,0,0
29,29,4714923.545127615,4714971.7645732155,226831.3395425372,-186.34582728836077,-185.29416444549227,7724.959243673081,50.5,6671799.656790301,1,0.0008699998902495042,0.7859812208361052,0,0.00034192496743573977,0,0,0,0
30,30,4714734.035219301,4714783.306295148,234556.14483127746,-192.67394694852197,-191.62234953118804,7724.649605802413,50.5,6671799.645101848,1,0.0008699998902495042,0.7860213668162404,0,0.0003419122818629994,0,0,0,0
31,31,4714538.197319921,4714588.519959885,242280.63529820196,-199.0018080013763,-197.95027742100308,7724.329600112026,50.5,6671799.633413837,1,0.0008699998902495042,0.7860628516335396,0,0.0003418991725539851,0,0,0,0
32,32,4714336.031692332,4714387.405828869,250004.80057570458,-205.32940195384103,-204.27793962176494,7723.999227031439,50.5,6671799.62172628,1,0.0008699998902495042,0.7861056750659959,0,0.00034188563962623164,0,0,0,0
33,33,4714127.538607879,4714179.964172035,257728.63029661574,-211.65672031319207,-210.60532764065792,7723.658487004087,50.5,6671799.610039197,1,0.0008699998902495042,0.7861498368844864,0,0.00034187168320097235,0,0,0,0
34,34,4713912.718346401,4713966.195267812,265452.11409421614,-217.9837545870752,-216.93243298523433,7723.307380487319,50.5,6671799.598352593,1,0.0008699998902495042,0.7861953368527785,0,0.0003418573034033516,0,0,0,0
35,35,4713691.57119623,4713746.099403121,273175.24160225084,-224.3104962835176,-223.25924716342593,7722.945907952399,50.5,6671799.58666649,1,0.0008699998902495042,0.7862421747275369,0,0.0003418425003621815,0,0,0,0
36,36,4713464.09745419,4713519.676873372,280898.00245494314,-230.63693691093926,-229.5857616835554,7722.5740698845,50.5,6671799.574980904,1,0.0008699998902495042,0.7862903502583287,0,0.0003418272742101061,0,0,0,0
37,37,4713230.297425595,4713286.92798247,288620.3862870084,-236.96306797816422,-235.91196805434765,7722.191866782712,50.5,6671799.563295839,1,0.0008699998902495042,0.7863398631876295,0,0.00034181162508353693,0,0,0,0
38,38,4712990.171424251,4713047.85304281,296342.38273366814,-243.28888099443216,-242.23785778494127,7721.799299160034,50.5,6671799.551611319,1,0.0008699998902495042,0.7863907132508312,0,0.0003417955531226587,0,0,0,0
39,39,4712743.719772453,4712802.452375277,304063.98143066367,-249.6143674694097,-248.5634223848999,7721.396367543377,50.5,6671799.539927357,1,0.0008699998902495042,0.7864429001762471,0,0.0003417790584714201,0,0,0,0
40,40,4712490.942800989,4712550.726309247,311785.1720142703,-255.93951891320177,-254.88865336422364,7720.983072473561,50.5,6671799.528243965,1,0.0008699998902495042,0.7864964236851204,0,0.00034176214127755943,0,0,0,0
41,41,4712231.840849134,4712292.675182586,319505.9441213111,-262.26432683636307,-261.21354223336044,7720.559414505317,50.5,6671799.516561158,1,0.0008699998902495042,0.7865512834916301,0,0.00034174480169252676,0,0,0,0
42,42,4711966.414264653,4712028.299341647,327226.28738917084,-268.58878274990946,-267.53808050321743,7720.125394207284,50.5,6671799.504878952,1,0.0008699998902495042,0.7866074793028984,0,0.00034172703987162765,0,0,0,0
43,43,4711694.6634038,4711757.5991412755,334946.1914558098,-274.91287816532923,-273.8622596851725,7719.681012162009,50.5,6671799.493197358,1,0.0008699998902495042,0.7866650108189993,0,0.0003417088559738606,0,0,0,0
44,44,4711416.588631317,4711480.574944803,342665.6459597778,-281.2366045945947,-280.18607129108545,7719.2262689659465,50.5,6671799.481516393,1,0.0008699998902495042,0.786723877732963,0,0.00034169025016197844,0,0,0,0
45,45,4711132.190320435,4711197.227124048,350384.6405402281,-287.5599535501735,-286.50950683330956,7718.761165229457,50.5,6671799.469836075,1,0.0008699998902495042,0.7867840797307879,0,0.00034167122260254815,0,0,0,0
46,46,4710841.46885287,4710907.5560593195,358103.1648369312,-293.88291654503985,-292.8325578247029,7718.285701576808,50.5,6671799.458156411,1,0.0008699998902495042,0.786845616491445,0,0.0003416517734658374,0,0,0,0
47,47,4710544.424618827,4710611.562139411,365821.20849028893,-300.2054850926862,-299.1552157786398,7717.799878646169,50.5,6671799.446477423,1,0.0008699998902495042,0.7869084876868884,0,0.000341631902925875,0,0,0,0
48,48,4710241.058016996,4710309.245761604,373538.7611413481,-306.52765070713446,-305.4774722090221,7717.303697089616,50.5,6671799.434799123,1,0.0008699998902495042,0.7869726929820623,0,0.0003416116111604624,0,0,0,0
49,49,4709931.369454552,4710000.607331663,381255.8124318147,-312.8494049029473,-311.7993186302907,7716.797157573128,50.5,6671799.423121518,1,0.0008699998902495042,0.787038232034909,0,0.0003415908983511085,0,0,0,0
50,50,4709615.359347158,4709685.647263842,388972.3520040675,-319.17073919523983,-318.1207465574368,7716.280260776583,50.5,6671799.4114446305,1,0.0008699998902495042,0.7871051044963787,0,0.00034156976468311133,0,0,0,0
51,51,4709293.028118958,4709364.365980875,396688.3695011723,-325.4916450996907,-324.4417475060134,7715.753007393765,50.5,6671799.399768473,1,0.0008699998902495042,0.7871733100104383,0,0.0003415482103454577,0,0,0,0
52,52,4708964.376202582,4709036.7639139835,404403.85456689534,-331.8121141325536,-330.76231299214675,7715.2153981323545,50.5,6671799.388093058,1,0.0008699998902495042,0.7872428482140789,0,0.0003415262355309315,0,0,0,0
53,53,4708629.4040391445,4708702.841502872,412118.7968457178,-338.13213781066867,-337.08243453254744,7714.667433713933,50.5,6671799.376418403,1,0.0008699998902495042,0.7873137187373261,0,0.0003415038404359731,0,0,0,0
54,54,4708288.11207824,4708362.599195728,419833.1859828492,-344.45170765147395,-343.4021036445221,7714.10911487398,50.5,6671799.364744523,1,0.0008699998902495042,0.7873859212032495,0,0.0003414810252607943,0,0,0,0
55,55,4707940.500777948,4708016.03744922,427547.01162424154,-350.77081517301656,-349.72131184598464,7713.540442361871,50.5,6671799.353071428,1,0.0008699998902495042,0.7874594552279712,0,0.0003414577902093618,0,0,0,0
56,56,4707586.570604827,4707663.1567285005,435260.26341660315,-357.0894518939642,-356.0400506554677,7712.9614169408815,50.5,6671799.341399133,1,0.0008699998902495042,0.7875343204206757,0,0.0003414341354893246,0,0,0,0
57,57,4707226.32203392,4707303.957507201,442972.93100741255,-363.4076093336166,-362.358311592134,7712.3720393881795,50.5,6671799.329727657,1,0.0008699998902495042,0.7876105163836209,0,0.00034141006131206805,0,0,0,0
58,58,4706859.755548747,4706938.440267433,450685.00404493243,-369.7252790119169,-368.6760861757876,7711.772310494827,50.5,6671799.318057008,1,0.0008699998902495042,0.7876880427121458,0,0.00034138556789266745,0,0,0,0
59,59,4706486.87164131,4706566.605499793,458396.4721782235,-376.04245244946276,-374.9933659268855,7711.162231065782,50.5,6671799.306387205,1,0.0008699998902495042,0.7877668989946828,0,0.00034136065544996375,0,0,0,0
60,60,4706107.670812088,4706188.45370335,466107.32505715825,-382.35912116751814,-381.3101423665489,7710.541801919891,50.5,6671799.294718261,1,0.0008699998902495042,0.7878470848127666,0,0.00034133532420644745,0,0,0,0
61,61,4705722.153570041,4705803.985385656,473817.5523324351,-388.6752766880244,-387.62640701657466,7709.911023889896,50.5,6671799.283050192,1,0.0008699998902495042,0.7879285997410452,0,0.00034130957438836134,0,0,0,0
62,62,4705330.320432604,4705413.20106274,481527.14365559205,-394.9909105336118,-393.9421513994465,7709.269897822423,50.5,6671799.271383006,1,0.0008699998902495042,0.788011443347291,0,0.00034128340622564774,0,0,0,0
63,63,4704932.171925691,4705016.101259106,489236.08867902076,-401.30601422761083,-400.2573670383466,7708.618424577994,50.5,6671799.259716727,1,0.0008699998902495042,0.78809561519241,0,0.0003412568199518981,0,0,0,0
64,64,4704527.708583691,4704612.686507736,496944.3770559803,-407.6205792940637,-406.57204545716684,7707.956605031012,50.5,6671799.248051357,1,0.0008699998902495042,0.7881811148304549,0,0.0003412298158044663,0,0,0,0
65,65,4704116.93094947,4704202.95735009,504651.9984406112,-413.9345972577355,-412.8861781805202,7707.284440069771,50.5,6671799.236386926,1,0.0008699998902495042,0.7882679418086347,0,0.00034120239402433516,0,0,0,0
66,66,4703699.839574368,4703786.914336099,512358.942487949,-420.2480596441257,-419.1997567337521,7706.601930596449,50.5,6671799.224723435,1,0.0008699998902495042,0.7883560956673255,0,0.00034117455485623715,0,0,0,0
67,67,4703276.435018199,4703364.558024171,520065.19885393855,-426.56095797947955,-425.5127726429519,7705.909077527107,50.5,6671799.213060901,1,0.0008699998902495042,0.7884455759400842,0,0.0003411462985485265,0,0,0,0
68,68,4702846.71784925,4702935.888981186,527770.7571954477,-432.87328379079946,-431.82521743496426,7705.2058817916895,50.5,6671799.201399343,1,0.0008699998902495042,0.7885363821536582,0,0.0003411176253533007,0,0,0,0
69,69,4702410.6886442825,4702500.907782498,535475.607170281,-439.1850286058563,-438.1370826374003,7704.492344334024,50.5,6671799.189738775,1,0.0008699998902495042,0.7886285138279968,0,0.00034108853552626594,0,0,0,0
70,70,4701968.347988527,4702059.615011931,543179.738437194,-445.49618395320084,-444.4483597786491,7703.768466111816,50.5,6671799.178079201,1,0.0008699998902495042,0.7887219704762657,0,0.00034105902932684353,0,0,0,0
71,71,4701519.696475688,4701612.0112617845,550883.1406559069,-451.806741362175,-450.7590403878893,7703.034248096652,50.5,6671799.166420646,1,0.0008699998902495042,0.7888167516048559,0,0.0003410291070180911,0,0,0,0
72,72,4701064.7347079385,4701158.097132823,558585.8034871181,-458.11669236292335,-457.0691159951,7702.289691273994,50.5,6671799.154763124,1,0.0008699998902495042,0.7889128567133982,0,0.0003409987688667613,0,0,0,0
73,73,4700603.463295921,4700697.873234285,566287.7165925187,-464.4260284864045,-463.3785781310726,7701.534796643184,50.5,6671799.143106642,1,0.0008699998902495042,0.7890102852947742,0,0.0003409680151432356,0,0,0,0
74,74,4700135.882858747,4700231.340183875,573988.8696348061,-470.7347412644023,-469.6874183274218,7700.769565217435,50.5,6671799.131451223,1,0.0008699998902495042,0.78910903683513,0,0.0003409368461215905,0,0,0,0
75,75,4699661.9940239955,4699758.498607766,581689.2522776976,-477.0428222295374,-475.99562811659723,7699.993998023838,50.5,6671799.119796871,1,0.0008699998902495042,0.789209110813888,0,0.00034090526207950303,0,0,0,0
76,76,4699181.797427714,4699279.349140599,589388.8541859447,-483.35026291527845,-482.3031990318946,7699.208096103352,50.5,6671799.108143611,1,0.0008699998902495042,0.78931050670376,0,0.00034087326329831707,0,0,0,0
77,77,4698695.293714413,4698793.892425482,597087.6650253468,-489.65705485595356,-488.6101226074673,7698.41186051081,50.5,6671799.096491448,1,0.0008699998902495042,0.789413223970761,0,0.0003408408500630184,0,0,0,0
78,78,4698202.483537072,4698302.129113986,604785.674462765,-495.9631895867616,-494.9163903783375,7697.605292314913,50.5,6671799.084840407,1,0.0008699998902495042,0.7895172620742208,0,0.0003408080226622246,0,0,0,0
79,79,4697703.367557132,4697804.059866148,612482.8721661362,-502.2686586437836,-501.2219938804077,7696.7883925982305,50.5,6671799.07319049,1,0.0008699998902495042,0.7896226204667984,0,0.0003407747813882077,0,0,0,0
80,80,4697197.946444497,4697299.685350469,620179.2478044865,-508.57345356399424,-507.52692465047204,7695.9611624572,50.5,6671799.061541715,1,0.0008699998902495042,0.7897292985944958,0,0.00034074112653681546,0,0,0,0
81,81,4696686.220877537,4696789.0062439125,627874.7910479457,-514.8775658852729,-513.8311742262276,7695.123603002122,50.5,6671799.049894101,1,0.0008699998902495042,0.789837295896671,0,0.00034070705840754994,0,0,0,0
82,82,4696168.19154308,4696272.023231902,635569.4915677607,-521.1809871464153,-520.134734146286,7694.275715357161,50.5,6671799.038247658,1,0.0008699998902495042,0.7899466118060509,0,0.00034067257730354935,0,0,0,0
83,83,4695643.8591364175,4695748.737008325,643263.3390363093,-527.4837088871446,-526.4375959501841,7693.4175006603455,50.5,6671799.026602402,1,0.0008699998902495042,0.7900572457487475,0,0.0003406376835315225,0,0,0,0
84,84,4695113.2243613,4695219.148275527,650956.3231271146,-533.7857226481232,-532.7397511783963,7692.548960063563,50.5,6671799.014958345,1,0.0008699998902495042,0.7901691971442699,0,0.0003406023774017855,0,0,0,0
85,85,4694576.287929934,4694683.257744313,658648.4335148582,-540.0870199709635,-539.0411913723453,7691.670094732561,50.5,6671799.0033155,1,0.0008699998902495042,0.7902824654055395,0,0.0003405666592283208,0,0,0,0
86,86,4694033.05056299,4694141.066133946,666339.6598753947,-546.3875923982397,-545.3419080744135,7690.780905846943,50.5,6671798.991673884,1,0.0008699998902495042,0.7903970499389044,0,0.00034053052932862685,0,0,0,0
87,87,4693483.512989589,4693592.574172147,674029.9918857649,-552.6874314734989,-551.6418928279543,7689.88139460017,50.5,6671798.980033511,1,0.0008699998902495042,0.7905129501441528,0,0.00034049398802383195,0,0,0,0
88,88,4692927.675947312,4693037.7825950915,681719.4192242102,-558.9865287412728,-557.9411371773037,7688.971562199557,50.5,6671798.968394392,1,0.0008699998902495042,0.7906301654145296,0,0.0003404570356386761,0,0,0,0
89,89,4692365.540182194,4692476.692147411,689407.9315701863,-565.2848757470884,-564.2396326677917,7688.0514098662725,50.5,6671798.956756545,1,0.0008699998902495042,0.7907486951367495,0,0.0003404196725014167,0,0,0,0
90,90,4691797.106448723,4691909.303582193,697095.5186043767,-571.5824640374802,-570.5373708457532,7687.1209388353345,50.5,6671798.9451199835,1,0.0008699998902495042,0.7908685386910131,0,0.0003403818989439355,0,0,0,0
91,91,4691222.375509841,4691335.617660975,704782.1700087072,-577.8792851600008,-576.8343432585397,7686.180150355611,50.5,6671798.933484715,1,0.0008699998902495042,0.7909896954510207,0,0.00034034371530167765,0,0,0,0
92,92,4690641.348136943,4690755.635153748,712467.8754663591,-584.1753306632324,-583.1305414545303,7685.229045689818,50.5,6671798.921850764,1,0.0008699998902495042,0.791112164783989,0,0.00034030512191364845,0,0,0,0
93,93,4690054.025109871,4690169.356838955,720152.6246617835,-590.4705920967988,-589.4259569831438,7684.267626114518,50.5,6671798.910218144,1,0.0008699998902495042,0.7912359460506658,0,0.00034026611912241537,0,0,0,0
94,94,4689460.407216922,4689576.783503487,727836.407280715,-596.7650610113757,-595.7205813948493,7683.295892920116,50.5,6671798.898586853,1,0.0008699998902495042,0.7913610386053449,0,0.000340226707274096,0,0,0,0
95,95,4688860.495254838,4688977.915942687,735519.2130101853,-603.0587289587028,-602.0144062411777,7682.313847410862,50.5,6671798.886956924,1,0.0008699998902495042,0.791487441795883,0,0.0003401868867183549,0,0,0,0
96,96,4688254.29002881,4688372.754960342,743201.0315385376,-609.3515874915948,-608.307423074733,7681.321490904846,50.5,6671798.875328362,1,0.0008699998902495042,0.791615154963715,0,0.00034014665780841136,0,0,0,0
97,97,4687641.792352475,4687761.30136869,750881.8525554399,-615.6436281639532,-614.5996234492043,7680.318824733996,50.5,6671798.863701183,1,0.0008699998902495042,0.791744177443869,0,0.00034010602090100804,0,0,0,0
98,98,4687023.003047917,4687143.555988412,758561.6657518991,-621.9348425307767,-620.890998919376,7679.305850244078,50.5,6671798.852075398,1,0.0008699998902495042,0.7918745085649836,0,0.0003400649763564404,0,0,0,0
99,99,4686397.922945663,4686519.519648635,766240.4608202748,-628.2252221481735,-627.18154104114,7678.282568794694,50.5,6671798.840451024,1,0.0008699998902495042,0.7920061476493242,0,0.0003400235245385109,0,0,0,0
100,100,4685766.552884685,4685889.193186928,773918.227454293,-634.5147585733722,-633.4712413715068,7677.2489817592805,50.5,6671798.828828075,1,0.0008699998902495042,0.7921390940127978,0,0.0003399816658145512,0,0,0,0
101,101,4685128.893712395,4685252.577449303,781594.9553490604,-640.8034433647331,-639.7600914686168,7676.2050905251035,50.5,6671798.817206564,1,0.0008699998902495042,0.7922733469649711,0,0.0003399394005553904,0,0,0,0
102,102,4684484.946284647,4684609.673290215,789270.6342010773,-647.0912680817595,-646.0480828917514,7675.15089649326,50.5,6671798.805586506,1,0.0008699998902495042,0.7924089058090871,0,0.0003398967291353979,0,0,0,0
103,103,4683834.711465736,4683960.481572558,796945.2537082525,-653.3782242851095,-652.3352072013448,7674.086401078675,50.5,6671798.793967911,1,0.0008699998902495042,0.7925457698420801,0,0.0003398536519324446,0,0,0,0
104,104,4683178.190128394,4683305.003167664,804618.8035699164,-659.6643035366064,-658.6214559589949,7673.011605710101,50.5,6671798.782350794,1,0.0008699998902495042,0.7926839383545944,0,0.0003398101693278422,0,0,0,0
105,105,4682515.3831537925,4682643.238955303,812291.2734868353,-665.9494973992512,-664.9068207274751,7671.926511830114,50.5,6671798.770735173,1,0.0008699998902495042,0.7928234106310007,0,0.00033976628170646954,0,0,0,0
106,106,4681846.291431538,4681975.189823683,819962.6531612248,-672.2337974372329,-671.1912930707449,7670.83112089511,50.5,6671798.759121062,1,0.0008699998902495042,0.7929641859494128,0,0.0003397219894566227,0,0,0,0
107,107,4681170.915859671,4681300.856669448,827632.9322967638,-678.5171952159403,-677.474864553962,7669.725434375308,50.5,6671798.7475084625,1,0.0008699998902495042,0.7931062635817057,0,0.0003396772929701546,0,0,0,0
108,108,4680489.25734467,4680620.240397674,835302.1005986083,-684.7996823019735,-683.7575267434931,7668.609453754747,50.5,6671798.73589741,1,0.0008699998902495042,0.7932496427935319,0,0.00033963219264228415,0,0,0,0
109,109,4679801.316801442,4679933.341921871,842970.1477734054,-691.0812502631545,-690.0392712069255,7667.483180531278,50.5,6671798.724287901,1,0.0008699998902495042,0.7933943228443407,0,0.0003395866888717901,0,0,0,0
110,110,4679107.095153328,4679240.162163979,850637.0635293069,-697.3618906685394,-696.3200895130782,7666.346616216569,50.5,6671798.712679954,1,0.0008699998902495042,0.7935403029873931,0,0.0003395407820608759,0,0,0,0
111,111,4678406.5933321,4678540.702054373,858302.8375759831,-703.6415950884292,-702.5999732320134,7665.199762336099,50.5,6671798.701073582,1,0.0008699998902495042,0.7936875824697828,0,0.00033949447261517033,0,0,0,0
112,112,4677699.812277956,4677834.9625318535,865967.4596246368,-709.9203550943811,-708.8789139350479,7664.042620429161,50.5,6671798.6894688,1,0.0008699998902495042,0.7938361605324512,0,0.000339447760943813,0,0,0,0
113,113,4676986.752939525,4677122.94454365,873630.9193880168,-716.19816225922,-715.1569031947638,7662.875192048851,50.5,6671798.6778656235,1,0.0008699998902495042,0.7939860364102073,0,0.0003394006474593031,0,0,0,0
114,114,4676267.41627386,4676404.64904542,881293.2065804321,-722.4750081570498,-721.4339325850208,7661.697478762075,50.5,6671798.666264062,1,0.0008699998902495042,0.7941372093317451,0,0.0003393531325776464,0,0,0,0
115,115,4675541.803246441,4675680.077001245,888954.3109177655,-728.7508843632646,-727.7099936809665,7660.50948214954,50.5,6671798.654664135,1,0.0008699998902495042,0.7942896785196625,0,0.00033930521671822543,0,0,0,0
116,116,4674809.914831172,4674949.229383631,896614.2221174872,-735.0257824545602,-733.9850780590485,7659.31120380576,50.5,6671798.643065853,1,0.0008699998902495042,0.794443443190478,0,0.00033925690030389065,0,0,0,0
117,117,4674071.752010378,4674212.107173507,904272.9298986691,-741.2996940089448,-740.2591772970254,7658.102645339042,50.5,6671798.631469227,1,0.0008699998902495042,0.7945985025546514,0,0.0003392081837608238,0,0,0,0
118,118,4673327.315774807,4673468.711360224,911930.4239819982,-747.5726106057514,-746.5322829739779,7656.883808371497,50.5,6671798.619874275,1,0.0008699998902495042,0.7947548558166009,0,0.0003391590675187326,0,0,0,0
119,119,4672576.607123625,4672719.042941553,919586.6940897903,-753.844523825648,-752.8043866703204,7655.654694539027,50.5,6671798.608281007,1,0.0008699998902495042,0.7949125021747224,0,0.0003391095520106174,0,0,0,0
120,120,4671819.62706442,4671963.102923683,927241.7299460043,-760.1154252506495,-759.075479967812,7654.4153054913295,50.5,6671798.59668944,1,0.0008699998902495042,0.7950714408214089,0,0.00033905963767293795,0,0,0,0
121,121,4671056.376613194,4671200.892321222,934895.5212762556,-766.385306464129,-765.3455544495685,7653.165642891892,50.5,6671798.585099584,1,0.0008699998902495042,0.7952316709430676,0,0.0003390093249454767,0,0,0,0
122,122,4670286.856794368,4670432.412157195,942548.0578078298,-772.6541590508289,-771.6146017000725,7651.905708417992,50.5,6671798.573511462,1,0.0008699998902495042,0.7953931917201408,0,0.00033895861427144376,0,0,0,0
123,123,4669511.068640773,4669657.663463037,950199.329269697,-778.921974596872,-777.882613305186,7650.635503760693,50.5,6671798.561925071,1,0.0008699998902495042,0.7955560023271248,0,0.0003389075060974498,0,0,0,0
124,124,4668729.013193659,4668876.647278603,957849.3253925248,-785.1887446897734,-784.1495808521607,7649.355030624842,50.5,6671798.55034044,1,0.0008699998902495042,0.7957201019325886,0,0.0003388560008733976,0,0,0,0
125,125,4667940.691502682,4668089.364652156,965498.0359086931,-791.4544609184513,-790.4154959296499,7648.0642907290685,50.5,6671798.538757578,1,0.0008699998902495042,0.795885489699194,0,0.00033880409905255853,0,0,0,0
126,126,4667146.104625913,4667295.8166403705,973145.450552307,-797.7191148732385,-796.6803501277193,7646.763285805782,50.5,6671798.527176492,1,0.0008699998902495042,0.7960521647837139,0,0.00033875180109163523,0,0,0,0
127,127,4666345.25362983,4666496.00430833,980791.5590592107,-803.9826981458934,-802.9441350378587,7645.45201760117,50.5,6671798.515597203,1,0.0008699998902495042,0.7962201263370541,0,0.00033869910745058465,0,0,0,0
128,128,4665538.139589318,4665689.928729527,988436.3511670021,-810.2452023296119,-809.2068422529933,7644.130487875194,50.5,6671798.5040197205,1,0.0008699998902495042,0.79638937350427,0,0.000338646018592721,0,0,0,0
