,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel,eff_f_side,eff_r_side,eff_r_back
0,0,-3335899.949480577,5777947.677130542,2721.6532630447236,0.931747902386312,-3.102936629755967,7729.427310279269,53.099999999999994,6671799.996114718,0,0.00012054551820395404,2.0943950936497124,0,0.00033941788975462047,0,0.4999999924279214,0.467555814272566,0.9992719580084198
1,1,-3335896.7790545756,5777940.696690388,10451.077014622977,5.409103390668807,-10.857942114710013,7729.418463838379,53.099999999999994,6671799.985076592,0,0.0006998064284516075,2.094394544938488,0,0.0003396200731482988,0,0.4999995172299841,0.45619352280055436,0.9976896928485257
2,2,-3335889.131276217,5777925.961251172,18180.486732646437,9.886451615290959,-18.612933020003666,7729.399243172818,53.099999999999994,6671799.974031906,0,0.0012790663999169259,2.0943932213246876,0,0.0003398218331342354,0,0.4999983709460013,0.48761039745638096,0.9998654638756433
3,3,-3335877.0061557693,5777903.470832678,25909.872042902178,14.363786566872045,-26.367898937089166,7729.369648308401,53.099999999999994,6671799.962980662,0,0.0018583246551327885,2.0943911228118663,0,0.0003400231686919992,0,0.4999965535775134,0.4930400566052452,0.9997660222792825
4,4,-3335860.403709511,5777873.2254650965,33639.22257121005,18.841102236049213,-34.12282945745238,7729.329679284866,53.099999999999994,6671799.951922882,0,0.0024375804166343763,2.0943882494056596,0,0.0003402240788049428,0,0.49999406512696115,0.504632684506372,0.9989193372456069
5,5,-3335839.3239597282,5777835.225189031,41368.5279434366,23.318392613485535,-41.87771417262678,7729.279336155874,53.099999999999994,6671799.940858577,0,0.003016832906960215,2.0943846011137817,0,0.000340424562460293,0,0.4999909055976861,0.4932102161327709,0.9998626861370704
6,6,-3335813.7669347175,5777789.47005549,49097.77778550902,27.795651689878078,-49.63254267420738,7729.218618989012,53.099999999999994,6671799.929787761,0,0.003596081348653216,2.0943801779460274,0,0.00034062461864910415,0,0.4999870749939306,0.4644477093099177,0.9983527736490511
7,7,-3335783.732668785,5777735.960125891,56826.96172342901,32.272873455965964,-57.38730455386473,7729.147527865788,53.099999999999994,6671799.918710449,0,0.004175324964261725,2.0943749799142717,0,0.00034082424636632045,0,0.4999825733208376,0.517454776011937,0.9998455560070336
8,8,-3335749.2212022454,5777674.695472059,64556.069383286784,36.75005190253845,-65.1419894033589,7729.066062881637,53.099999999999994,6671799.907626649,0,0.004754562976340562,2.0943690070324696,0,0.0003410234446107638,0,0.4999774005844511,0.4799513541267931,0.9995667712495155
9,9,-3335710.2325814227,5777605.6761762295,72285.09039127493,41.22718102044299,-72.89658681455343,7728.974224145914,53.099999999999994,6671799.896536382,0,0.005333794607452064,2.094362259316654,0,0.0003412222123850924,0,0.4999715567917151,0.5093643513857145,0.9995052991934282
10,10,-3335666.7668586504,5777528.902331045,80014.01437370236,45.70425480059328,-80.65108637942927,7728.872011781902,53.099999999999994,6671799.885439663,0,0.005913019080167129,2.0943547367849393,0,0.00034142054869592696,0,0.4999650419504748,0.5038558692375087,0.9998055689595108
11,11,-3335618.8240922703,5777444.374039555,87742.83095700822,50.181267233977344,-88.40547769009883,7728.759425926803,53.099999999999994,6671799.8743365025,0,0.006492235617066263,2.094346439457517,0,0.0003416184525538023,0,0.4999578560694759,0.5549172359596894,0.9982428510680758
12,12,-3335566.404346634,5777352.091415218,95471.52976777582,54.658212311665594,-96.15975033881989,7728.636466731742,53.099999999999994,6671799.863226909,0,0.007071443440740623,2.0943373673566588,0,0.00034181592297317443,0,0.49994999915836486,0.5013080899865368,0.9999718050303182
13,13,-3335509.507692102,5777252.0545819,103200.10043274658,59.135084024818894,-103.91389391800953,7728.50313436177,53.099999999999994,6671799.852110912,0,0.007650641773793048,2.0943275205067144,0,0.0003420129589724579,0,0.4999414712276885,0.47603986031102347,0.9985600405695694
14,14,-3335448.1342050424,5777144.263673875,110928.5325788339,63.61187636469662,-111.66789802025822,7728.359428995859,53.099999999999994,6671799.840988511,0,0.008229829838839124,2.094316898934113,0,0.00034220955957403734,0,0.49993227228889464,0.43509102624343887,0.9956001549669016
15,15,-3335382.283967833,5777028.718835821,118656.81583313712,68.08858332266473,-119.42175223834366,7728.205350826903,53.099999999999994,6671799.829859726,0,0.008809006858508208,2.094305502667361,0,0.0003424057238042637,0,0.4999224023543314,0.4539902398581815,0.9962920951678887
16,16,-3335311.9570688605,5776905.420222828,126384.93982295546,72.56519889020385,-127.17544616524484,7728.040900061717,53.099999999999994,6671799.818724572,0,0.009388172055444484,2.0942933317370427,0,0.00034260145069349424,0,0.49991186143724764,0.4764614820841044,0.9991031968437653
17,17,-3335237.153602519,5776774.36800039,134112.8941758019,77.04171705891729,-134.92896939415596,7727.866076921042,53.099999999999994,6671799.80758306,0,0.009967324652307999,2.094280386175821,0,0.00034279673927606623,0,0.4999006495517928,0.5126958060676244,0.9998883704060364
18,18,-3335157.8736692118,5776635.562344408,141840.66851941712,81.51813182053914,-142.68231151850043,7727.680881639536,53.099999999999994,6671799.796435208,0,0.010546463871775708,2.094266666018434,0,0.00034299158859040814,0,0.4998887667130168,0.5181940306152353,0.9993073777111489
19,19,-3335074.1173753496,5776489.003441189,149568.2524817834,85.99443716694235,-150.4354621319448,7727.48531446578,53.099999999999994,6671799.785281026,0,0.011125588936542523,2.094252171301698,0,0.00034318599767887997,0,0.49987621293687023,0.5359429368580609,0.9994971399327911
20,20,-3334985.884833352,5776334.691487449,157295.6356911386,90.47062709014673,-158.18841082841274,7727.279375662277,53.099999999999994,6671799.774120534,0,0.011704699069322344,2.0942369020645066,0,0.00034337996558797497,0,0.499862988240204,0.5383865774970555,0.9994408498315219
21,21,-3334893.1761616464,5776172.626690307,165022.80777599002,94.94669558232712,-165.94114720209905,7727.063065505448,53.099999999999994,6671799.762953741,0,0.012283793492849115,2.0942208583478275,0,0.00034357349136820867,0,0.4998490926407696,0.49821486345873445,0.9998713762980227
22,22,-3334795.991484667,5776002.809267288,172749.75836512833,99.42263663582135,-173.69366084748353,7726.836384285637,53.099999999999994,6671799.751780662,0,0.012862871429877864,2.094204040194704,0,0.00034376657407419515,0,0.49983452615721913,0.5540287500101437,0.9986149289862448
23,23,-3334694.330932857,5775825.239446323,180476.47708764154,103.89844424313834,-181.44594135934508,7726.599332307106,53.099999999999994,6671799.740601315,0,0.013441932103185736,2.094186447650256,0,0.00034395921276461275,0,0.4998192888091049,0.4921516884629836,0.9990126179902709
24,24,-3334588.1946426653,5775639.917465749,188202.95357292888,108.37411239696618,-189.19797833277553,7726.351909888037,53.099999999999994,6671799.729415712,0,0.014020974735573052,2.0941680807616767,0,0.0003441514065022727,0,0.4998033806168798,0.5161184473283033,0.9999838665055922
25,25,-3334477.5827565496,5775446.843574306,195929.17745071466,112.84963509018019,-196.9497613631937,7726.09411736053,53.099999999999994,6671799.71822387,0,0.014599998549864341,2.0941489395782344,0,0.0003443431543540851,0,0.499786801601897,0.5120769271361459,0.9990253008801513
26,26,-3334362.4954229738,5775246.018031139,203655.1383510623,117.32500631585096,-204.7012800463593,7725.825955070604,53.099999999999994,6671799.707025796,0,0.015179002768909386,2.094129024151271,0,0.00034453445539111416,0,0.4997695517864102,0.5246508957326629,0.9991391000132221
27,27,-3334242.932796409,5775037.441105797,211380.8259043882,121.80022006725243,-212.45252397838698,7725.547423378198,53.099999999999994,6671799.695821515,0,0.015757986615584273,2.0941083345341993,0,0.0003447253086885074,0,0.4997516311935731,0.4474509816595972,0.9971420130414924
28,28,-3334118.8950373325,5774821.113078234,219106.22974147566,126.27527033786994,-220.2034827557602,7725.2585226571655,53.099999999999994,6671799.684611035,0,0.016336949312792417,2.0940868707825073,0,0.0003449157133256435,0,0.4997330398474402,0.48919324002411047,0.9988014622333057
29,29,-3333990.382312229,5774597.034238805,226831.33949348878,130.75015112140832,-227.95414597534523,7724.959253295278,53.099999999999994,6671799.673394369,0,0.01691589008346563,2.094064632953754,0,0.00034510566838603896,0,0.4997137777729658,0.5278826683869616,0.9992959636782278
30,30,-3333857.3947935877,5774365.20488827,234556.14479198636,135.22485641179992,-235.70450323440514,7724.649615694226,53.099999999999994,6671799.662171536,0,0.017494808150565144,2.0940416211075683,0,0.0003452951729574058,0,0.49969384499600467,0.49239241091818625,0.999436293868611
31,31,-3333719.932659905,5774125.625337791,242280.63526893588,139.69938020321266,-243.45454413061373,7724.329610269611,53.099999999999994,6671799.65094255,0,0.018073702737082652,2.0940178353056513,0,0.0003454842261316141,0,0.49967324154331166,0.4935358551014269,0.9993831287822856
32,32,-3333577.9960956825,5773878.295908931,250004.80055672742,144.17371649005815,-251.20425826206952,7723.999237450956,53.099999999999994,6671799.639707428,0,0.01865257306604138,2.093993275611773,0,0.0003456728270047834,0,0.4996519674425419,0.5209666241206832,0.9995922194588681
33,33,-3333431.585291428,5773623.216933656,257728.63028818744,148.64785926699966,-258.9536352273096,7723.658497681692,53.099999999999994,6671799.628466182,0,0.019231418360497087,2.093967942091774,0,0.0003458609746772605,0,0.4996300227222505,0.49861383084897576,0.99959442948978
34,34,-3333280.7004436534,5773360.3887543315,265452.1140965929,153.1218025289603,-266.7026646253238,7723.307391419171,53.099999999999994,6671799.617218823,0,0.019810237843539146,2.093941834813562,0,0.0003460486682536121,0,0.49960740741189297,0.4956611966801149,0.9996472845408213
35,35,-3333125.3417548765,5773089.811723727,273175.24161568494,157.59554027113097,-274.45133605556845,7722.945919134654,53.099999999999994,6671799.605965369,0,0.020389030738291562,2.093914953847113,0,0.0003462359068426588,0,0.4995841215418245,0.5185564189636973,0.999757431641423
36,36,-3332965.509433619,5772811.48620501,280898.0024796831,162.0690664889785,-282.1996391179805,7722.574081313317,53.099999999999994,6671799.594705838,0,0.02096779626791403,2.093887299264471,0,0.00034642268955746705,0,0.49956016514330037,0.5285893836270142,0.9984820610454573
37,37,-3332801.203694408,5772525.412571747,288620.38632329885,166.54237517825362,-289.9475634129913,7722.191878454248,53.099999999999994,6671799.583440241,0,0.021546533655602964,2.0938588711397443,0,0.0003466090155153974,0,0.4995355382484759,0.5664415188194973,0.9981008073884574
38,38,-3332632.4247577735,5772231.591207906,296342.3827817498,171.01546033499912,-297.6950985415408,7721.799311070446,53.099999999999994,6671799.572168594,0,0.02212524212459255,2.093829669549109,0,0.00034679488383809645,0,0.4995102408904066,0.5020785356917438,0.9986958127350648
39,39,-3332459.1728502503,5771930.022507852,304063.9814907736,175.48831595555785,-305.4422341050912,7721.396379688821,53.099999999999994,6671799.560890909,0,0.022703920898155795,2.093799694570804,0,0.00034698029365148864,0,0.49948427310304727,0.5227633915443209,0.9994108433821466
40,40,-3332281.448204376,5771620.70687635,311785.17208664166,179.96093603658076,-313.18895970564114,7720.983084850196,53.099999999999994,6671799.549607207,0,0.023282569199605536,2.093768946285133,0,0.0003471652440858595,0,0.49945763492125295,0.48030927046021127,0.998811508102028
41,41,-3332099.251058691,5771303.644728561,319505.9442061731,184.433314575035,-320.9352649457396,7720.5594271093,53.099999999999994,6671799.538317497,0,0.023861186252295528,2.0937374247744627,0,0.000347349734275756,0,0.49943032638077833,0.4839873793911837,0.9983340580612969
42,42,-3331912.5816577408,5770978.836490044,327226.2874867489,188.90544556821197,-328.68113942849993,7720.125407034772,53.099999999999994,6671799.5270218,0,0.02443977127962145,2.093705130123222,0,0.0003475337633600975,0,0.499402347518278,0.45302818419997676,0.9961778942950182
43,43,-3331721.440252071,5770646.282596756,334946.1915663255,193.37732301373538,-336.4265727576136,7719.68102520916,53.099999999999994,6671799.515720126,0,0.025018323505021978,2.0936720624179004,0,0.0003477173304821317,0,0.49937369837130585,0.5020214819586664,0.998087568749401
44,44,-3331525.82709823,5770305.983495046,342665.64608344884,197.84894090956925,-344.1715545373643,7719.2262822289185,53.099999999999994,6671799.504412495,0,0.02559684215197979,2.093638221747048,0,0.0003479004347895054,0,0.4993443789783159,0.5075938243571338,0.999793335498431
45,45,-3331325.7424587687,5769957.939641663,350384.6406772684,202.32029325402607,-351.9160743726418,7718.761178704408,53.099999999999994,6671799.49309891,0,0.026175326444022654,2.093603608201275,0,0.00034808307543422533,0,0.4993143893786616,0.4882471043649947,0.9991696395254833
46,46,-3331121.1866022395,5769602.151503747,358103.1649875508,206.79137404577475,-359.6601218689561,7718.285715259896,53.099999999999994,6671799.481779402,0,0.02675377560472442,2.093568221873248,0,0.00034826525157263745,0,0.49928372961259565,0.509732759277226,0.9998343528902972
47,47,-3330912.1598031954,5769238.619558835,365821.2086546941,211.26217728384873,-367.4036866324511,7717.799892533554,53.099999999999994,6671799.470453977,0,0.027332188857706108,2.093532062857694,0,0.0003484469623655504,0,0.4992523997212706,0.47616758124206043,0.9984691682104254
48,48,-3330698.6623421903,5768867.344294857,373538.7613197412,215.73269696765405,-375.14675826991896,7717.3037111774565,53.099999999999994,6671799.459122651,0,0.02791056542663692,2.0934951312513936,0,0.00034862820697811485,0,0.49922039974673804,0.48153734095942896,0.9987843968840663
49,49,-3330480.6945057786,5768488.326210135,381255.81262439425,220.20292709697736,-382.88932638881346,7716.797171857583,53.099999999999994,6671799.44778544,0,0.02848890453523529,2.093457427153184,0,0.00034880898457997727,0,0.4991877297319494,0.4776127794241222,0.9983861559131025
50,50,-3330258.2565865144,5768101.565813383,388972.3522110282,224.67286167199399,-390.63138059726447,7716.280275253814,53.099999999999994,6671799.436442361,0,0.029067205407269932,2.0934189506639562,0,0.00034898929434514295,0,0.499154389720755,0.480834513912411,0.9986940435436191
51,51,-3330031.3488829522,5767707.063623708,396688.369722705,229.142494693276,-398.3729105040917,7715.753022059931,53.099999999999994,6671799.425093427,0,0.02964546726656088,2.093379701886655,0,0.0003491691354521299,0,0.4991203797579046,0.5106529311213007,0.9991290923078463
