,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel,eff_f_side,eff_r_side,eff_r_back
0,0,6444463.323769875,1726789.0146724482,2721.652200371619,-3.2383595412104245,-0.09689994834015325,7729.4273102617835,53.099999999999994,6671799.996083664,1,0.0008699998902495042,0.26179973761902464,0,0.0003421081320355827,0,0,0,0
1,1,6444455.76061701,1726787.7589472665,10451.075951908406,-11.887944494156772,-2.4145501335611095,7729.418463773563,53.099999999999994,6671799.984961369,1,0.0008699998902495042,0.26180411747134835,0,0.0003421077688947019,0,0,0,0
2,2,6444439.547886207,1726784.185573262,18180.485669844973,-20.53751348421401,-4.732197076106299,7729.399243064488,53.099999999999994,6671799.973839092,1,0.0008699998902495042,0.26181350608790543,0,0.00034210698026250437,0,0,0,0
3,3,6444414.685599232,1726778.2945552322,25909.870979972213,-29.187054902163403,-7.049837665292365,7729.36964816037,53.099999999999994,6671799.962716852,1,0.0008699998902495042,0.2618279029296371,0,0.0003421057661462063,0,0,0,0
4,4,6444381.173789463,1726770.085901086,33639.22150811379,-37.83655713882332,-9.367468790444502,7729.329679100949,53.099999999999994,6671799.951594658,1,0.0008699998902495042,0.2618473071700911,0,0.0003421041265567885,0,0,0,0
5,5,6444339.012501885,1726759.5596218428,41368.526880140074,-46.486008585064816,-11.685087340900628,7729.279335939886,53.099999999999994,6671799.940472521,1,0.0008699998902495042,0.26187171769565554,0,0.00034210206150905235,0,0,0,0
6,6,6444288.201793093,1726746.7157316327,49097.77672198205,-55.1353976318272,-14.00269020601557,7729.218618744767,53.099999999999994,6671799.929350459,1,0.0008699998902495042,0.26190113310587915,0,0.0003420995710216405,0,0,0,0
7,7,6444228.741731292,1726731.5542476962,56826.96065964527,-63.78471267013364,-16.320274275165232,7729.147527597102,53.099999999999994,6671799.918228488,1,0.0008699998902495042,0.2619355517138713,0,0.00034209665511698747,0,0,0,0
8,8,6444160.632396293,1726714.0751903846,64556.068319223734,-72.43394209110673,-18.637836437750767,7729.066062592325,53.099999999999994,6671799.907106617,1,0.0008699998902495042,0.2619749715467896,0,0.0003420933138213335,0,0,0,0
9,9,6444083.873879518,1726694.27858316,72285.08932691385,-81.08307428598404,-20.955373583202757,7728.974223839791,53.099999999999994,6671799.895984863,1,0.0008699998902495042,0.262019390346397,0,0.00034208954716476603,0,0,0,0
10,10,6443998.466283999,1726672.1644525942,80014.01330902833,-89.73209764613378,-23.27288260098539,7728.872011462781,53.099999999999994,6671799.884863236,1,0.0008699998902495042,0.26206880556971335,0,0.0003420853551811428,0,0,0,0
11,11,6443904.409724374,1726647.7328283708,87742.82989201017,-98.38100056307029,-25.59036038060063,7728.759425598499,53.099999999999994,6671799.8737417525,1,0.0008699998902495042,0.2621232143897392,0,0.00034208073790816765,0,0,0,0
12,12,6443801.70432689,1726620.9837432827,95471.52870244646,-107.02977142846967,-27.907803811592387,7728.636466398069,53.099999999999994,6671799.862620425,1,0.0008699998902495042,0.26218261369626195,0,0.0003420756953873343,0,0,0,0
