case, max torque roll, max torque pitch, max torque yaw, max unstable torque pitch, max unstable torque yaw, max torque roll prop, max torque pitch prop, max torque yaw prop, max unstable torque pitch prop, max unstable torque yaw prop, max average roll torque all, max average pitch torque all, max average yaw torque all, max roll torque all, max pitch torque all, max yaw torque all
CIV-Fr0-Sf72, 0.00001483, 0.00007592, 0.00003058, 0.00007304, 0.00002102, 0.00001520, 0.00007908, 0.00002781, 0.00007617, 0.00001826, 0.00000024, 0.00000031, 0.00000004, 0.00028088, 0.00047625, 0.00007123 
CIV-Fr30-Sf72, 0.00001575, 0.00008454, 0.00002574, 0.00007911, 0.00001825, 0.00001611, 0.00008816, 0.00002298, 0.00008244, 0.00001548, 0.00000029, 0.00000027, 0.00000003, 0.00033167, 0.00043718, 0.00006631 
CIV-Fr60-Sf72, 0.00001578, 0.00008489, 0.00002040, 0.00008337, 0.00001681, 0.00001615, 0.00008856, 0.00001763, 0.00008702, 0.00001404, 0.00000031, 0.00000021, 0.00000003, 0.00035800, 0.00034430, 0.00006545 
CIV-Fr90-Sf72, 0.00001577, 0.00008578, 0.00001883, 0.00008448, 0.00001668, 0.00001613, 0.00008937, 0.00001607, 0.00008806, 0.00001392, 0.00000031, 0.00000019, 0.00000003, 0.00034676, 0.00022627, 0.00006445 
absolute maximums
0.00001578, 0.00008578, 0.00003058, 0.00008448, 0.00002102, 0.00001615, 0.00008937, 0.00002781, 0.00008806, 0.00001826, 0.00000031, 0.00000031, 0.00000031, 0.00035800, 0.00047625, 0.00007123 
