case, max torque roll, max torque pitch, max torque yaw, max unstable torque pitch, max unstable torque yaw, max torque roll prop, max torque pitch prop, max torque yaw prop, max unstable torque pitch prop, max unstable torque yaw prop, max average roll torque all, max average pitch torque all, max average yaw torque all, max roll torque all, max pitch torque all, max yaw torque all
CIII-Bfh0-Sf0, 0.00001773, 0.00007867, 0.00002464, 0.00007609, 0.00002382, 0.00001809, 0.00008196, 0.00002188, 0.00007956, 0.00002105, 0.00000035, 0.00000002, 0.00000017, 0.00031828, 0.00007194, 0.00018468 
CIII-Bfh12-Sf0, 0.00001802, 0.00007844, 0.00002680, 0.00007806, 0.00002524, 0.00001838, 0.00008173, 0.00002403, 0.00008140, 0.00002247, 0.00000036, 0.00000002, 0.00000018, 0.00032363, 0.00007541, 0.00021281 
absolute maximums
0.00001802, 0.00007867, 0.00002680, 0.00007806, 0.00002524, 0.00001838, 0.00008196, 0.00002403, 0.00008140, 0.00002247, 0.00000036, 0.00000002, 0.00000002, 0.00032363, 0.00007541, 0.00021281 
