case, max torque roll, max torque pitch, max torque yaw, max unstable torque pitch, max unstable torque yaw, max torque roll prop, max torque pitch prop, max torque yaw prop, max unstable torque pitch prop, max unstable torque yaw prop, max average roll torque all, max average pitch torque all, max average yaw torque all, max roll torque all, max pitch torque all, max yaw torque all
CIV-Fr0-Sf12, 0.00001711, 0.00007115, 0.00002675, 0.00006828, 0.00002464, 0.00001747, 0.00007447, 0.00002398, 0.00007155, 0.00002188, 0.00000033, 0.00000030, 0.00000005, 0.00032219, 0.00048002, 0.00010125 
CIV-Fr30-Sf12, 0.00001791, 0.00007916, 0.00002216, 0.00007392, 0.00002187, 0.00001827, 0.00008290, 0.00001939, 0.00007736, 0.00001910, 0.00000036, 0.00000027, 0.00000005, 0.00034413, 0.00043995, 0.00011044 
CIV-Fr60-Sf12, 0.00001805, 0.00007952, 0.00002018, 0.00007819, 0.00002078, 0.00001841, 0.00008329, 0.00001742, 0.00008194, 0.00001802, 0.00000038, 0.00000020, 0.00000005, 0.00033798, 0.00033239, 0.00011293 
CIV-Fr90-Sf12, 0.00001265, 0.00007959, 0.00002979, 0.00007804, 0.00003650, 0.00001302, 0.00008330, 0.00002703, 0.00008171, 0.00003374, 0.00000027, 0.00000016, 0.00000005, 0.00027052, 0.00019277, 0.00011340 
absolute maximums
0.00001805, 0.00007959, 0.00002979, 0.00007819, 0.00003650, 0.00001841, 0.00008330, 0.00002703, 0.00008194, 0.00003374, 0.00000038, 0.00000030, 0.00000030, 0.00034413, 0.00048002, 0.00011340 
